Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
186,143007,WP_011818754,111.55,49,49,1.52E7,7,1,13,Oxidation (M); Methylation(KR),19077,acetolactate synthase Prochlorococcus
194,143115,ETNP_70,111.47,67,67,1.5E8,8,7,15,Oxidation (M),11843,Cell division topological specificity factor
194,143116,WP_042849815,111.47,63,63,1.5E8,8,7,15,Oxidation (M),12666,cell division topological specificity factor MinE Prochlorococcus sp MIT 0604
181,143560,WP_036913798,111.33,15,15,3.37E6,8,2,17,Carbamidomethylation; Deamidation (NQ),72647,transketolase Prochlorococcus
181,143561,WP_011131322,111.33,15,15,3.37E6,8,2,17,Carbamidomethylation; Deamidation (NQ),72363,transketolase Prochlorococcus marinus
128,143009,WP_042850592,110.82,40,40,7.52E7,8,4,20,Carbamidomethylation; Deamidation (NQ); Methylation(KR); Cation:Fe[II],26668,two-component system response regulator Prochlorococcus sp MIT 0604
146,143236,WP_042851051,110.71,45,45,4.29E8,6,4,20,Oxidation (M),17413,30S ribosomal protein S7 Prochlorococcus sp MIT 0604
244,142994,WP_042851156,110.67,18,18,2.18E7,8,3,10,Carbamidomethylation; Oxidation (M),51822,S-adenosyl-L-homocysteine hydrolase Prochlorococcus sp MIT 0604
306,143102,WP_042850229,110.55,14,14,3.29E7,6,6,9,Oxidation (M),66620,GTP-binding protein Prochlorococcus sp MIT 0604
279,143042,WP_042850403,110.16,18,18,2.28E7,9,8,10,Carbamidomethylation,64252,cell division protein FtsH Prochlorococcus sp MIT 0604
202,143604,ETNP_60,109.39,58,58,2.6E8,6,6,15,Oxidation (M),10251,30S ribosomal protein S19
202,143605,ETNP_70,109.39,58,58,2.6E8,6,6,15,Oxidation (M),10251,30S ribosomal protein S19
334,143544,ETNP_70,109.19,46,46,2.68E6,4,1,9,Carbamidomethylation,15102,Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
302,143684,ETNP_60,108.99,86,86,8.94E7,4,4,10,Carbamidomethylation; Deamidation (NQ); Methylation(KR),9025,Ethanolamine utilization protein EutN
439,143141,ETNP_70,108.74,37,37,2.43E6,6,1,7,Oxidation (M),21457,Acetyl-coenzyme A synthetase
192,142993,WP_042851100,108.26,12,12,1.8E7,11,6,12,,114336,phosphoenolpyruvate carboxylase Prochlorococcus sp MIT 0604
376,143642,WP_042851118,107.68,25,25,1.16E8,6,6,8,,23693,histidine phosphotransferase Prochlorococcus sp MIT 0604
97,142980,ETNP_70,107.51,27,27,1.98E8,9,1,26,Carbamidomethylation; Deamidation (NQ),36029,60 kDa chaperonin 2
340,143157,WP_042849481,107.25,21,21,2.45E7,6,6,9,,54646,amidophosphoribosyltransferase Prochlorococcus sp MIT 0604
313,143110,NP_30,106.80,21,21,2.98E7,7,7,8,Carbamidomethylation,39791,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
313,143111,WP_042850152,106.80,19,19,2.98E7,7,7,8,Carbamidomethylation,44914,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase Prochlorococcus sp MIT 0604
262,143227,WP_042849884,106.77,14,14,1.05E6,8,1,9,Carbamidomethylation,67580,elongation factor 4 Prochlorococcus sp MIT 0604
180,143271,ETNP_70,106.70,33,33,1.7E8,7,7,16,Carbamidomethylation,22110,Inorganic pyrophosphatase
315,143008,WP_011129375,106.62,9,9,8.08E6,7,1,8,,108470,excinuclease ABC subunit A Synechococcus sp WH 8102
176,143363,ETNP_70,106.56,43,43,2.32E8,9,9,16,Carbamidomethylation; Deamidation (NQ); Methylation(KR),22788,30S ribosomal protein S4
231,143503,WP_019480434,106.53,80,80,1.52E8,4,4,13,Oxidation (M),10076,hypothetical protein Prochlorococcus
220,143142,WP_052044761,106.00,14,14,3.03E7,11,11,13,,76854,magnesium chelatase Prochlorococcus sp MIT 0604
94,143286,WP_007099573,105.86,75,75,1.25E9,6,6,26,Carbamidomethylation; Oxidation (M),8828,photosystem I iron-sulfur center Cyanobacteria
94,143287,NP_30,105.86,75,75,1.25E9,6,6,26,Carbamidomethylation; Oxidation (M),8828,Photosystem I iron-sulfur center
94,143288,WP_006172463,105.86,75,75,1.25E9,6,6,26,Carbamidomethylation; Oxidation (M),8844,photosystem I iron-sulfur center Synechococcus sp WH 5701
316,143109,WP_042851225,105.71,10,10,1.15E7,7,5,8,Carbamidomethylation,106339,valine--tRNA ligase Prochlorococcus sp MIT 0604
271,143406,AGG54435.1,105.64,22,22,2.47E7,8,3,10,,34191,phosphate ABC transporter phosphate-binding protein PstS [Cyanophage S-SSM6b]
271,143407,YP_007677331.1,105.64,22,22,2.47E7,8,3,10,,34191,phosphate-binding protein PstS [Synechococcus phage S-SSM4]
271,143408,AGG54206.1,105.64,22,22,2.47E7,8,3,10,,34191,phosphate-binding protein PstS [Synechococcus phage S-SSM4]
496,143878,WP_042850716,105.63,20,20,7.23E7,5,4,6,,29765,protease Prochlorococcus sp MIT 0604
329,143281,WP_042850895,104.89,17,17,2.22E7,5,5,7,Carbamidomethylation,56955,circadian clock protein KaiC Prochlorococcus sp MIT 0604
196,143199,WP_042849816,104.57,26,26,2.32E7,9,2,15,Carbamidomethylation,29693,septum site-determining protein MinD Prochlorococcus sp MIT 0604
242,143625,ETNP14_120,104.17,38,38,1.73E8,5,5,11,Carbamidomethylation; Oxidation (M); Deamidation (NQ),17569,Superoxide dismutase [Ni] precursor
322,143524,WP_042851260,103.84,19,19,3.28E7,5,4,9,Carbamidomethylation,40276,threonine synthase Prochlorococcus sp MIT 0604
296,143123,NP_30,103.83,15,15,1.05E7,6,1,9,Carbamidomethylation,54324,CTP synthase
324,143839,WP_002807348,103.38,45,45,8.44E7,6,6,9,Oxidation (M),12842,hypothetical protein Prochlorococcus
324,143840,ETNP_60,103.38,45,45,8.44E7,6,6,9,Oxidation (M),12827,hypothetical protein
324,143841,NP_30,103.38,45,45,8.44E7,6,6,9,Oxidation (M),12884,hypothetical protein
170,144040,ETNP_70,103.10,25,25,1.03E8,4,4,17,Oxidation (M); Deamidation (NQ),21124,Cell division protein SepF
275,143243,WP_042850841,103.03,19,19,2.06E7,5,2,11,Carbamidomethylation,40119,pyruvate dehydrogenase Prochlorococcus sp MIT 0604
239,143028,ETNP_70,102.88,29,29,1.52E7,8,2,10,Carbamidomethylation; Oxidation (M),39670,Glucose-6-phosphate 1-dehydrogenase
155,143103,WP_042849671,102.67,27,27,3.4E8,6,6,18,Oxidation (M),27466,chemotaxis protein CheY Prochlorococcus sp MIT 0604
317,143172,WP_042849983,102.53,13,13,6.79E7,6,6,8,Deamidation (NQ),64315,acetolactate synthase catalytic subunit Prochlorococcus sp MIT 0604
261,143085,WP_042850907,102.30,15,15,3.71E7,6,2,11,,56544,3-phosphoglycerate dehydrogenase Prochlorococcus sp MIT 0604
342,143529,ETNP_70,102.20,53,53,1.56E7,5,5,9,,14443,Glutamate 5-kinase
342,143530,ETNP_60,102.20,19,19,1.56E7,5,5,9,,39531,Glutamate 5-kinase
297,143171,WP_042851232,102.20,15,15,7.99E5,6,1,9,Carbamidomethylation,59437,CTP synthase Prochlorococcus sp MIT 0604
253,144893,ETNP_70,102.07,28,28,1.5E8,4,4,8,Oxidation (M),13377,50S ribosomal protein L14
253,144894,NP_30,102.07,28,28,1.5E8,4,4,8,Oxidation (M),13377,50S ribosomal protein L14
253,144895,ETNP_60,102.07,28,28,1.5E8,4,4,8,Oxidation (M),13377,50S ribosomal protein L14
253,144896,WP_002807235,102.07,28,28,1.5E8,4,4,8,Oxidation (M),13377,50S ribosomal protein L14 Prochlorococcus
187,143202,WP_038651601,101.87,21,21,2.49E6,7,1,15,Carbamidomethylation; Oxidation (M); Methylation(KR),45896,glutamate-1-semialdehyde aminotransferase Prochlorococcus sp MIT 0801
307,143221,NP_30,101.68,63,63,9.62E6,5,1,9,Carbamidomethylation,12703,recombinase A
126,143324,WP_052041211,101.35,17,17,8.08E7,5,1,20,Carbamidomethylation,38304,cell division protein FtsZ Prochlorococcus sp MIT 0801
293,143294,WP_011129517,101.23,15,15,8.5E6,6,1,9,Carbamidomethylation,51748,adenosylhomocysteinase Prochlorococcus marinus
293,143296,WP_036914594,101.23,15,15,8.5E6,6,1,9,Carbamidomethylation,51781,S-adenosyl-L-homocysteine hydrolase Prochlorococcus
84,143635,ETNP14_68,101.03,45,45,3.05E8,6,1,23,Oxidation (M),11543,Thioredoxin-1
240,143067,WP_042850552,100.85,18,18,5.55E6,8,2,10,Oxidation (M),58109,glucose-6-phosphate dehydrogenase Prochlorococcus sp MIT 0604
408,143432,WP_042850062,100.64,28,28,1.99E7,6,5,7,Carbamidomethylation,30270,hydrolase Prochlorococcus sp MIT 0604
469,143424,WP_042850433,100.31,6,6,1.58E7,5,5,5,Carbamidomethylation,120855,carbamoyl phosphate synthase large subunit Prochlorococcus sp MIT 0604
55,144155,WP_038547285,99.96,29,29,5.08E8,5,2,36,Deamidation (NQ),13267,50S ribosomal protein L7L12 Synechococcus sp KORDI-100
55,144158,WP_011129193,99.96,29,29,5.08E8,5,2,36,Deamidation (NQ),13280,50S ribosomal protein L7L12 Synechococcus
291,143138,WP_042849535,99.56,16,16,1.59E7,9,4,10,Carbamidomethylation,55013,glutamyl-tRNA amidotransferase Prochlorococcus sp MIT 0604
431,144550,WP_042850339,99.47,14,14,1.03E7,5,5,6,,43691,ABC transporter permease Prochlorococcus sp MIT 0604
201,143585,ETNP_60,99.35,34,34,7.06E6,6,2,15,Carbamidomethylation,14729,50S ribosomal protein L11
197,143235,WP_011295427,99.14,10,10,4.18E6,7,1,14,Carbamidomethylation,82846,photosystem I P700 chlorophyll a apoprotein A2 Prochlorococcus
421,143538,ETNP_100,99.03,21,21,1.7E6,5,1,7,Methylation(KR),33973,Branched-chain-amino-acid aminotransferase
421,143539,ETNP_140,99.03,21,21,1.7E6,5,1,7,Methylation(KR),33973,Branched-chain-amino-acid aminotransferase
434,144692,ETNP_70,98.88,16,16,2.73E7,4,4,6,,22228,Translation initiation factor IF-3
256,143190,WP_042850363,98.39,15,15,1.63E7,9,9,11,Carbamidomethylation,63972,3 4-dihydroxy-2-butanone 4-phosphate synthase Prochlorococcus sp MIT 0604
80,144049,ETNP_70,98.31,38,38,3.03E8,5,3,32,Oxidation (M),12671,FK506-binding protein
326,144230,WP_011819158,98.19,25,25,4.76E7,5,3,9,,19445,50S ribosomal protein L6 Prochlorococcus
326,144231,NP_30,98.19,25,25,4.76E7,5,3,9,,19445,50S ribosomal protein L6
310,143333,WP_038650443,98.02,16,16,1.1E8,5,1,9,,37017,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus sp MIT 0801
331,143325,WP_042850843,98.01,27,27,9.24E6,5,3,8,,35782,RNA polymerase sigma factor RpoD Prochlorococcus sp MIT 0604
247,143532,WP_042849626,97.95,20,20,5.7E7,4,4,11,Oxidation (M),29724,two-component system response regulator Prochlorococcus sp MIT 0604
174,143498,WP_042850031,97.24,18,18,2.6E8,6,3,16,,38872,uroporphyrinogen decarboxylase Prochlorococcus sp MIT 0604
221,143413,WP_036911080,97.22,30,30,2.63E7,8,1,13,Deamidation (NQ),24698,transcription terminationantitermination factor NusG Prochlorococcus
221,143414,WP_011131451,97.22,30,30,2.63E7,8,1,13,Deamidation (NQ),24712,transcription terminationantitermination factor NusG Prochlorococcus marinus
221,143415,ETNP_90,97.22,30,30,2.63E7,8,1,13,Deamidation (NQ),24680,hypothetical protein
248,143584,ETNP14_68,97.05,16,16,7.62E7,4,1,8,Oxidation (M),40091,NAD(P) transhydrogenase subunit beta
440,143182,WP_042851094,97.04,18,18,6.17E6,6,2,6,,42624,hypothetical protein Prochlorococcus sp MIT 0604
475,143875,WP_042850347,96.79,10,10,2.57E7,3,3,5,,67910,1-deoxy-D-xylulose-5-phosphate synthase Prochlorococcus sp MIT 0604
620,143666,ETNP_70,96.54,15,15,9.65E6,4,3,4,Carbamidomethylation,46411,Light-independent protochlorophyllide reductase subunit N
363,143586,WP_042851300,96.41,13,13,1.99E7,4,4,8,Deamidation (NQ),46548,3-phosphoshikimate 1-carboxyvinyltransferase Prochlorococcus sp MIT 0604
428,144006,WP_042851119,96.37,14,14,1.79E7,5,4,6,Carbamidomethylation; Deamidation (NQ),38443,phosphoribosylformylglycinamidine cyclo-ligase Prochlorococcus sp MIT 0604
373,143512,WP_042849951,96.20,21,21,1.23E7,6,4,7,Carbamidomethylation; Oxidation (M); Deamidation (NQ),35058,hydroxymethylbilane synthase Prochlorococcus sp MIT 0604
468,143402,ETNP_70,95.87,11,11,3.49E6,5,3,5,Carbamidomethylation,62126,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2 6-diaminopimelate ligase
459,143277,WP_042850001,95.63,15,15,6.28E6,5,5,5,Methylation(KR),57581,carboxysome shell protein Prochlorococcus sp MIT 0604
598,143528,WP_042851241,95.50,18,18,4.75E6,4,3,4,Carbamidomethylation,38466,RNA polymerase sigma factor RpoD Prochlorococcus sp MIT 0604
282,143326,WP_042850547,95.40,22,22,2.98E7,5,3,9,,32491,farnesyl-diphosphate synthase Prochlorococcus sp MIT 0604
348,144580,WP_011377098,95.18,36,36,4.27E7,5,3,8,Oxidation (M),12383,nitrogen regulatory protein P-II Prochlorococcus
348,144581,NP_30,95.18,36,36,4.27E7,5,3,8,Oxidation (M),12383,Nitrogen regulatory protein P-II
499,144318,WP_042850305,94.80,10,10,1.85E7,4,3,6,Carbamidomethylation,51681,glutamyl-tRNA amidotransferase Prochlorococcus sp MIT 0604
169,143902,ETNP_60,94.78,28,28,9.76E7,6,3,14,Carbamidomethylation; Oxidation (M),19963,Transaldolase
298,143293,WP_042850884,94.71,13,13,1.32E8,5,5,9,Carbamidomethylation,53404,aminopeptidase A Prochlorococcus sp MIT 0604
360,143464,WP_042849514,94.69,14,14,1.43E7,5,3,6,,59420,GMP synthase Prochlorococcus sp MIT 0604
427,143942,WP_042851151,94.66,10,10,6.1E7,5,5,7,,58879,lysyl-tRNA synthetase Prochlorococcus sp MIT 0604
359,143228,WP_042850995,94.62,26,26,2.35E7,7,7,7,Carbamidomethylation,35233,ATP synthase F0F1 subunit gamma Prochlorococcus sp MIT 0604
269,143276,WP_042851143,94.44,14,14,3.09E7,7,7,9,Carbamidomethylation,51039,thiamine biosynthesis protein ThiC Prochlorococcus sp MIT 0604
294,143952,YP_004323306.1,94.25,15,15,3.1E6,7,3,7,,34705,phosphate transporter subunit [Prochlorococcus phage P-RSM4]
294,143953,ADO98561.1,94.25,15,15,3.1E6,7,3,7,,34705,phosphate transporter subunit [Prochlorococcus phage P-RSM4]
382,144060,WP_006171646,94.14,11,11,6.38E7,6,2,8,Carbamidomethylation,47747,glucose-1-phosphate adenylyltransferase Synechococcus sp WH 5701
292,143153,WP_042851202,94.11,18,18,1.41E8,7,7,10,Carbamidomethylation,50510,ATP-dependent Clp protease ATP-binding subunit ClpX Prochlorococcus sp MIT 0604
526,143582,WP_011817813,94.01,14,14,1.06E7,4,4,4,Carbamidomethylation,55924,alkaline invertase Prochlorococcus
287,143632,WP_042849487,93.71,13,13,3.97E7,6,6,8,,46391,signal recognition particle-docking protein FtsY Prochlorococcus sp MIT 0604
463,144153,ETNP_70,93.63,31,31,4.31E6,4,2,6,,16272,UvrABC system protein A
178,145185,WP_042850374,93.51,17,17,3.64E8,4,4,16,Carbamidomethylation,17485,diguanylate cyclase Prochlorococcus sp MIT 0604
288,143727,WP_042851218,93.46,15,15,1.32E7,5,2,10,Methylation(KR),51209,helicase DnaB Prochlorococcus sp MIT 0604
217,143332,WP_052041244,93.40,25,25,1.43E7,5,1,14,Carbamidomethylation,26020,transcriptional regulator Prochlorococcus sp MIT 0801
245,143184,WP_011863563,93.24,14,14,5.58E6,6,1,10,Oxidation (M),54276,ATP synthase subunit alpha Prochlorococcus
365,143877,ETNP_70,93.15,21,21,6.72E5,4,1,5,,36389,Uroporphyrinogen decarboxylase
321,143466,ETNP_70,93.07,14,14,9.32E7,5,3,8,Carbamidomethylation; Methylation(KR),42844,Dihydrolipoyl dehydrogenase
386,143301,WP_042849780,93.04,16,16,1.65E7,5,5,7,Carbamidomethylation,45023,aminotransferase Prochlorococcus sp MIT 0604
213,143629,WP_042850322,92.84,19,19,4.03E7,5,2,14,Deamidation (NQ),35905,pyruvate dehydrogenase Prochlorococcus sp MIT 0604
314,144629,WP_042850348,92.74,46,46,3.51E7,7,7,7,Carbamidomethylation,9031,photosystem I reaction center subunit PsaK Prochlorococcus sp MIT 0604
182,144899,ETNP_60,92.66,26,26,1.86E8,5,5,13,Oxidation (M),12947,Nucleoid-associated protein YbaB
182,144900,ETNP_70,92.66,26,26,1.86E8,5,5,13,Oxidation (M),12947,Nucleoid-associated protein YbaB
395,144005,ETNP_70,92.44,19,19,2.2E7,4,3,7,,24183,Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
438,147075,WP_042850948,92.23,14,14,8.72E7,4,4,7,,14742,elongation factor Tu Prochlorococcus sp MIT 0604
358,143222,WP_042849529,92.14,13,13,6.31E6,6,6,6,,66160,DeoR family transcriptional regulator Prochlorococcus sp MIT 0604
265,144067,WP_006173249,92.05,10,10,5.78E7,5,2,10,Oxidation (M),42000,phosphoglycerate kinase Synechococcus sp WH 5701
465,144532,WP_042849982,91.65,14,14,7.49E6,4,4,4,Carbamidomethylation; Deamidation (NQ),44204,ferrochelatase Prochlorococcus sp MIT 0604
492,143416,NP_30,91.64,16,16,1.93E6,5,1,5,,38299,Cob(I)yrinic acid a c-diamide adenosyltransferase
531,144181,WP_042850225,91.61,10,10,1.39E7,3,3,4,Carbamidomethylation,67492,sulfite reductase Prochlorococcus sp MIT 0604
388,143456,WP_042849634,91.44,14,14,1.71E7,6,6,8,Carbamidomethylation; Methylation(KR),50232,phosphate acyltransferase Prochlorococcus sp MIT 0604
394,144004,WP_042851269,91.34,16,16,7.2E6,4,1,6,,35069,cysteine synthase Prochlorococcus sp MIT 0604
222,143641,ETNP_60,91.25,29,29,1.15E8,6,6,13,,19054,putative nucleotide-binding protein
383,144682,WP_042849979,91.01,20,20,1.12E7,3,3,5,Carbamidomethylation; Oxidation (M),25226,uridylate kinase Prochlorococcus sp MIT 0604
375,143624,WP_042850821,90.79,18,18,2.96E7,4,4,7,Carbamidomethylation; Deamidation (NQ),32881,inorganic polyphosphate kinase Prochlorococcus sp MIT 0604
532,144302,WP_042850234,90.39,12,12,6.69E6,4,1,4,,48942,glutamyl-tRNA reductase Prochlorococcus sp MIT 0604
356,143472,WP_042849737,90.20,7,7,1.54E7,5,3,6,,111534,isoleucyl-tRNA synthetase Prochlorococcus sp MIT 0604
344,143656,WP_042851279,90.20,13,13,1.76E7,5,5,8,Carbamidomethylation; Methylation(KR),48675,HD family phosphohydrolase Prochlorococcus sp MIT 0604
311,143713,WP_042849818,90.13,15,15,6.68E7,6,6,8,Methylation(KR),47210,peptidase S41 Prochlorococcus sp MIT 0604
227,143588,WP_025891181,90.03,25,25,1.05E9,5,5,11,Carbamidomethylation,21422,photosystem I reaction center subunit XI Prochlorococcus
524,143438,WP_042850663,89.91,17,17,1.42E7,5,5,5,,39898,GTP-binding protein Prochlorococcus sp MIT 0604
548,143754,WP_042849539,89.90,26,26,2.18E7,4,4,5,Carbamidomethylation,23818,chromosome partitioning protein ParA Prochlorococcus sp MIT 0604
319,143442,WP_042849933,89.89,19,19,2E7,6,5,9,,30917,methionine aminopeptidase Prochlorococcus sp MIT 0604
318,143365,WP_038654550,89.43,18,18,4.45E6,5,1,8,Oxidation (M),37286,rod shape-determining protein MreB Prochlorococcus sp MIT 0801
318,143366,ETNP_120,89.43,20,20,4.45E6,5,1,8,Oxidation (M),34351,Rod shape-determining protein MreB
318,143367,ETNP_100,89.43,18,18,4.45E6,5,1,8,Oxidation (M),37138,Rod shape-determining protein MreB
318,143368,ETNP_90,89.43,18,18,4.45E6,5,1,8,Oxidation (M),37053,Rod shape-determining protein MreB
318,143369,WP_011129521,89.43,18,18,4.45E6,5,1,8,Oxidation (M),37182,rod shape-determining protein MreB Prochlorococcus
318,143370,ETNP14_68,89.43,18,18,4.45E6,5,1,8,Oxidation (M),37085,Rod shape-determining protein MreB
318,143371,ETNP_100,89.43,18,18,4.45E6,5,1,8,Oxidation (M),37138,Rod shape-determining protein MreB
318,143372,ETNP_90,89.43,18,18,4.45E6,5,1,8,Oxidation (M),37135,Rod shape-determining protein MreB
318,143373,ETNP_90,89.43,18,18,4.45E6,5,1,8,Oxidation (M),37110,Rod shape-determining protein MreB
318,143374,ETNP_120,89.43,18,18,4.45E6,5,1,8,Oxidation (M),37110,Rod shape-determining protein MreB
332,143346,WP_042850425,89.38,23,23,4.21E7,6,6,8,Oxidation (M); Methylation(KR),30637,4-hydroxy-tetrahydrodipicolinate reductase Prochlorococcus sp MIT 0604
454,143387,WP_011126964,89.29,6,6,3.46E6,6,1,6,,105841,protein translocase subunit SecA Synechococcus sp WH 8102
330,143307,WP_042850291,89.14,14,14,6.25E7,5,5,8,,46090,glycosyl transferase Prochlorococcus sp MIT 0604
250,144130,ETNP14_68,88.97,20,20,9.81E7,5,2,11,Carbamidomethylation,21095,50S ribosomal protein L2
278,144057,ETNP_120,88.63,12,12,1.18E7,4,1,9,Oxidation (M); Deamidation (NQ); Cation:Fe[II],42237,Phosphoglycerate kinase
411,143888,ETNP_70,88.62,55,55,1.67E8,5,5,7,Methylation(KR),11308,50S ribosomal protein L23
621,143748,WP_042850558,88.57,16,16,5.95E6,4,3,4,Carbamidomethylation,36368,phosphoribosylpyrophosphate synthetase Prochlorococcus sp MIT 0604
529,144026,WP_042849881,88.49,19,19,2.55E7,4,4,4,,26392,short-chain dehydrogenase Prochlorococcus sp MIT 0604
237,144939,ETNP_60,88.32,48,48,8.25E7,5,5,10,,8317,30S ribosomal protein S18
237,144940,WP_002806014,88.32,48,48,8.25E7,5,5,10,,8317,30S ribosomal protein S18 Prochlorococcus
503,144689,NP_30,88.28,19,19,1.26E7,3,1,6,,25899,O-acetylserine sulfhydrylase
380,143852,WP_042850367,87.94,7,7,7.72E6,5,5,7,Deamidation (NQ),98503,leucyl-tRNA synthetase Prochlorococcus sp MIT 0604
283,143502,WP_042851078,87.92,41,41,2.56E8,5,5,11,,16111,50S ribosomal protein L13 Prochlorococcus sp MIT 0604
211,143219,WP_042851231,87.88,12,12,6.1E7,7,7,13,Deamidation (NQ),67552,aspartyl-tRNA synthetase Prochlorococcus sp MIT 0604
354,144274,ETNP14_68,87.83,9,9,1.33E7,4,2,8,Oxidation (M); Methylation(KR),51136,Magnesium transporter MgtE
