Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 231_JA2_100m_0.3um_SKQ17_P2,Area 231_JA2_100m_0.3um_SKQ17_P2,#Peptides,#Unique,#Spec 231_JA2_100m_0.3um_SKQ17_P2,PTM,Avg. Mass,Description
334,393244,ETNP_120m_particle_PROKKA_37824,40.71,10,10,1.46E6,2,2,2,,21138,30S ribosomal protein S4
334,393245,ETNP_120m_PROKKA_64099,40.71,10,10,1.46E6,2,2,2,,22325,30S ribosomal protein S4
334,1631,WP_036914701,40.71,9,9,1.46E6,2,2,2,,22881,30S ribosomal protein S4 Prochlorococcus
334,1632,WP_011129606,40.71,9,9,1.46E6,2,2,2,,22939,30S ribosomal protein S4 Prochlorococcus marinus
496,393649,ETNP14_68maa_PROKKA_137358,40.34,21,21,1.91E5,1,1,1,,6923,hypothetical protein
496,393650,ETNP14_68maa_PROKKA_184568,40.34,11,11,1.91E5,1,1,1,,13575,hypothetical protein
496,393651,ETNP_180m_PROKKA_54803,40.34,9,9,1.91E5,1,1,1,,15846,hypothetical protein
496,393652,ETNP14_68mB_PROKKA_27522,40.34,8,8,1.91E5,1,1,1,,18675,hypothetical protein
496,393653,NP_125m_PROKKA_17726,40.34,7,7,1.91E5,1,1,1,,19974,hypothetical protein
496,393654,NP_85m_PROKKA_27289,40.34,7,7,1.91E5,1,1,1,,19909,hypothetical protein
496,393655,ETNP14_120mab_PROKKA_113103,40.34,7,7,1.91E5,1,1,1,,19909,hypothetical protein
496,393656,NP_300m_PROKKA_17582,40.34,7,7,1.91E5,1,1,1,,19947,hypothetical protein
496,393657,NP_100m_PROKKA_05517,40.34,5,5,1.91E5,1,1,1,,26865,D-ribose transporter subunit RbsB
496,393658,ETNP_100m_PROKKA_76703,40.34,5,5,1.91E5,1,1,1,,26864,D-ribose-binding periplasmic protein precursor
496,393659,ETNP_90m_PROKKA_187602,40.34,5,5,1.91E5,1,1,1,,28502,D-ribose-binding periplasmic protein precursor
496,393660,ETNP_180m_PROKKA_144786,40.34,5,5,1.91E5,1,1,1,,28404,D-ribose-binding periplasmic protein precursor
496,393661,ETNP14_68maa_PROKKA_73806,40.34,5,5,1.91E5,1,1,1,,31086,D-ribose-binding periplasmic protein precursor
496,393662,NP_85m_PROKKA_18424,40.34,5,5,1.91E5,1,1,1,,31253,D-ribose-binding periplasmic protein precursor
496,393663,ETNP_300m_PROKKA_74309,40.34,5,5,1.91E5,1,1,1,,31178,D-ribose-binding periplasmic protein precursor
496,393664,ETNP_160m_PROKKA_59623,40.34,5,5,1.91E5,1,1,1,,31086,D-ribose-binding periplasmic protein precursor
496,393665,ETNP14_120maa_PROKKA_110664,40.34,5,5,1.91E5,1,1,1,,31212,D-ribose-binding periplasmic protein precursor
496,393666,ETNP_110m_PROKKA_17550,40.34,5,5,1.91E5,1,1,1,,31086,D-ribose-binding periplasmic protein precursor
496,393667,ETNP_100m_PROKKA_32211,40.34,5,5,1.91E5,1,1,1,,31086,D-ribose-binding periplasmic protein precursor
496,393668,ETNP_110m_PROKKA_05465,40.34,4,4,1.91E5,1,1,1,,35639,D-ribose-binding periplasmic protein precursor
312,393173,ETNP14_120maa_PROKKA_86395,40.24,5,5,1.83E6,2,1,2,,58050,60 kDa chaperonin
440,393669,ETNP14_68mB_PROKKA_75312,40.17,15,15,3.35E5,1,1,1,,9186,hypothetical protein
440,393670,ETNP14_120mab_PROKKA_144272,40.17,10,10,3.35E5,1,1,1,,14491,hypothetical protein
440,393671,ETNP_120m_PROKKA_172309,40.17,10,10,3.35E5,1,1,1,,14415,hypothetical protein
440,393672,ETNP14_68mB_PROKKA_158404,40.17,10,10,3.35E5,1,1,1,,14418,hypothetical protein
440,393673,ETNP_70m_PROKKA_51244,40.17,10,10,3.35E5,1,1,1,,14491,hypothetical protein
440,393674,ETNP_100m_PROKKA_96014,40.17,10,10,3.35E5,1,1,1,,14431,hypothetical protein
440,393675,ETNP14_120maa_PROKKA_118255,40.17,7,7,3.35E5,1,1,1,,20472,Alpha-keto acid-binding periplasmic protein TakP precursor
440,393676,ETNP_120m_free_PROKKA_307154,40.17,5,5,3.35E5,1,1,1,,26833,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
440,393677,ETNP14_68maa_PROKKA_191283,40.17,5,5,3.35E5,1,1,1,,28696,Alpha-keto acid-binding periplasmic protein TakP precursor
440,393678,ETNP14_68mB_PROKKA_41371,40.17,4,4,3.35E5,1,1,1,,31504,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
440,393679,ETNP_90m_PROKKA_110512,40.17,4,4,3.35E5,1,1,1,,35852,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
440,2003,WP_011281581,40.17,3,3,3.35E5,1,1,1,,42158,C4-dicarboxylate ABC transporter Candidatus Pelagibacter ubique
303,393680,ETNP_120m_PROKKA_275770,40.14,7,7,1.26E5,1,1,1,,24942,Hemolysin  chromosomal
348,393217,ETNP_110m_PROKKA_26209,39.38,16,16,9.61E5,2,2,2,,13239,Photosystem II reaction center Psb28 protein
348,393218,NP_85m_PROKKA_30832,39.38,16,16,9.61E5,2,2,2,,13239,Photosystem II reaction center Psb28 protein
348,393219,ETNP_100m_PROKKA_20902,39.38,16,16,9.61E5,2,2,2,,13239,Photosystem II reaction center Psb28 protein
348,393220,ETNP14_68maa_PROKKA_158312,39.38,16,16,9.61E5,2,2,2,,13239,Photosystem II reaction center Psb28 protein
348,393221,ETNP_140m_PROKKA_126885,39.38,16,16,9.61E5,2,2,2,,13239,Photosystem II reaction center Psb28 protein
348,393222,ETNP_90m_PROKKA_208765,39.38,16,16,9.61E5,2,2,2,,13239,Photosystem II reaction center Psb28 protein
348,393223,ETNP_120m_PROKKA_161606,39.38,16,16,9.61E5,2,2,2,,13239,Photosystem II reaction center Psb28 protein
349,393280,ETNP_110m_PROKKA_25954,39.22,13,13,4.02E5,1,1,1,,7667,F0F1 ATP synthase subunit B'
349,393281,ETNP14_68mB_PROKKA_19001,39.22,7,7,4.02E5,1,1,1,,14408,ATP synthase subunit b precursor
349,393282,ETNP_120m_PROKKA_108749,39.22,6,6,4.02E5,1,1,1,,16650,ATP synthase subunit b
349,393283,ETNP_100m_particle_PROKKA_135112,39.22,6,6,4.02E5,1,1,1,,16546,ATP synthase subunit b
349,393284,ETNP_160m_PROKKA_228143,39.22,6,6,4.02E5,1,1,1,,16546,ATP synthase subunit b
349,393285,ETNP_110m_PROKKA_14186,39.22,6,6,4.02E5,1,1,1,,16546,ATP synthase subunit b
349,393286,ETNP_90m_PROKKA_111294,39.22,6,6,4.02E5,1,1,1,,16650,ATP synthase subunit b
349,393287,ETNP_120m_PROKKA_157940,39.22,6,6,4.02E5,1,1,1,,16546,ATP synthase subunit b
349,393288,ETNP_90m_PROKKA_149426,39.22,6,6,4.02E5,1,1,1,,16546,ATP synthase subunit b
313,393199,ETNP_120m_PROKKA_38162,38.65,9,9,3.7E4,1,1,1,,19434,hypothetical protein
406,393368,ETNP_90m_PROKKA_61495,38.37,3,3,1.62E5,1,1,1,,61637,Phycoerythrin class 2 subunit gamma  linker polypeptide
406,393461,ETNP_120m_PROKKA_239016,38.37,3,3,1.62E5,1,1,1,,61513,Phycobilisome 27.9 kDa linker polypeptide  phycoerythrin-associated  rod
338,393693,ETNP_120m_free_PROKKA_208087,38.28,2,2,8.71E5,1,1,2,,54486,60 kDa chaperonin 2
338,393694,ETNP_120m_PROKKA_201607,38.28,2,2,8.71E5,1,1,2,,56506,60 kDa chaperonin 2
314,393224,ETNP_90m_PROKKA_200880,37.95,10,10,6.66E5,2,2,2,,20949,30S ribosomal protein S3
314,393225,ETNP_120m_PROKKA_210011,37.95,8,8,6.66E5,2,2,2,,24155,30S ribosomal protein S3
314,871,WP_011131105,37.95,7,7,6.66E5,2,2,2,,27312,30S ribosomal protein S3 Prochlorococcus marinus
314,393226,ETNP14_68mB_PROKKA_27298,37.95,7,7,6.66E5,2,2,2,,27351,30S ribosomal protein S3
314,393227,ETNP_90m_PROKKA_64997,37.95,7,7,6.66E5,2,2,2,,27327,30S ribosomal protein S3
314,358568,WP_038654353,37.95,7,7,6.66E5,2,2,2,,27496,30S ribosomal protein S3 Prochlorococcus sp MIT 0801
314,358577,WP_011824512.1,37.95,7,7,6.66E5,2,2,2,,27571,30S ribosomal protein S3 [Prochlorococcus marinus]
497,393701,ETNP_100m_PROKKA_15388,37.66,14,14,3.36E5,1,1,1,,8501,hypothetical protein
387,393329,NP_85m_PROKKA_09331,37.46,4,4,9.12E4,1,1,1,,40252,Bacterial extracellular solute-binding protein
387,393330,ETNP14_68maa_PROKKA_113506,37.46,4,4,9.12E4,1,1,1,,40252,Bacterial extracellular solute-binding protein
387,393331,SAR11cell_DLNKFFIG_09563,37.46,4,4,9.12E4,1,1,1,,40222,hypothetical protein
387,393332,SAR11cell_DLNKFFIG_09927,37.46,4,4,9.12E4,1,1,1,,40252,hypothetical protein
387,393333,NP_300m_PROKKA_27730,37.46,4,4,9.12E4,1,1,1,,40252,Bacterial extracellular solute-binding protein
257,358669,virus_CCADEAMM_20349,37.32,0,0,1.38E7,1,1,1,,433364,hypothetical protein
404,393320,NP_125m_PROKKA_10804,37.06,5,5,0E0,1,1,1,,33422,putative ABC transporter-binding protein precursor
404,393321,ETNP_120m_PROKKA_316199,37.06,3,3,0E0,1,1,1,,55373,putative ABC transporter-binding protein precursor
404,393322,ETNP_180m_PROKKA_20196,37.06,3,3,0E0,1,1,1,,61456,putative ABC transporter-binding protein precursor
404,393323,ETNP_140m_PROKKA_10835,37.06,3,3,0E0,1,1,1,,66680,putative ABC transporter-binding protein precursor
404,393324,NP_300m_PROKKA_04737,37.06,2,2,0E0,1,1,1,,77292,putative ABC transporter-binding protein precursor
404,393325,ETNP_120m_particle_PROKKA_76508,37.06,2,2,0E0,1,1,1,,77292,putative ABC transporter-binding protein precursor
407,2398,WP_011129692,36.99,3,3,1.78E5,1,1,1,,35677,ketol-acid reductoisomerase Prochlorococcus marinus
407,1801,WP_042850868,36.99,3,3,1.78E5,1,1,1,,36375,ketol-acid reductoisomerase Prochlorococcus sp MIT 0604
407,2010,WP_038545800,36.99,3,3,1.78E5,1,1,1,,35540,ketol-acid reductoisomerase Synechococcus sp KORDI-100
407,393709,ETNP14_120mab_PROKKA_03963,36.99,5,5,1.78E5,1,1,1,,21485,Ketol-acid reductoisomerase
407,393710,ETNP14_68mB_PROKKA_79685,36.99,4,4,1.78E5,1,1,1,,28016,Ketol-acid reductoisomerase
407,393711,ETNP14_120mab_PROKKA_44820,36.99,3,3,1.78E5,1,1,1,,29710,Ketol-acid reductoisomerase
407,2399,WP_006170201,36.99,3,3,1.78E5,1,1,1,,35610,ketol-acid reductoisomerase Synechococcus sp WH 5701
407,393714,ETNP14_68maa_PROKKA_64831,36.99,3,3,1.78E5,1,1,1,,37127,Ketol-acid reductoisomerase
146,393247,ETNP_90m_PROKKA_183406,36.81,13,13,3.59E6,2,1,4,,13120,Core histone H2A/H2B/H3/H4
146,393248,ETNP_70m_PROKKA_90241,36.81,13,13,3.59E6,2,1,4,,13147,Core histone H2A/H2B/H3/H4
350,393376,ETNP_90m_PROKKA_137321,36.68,3,3,5.92E5,1,1,1,,24468,Outer membrane protein alpha precursor
350,393378,ETNP_100m_PROKKA_25491,36.68,3,3,5.92E5,1,1,1,,29509,Outer membrane protein alpha precursor
350,393385,ETNP_100m_particle_PROKKA_118992,36.68,1,1,5.92E5,1,1,1,,56295,Carbohydrate-selective porin  OprB family
498,393712,ETNP_120m_particle_PROKKA_216123,36.48,29,29,3.46E4,1,1,1,,4837,Flagellar filament 33 kDa core protein
498,393713,ETNP_120m_particle_PROKKA_105542,36.48,7,7,3.46E4,1,1,1,,19673,Flagellar filament 35 kDa core protein
409,393474,ETNP_120m_PROKKA_249058,36.31,3,3,3.4E6,1,1,1,,28972,hypothetical protein
409,393475,ETNP14_68mB_PROKKA_00389,36.31,3,3,3.4E6,1,1,1,,28985,hypothetical protein
409,393476,ETNP_100m_PROKKA_77603,36.31,3,3,3.4E6,1,1,1,,28957,hypothetical protein
409,393516,ETNP_110m_PROKKA_01666,36.31,3,3,3.4E6,1,1,1,,27894,hypothetical protein
409,393517,ETNP_120m_PROKKA_280192,36.31,3,3,3.4E6,1,1,1,,28963,hypothetical protein
409,393718,ETNP14_120mac_PROKKA_73526,36.31,12,12,3.4E6,1,1,1,,6755,hypothetical protein
409,393719,ETNP14_120mac_PROKKA_95081,36.31,12,12,3.4E6,1,1,1,,6767,hypothetical protein
409,393720,ETNP_100m_PROKKA_36755,36.31,12,12,3.4E6,1,1,1,,6839,hypothetical protein
409,393734,NP_100m_PROKKA_10917,36.31,3,3,3.4E6,1,1,1,,28625,hypothetical protein
336,393271,ETNP_140m_PROKKA_30730,36.18,13,13,4.78E5,1,1,1,,10083,50S ribosomal protein L15
336,393272,ETNP_160m_PROKKA_131621,36.18,13,13,4.78E5,1,1,1,,10071,50S ribosomal protein L15
336,393273,ETNP14_68maa_PROKKA_146377,36.18,8,8,4.78E5,1,1,1,,16113,50S ribosomal protein L15
336,393274,NP_85m_PROKKA_07609,36.18,8,8,4.78E5,1,1,1,,16113,50S ribosomal protein L15
336,393275,ETNP_110m_PROKKA_44990,36.18,8,8,4.78E5,1,1,1,,16113,50S ribosomal protein L15
336,393276,ETNP_100m_PROKKA_83857,36.18,8,8,4.78E5,1,1,1,,16113,50S ribosomal protein L15
336,1088,WP_011131116,36.18,8,8,4.78E5,1,1,1,,16132,50S ribosomal protein L15 Prochlorococcus marinus
335,393268,ETNP_90m_PROKKA_41376,36.17,17,17,4.7E4,2,2,2,,12297,Nitrogen regulatory protein P-II
335,393269,ETNP_300m_PROKKA_158513,36.17,17,17,4.7E4,2,2,2,,12370,Nitrogen regulatory protein P-II
335,393270,ETNP_180m_PROKKA_39170,36.17,17,17,4.7E4,2,2,2,,12370,Nitrogen regulatory protein P-II
335,358607,Verrucomicrobia_HGEPPPGB_03199,36.17,17,17,4.7E4,2,2,2,,12355,Nitrogen regulatory protein P-II
335,393319,ETNP_70m_PROKKA_78069,36.17,17,17,4.7E4,2,2,2,,11991,Nitrogen regulatory protein P-II
335,358608,Verrucomicrobia_HGEPPPGB_00735,36.17,17,17,4.7E4,2,2,2,,12373,Nitrogen regulatory protein P-II
335,358609,WP_019114970.1,36.17,17,17,4.7E4,2,2,2,,12607,P-II family nitrogen regulator [Verrucomicrobia bacterium SCGC AAA168-F10]
335,1780,WP_018970604,36.17,17,17,4.7E4,2,2,2,,12479,nitrogen regulatory protein P-II 1 Rubritalea marina
280,393254,ETNP_90m_PROKKA_167733,36.01,3,3,1.23E6,2,2,2,,52682,hypothetical protein
280,1200,WP_011130894,36.01,3,3,1.23E6,2,2,2,,54286,transcription termination factor NusA Prochlorococcus marinus
280,1201,WP_036911322,36.01,3,3,1.23E6,2,2,2,,54371,transcription termination factor NusA Prochlorococcus
280,393255,ETNP_90m_PROKKA_172637,36.01,3,3,1.23E6,2,2,2,,54846,hypothetical protein
280,393306,ETNP_90m_PROKKA_111990,36.01,12,12,1.23E6,2,2,2,,14586,hypothetical protein
280,393307,ETNP14_68mB_PROKKA_13664,36.01,9,9,1.23E6,2,2,2,,20570,hypothetical protein
280,393308,ETNP_160m_PROKKA_52634,36.01,7,7,1.23E6,2,2,2,,26799,hypothetical protein
356,393733,ETNP_100m_PROKKA_61867,35.75,9,9,6.2E4,1,1,2,,21316,Ferritin
499,393757,ETNP_90m_PROKKA_136102,35.01,6,6,2.32E5,1,1,1,,16246,Tetratricopeptide repeat protein
441,393794,ETNP_120m_PROKKA_127860,33.86,5,5,0E0,1,1,1,,35984,hypothetical protein
441,393795,ETNP_300m_PROKKA_122945,33.86,3,3,0E0,1,1,1,,66245,hypothetical protein
500,393796,ETNP_120m_PROKKA_16589,33.77,5,5,6.53E4,1,1,1,,21467,hypothetical protein
442,393797,ETNP_100m_particle_PROKKA_01677,33.69,19,19,6.52E4,1,1,1,,9623,hypothetical protein
442,393798,ETNP_120m_particle_PROKKA_140139,33.69,15,15,6.52E4,1,1,1,,11705,hypothetical protein
442,393799,ETNP14_68maa_PROKKA_90160,33.69,15,15,6.52E4,1,1,1,,11705,hypothetical protein
442,393800,NP_85m_PROKKA_19568,33.69,15,15,6.52E4,1,1,1,,11705,hypothetical protein
442,393801,NP_85m_PROKKA_14760,33.69,15,15,6.52E4,1,1,1,,11705,hypothetical protein
442,393802,ETNP_100m_PROKKA_45816,33.69,15,15,6.52E4,1,1,1,,11705,hypothetical protein
442,393803,ETNP_90m_PROKKA_201059,33.69,15,15,6.52E4,1,1,1,,11758,hypothetical protein
442,393804,ETNP_120m_PROKKA_287123,33.69,15,15,6.52E4,1,1,1,,11758,hypothetical protein
501,2055,EJK49658,33.46,1,1,3.51E5,1,1,1,,142738,hypothetical protein THAOC_31441  Thalassiosira oceanica
375,1595,WP_011128993,32.06,1,1,5.48E5,1,1,1,,75112,elongation factor G Synechococcus sp WH 8102
375,358473,CAK22806.1,32.06,1,1,5.48E5,1,1,1,,75364,Elongation factor G [Synechococcus sp. WH 7803]
375,358474,WP_011133137.1,32.06,1,1,5.48E5,1,1,1,,75690,elongation factor G [Prochlorococcus marinus]
375,1637,WP_042851049,32.06,1,1,5.48E5,1,1,1,,75614,elongation factor G Prochlorococcus sp MIT 0604
375,1638,WP_038543042,32.06,1,1,5.48E5,1,1,1,,75168,elongation factor G Synechococcus sp KORDI-100
375,393421,NP_85m_PROKKA_06677,32.06,1,1,5.48E5,1,1,1,,69977,Elongation factor G
375,1688,WP_011131148,32.06,1,1,5.48E5,1,1,1,,75639,elongation factor G Prochlorococcus marinus
375,1689,WP_038654264,32.06,1,1,5.48E5,1,1,1,,75545,elongation factor G Prochlorococcus sp MIT 0801
375,358475,WP_011824477.1,32.06,1,1,5.48E5,1,1,1,,75598,elongation factor G [Prochlorococcus marinus]
375,1690,WP_036915921,32.06,1,1,5.48E5,1,1,1,,75630,elongation factor G Prochlorococcus
375,393422,ETNP_100m_particle_PROKKA_44911,32.06,1,1,5.48E5,1,1,1,,75533,Elongation factor G
375,393779,NP_30m_PROKKA_07118,32.06,4,4,5.48E5,1,1,1,,26235,Elongation factor G
375,393780,ETNP14_68maa_PROKKA_112390,32.06,3,3,5.48E5,1,1,1,,29981,Elongation factor G
375,393781,ETNP_120m_PROKKA_280295,32.06,2,2,5.48E5,1,1,1,,39197,Elongation factor G
375,393782,NP_30m_PROKKA_07361,32.06,2,2,5.48E5,1,1,1,,44792,Elongation factor G
375,393818,ETNP14_120mac_PROKKA_95484,32.06,20,20,5.48E5,1,1,1,,4945,Elongation factor G
375,393819,ETNP_60m_PROKKA_04029,32.06,10,10,5.48E5,1,1,1,,9800,Elongation factor G
375,393820,ETNP14_68mB_PROKKA_168525,32.06,7,7,5.48E5,1,1,1,,13961,Elongation factor G
375,393821,ETNP_120m_particle_PROKKA_10851,32.06,7,7,5.48E5,1,1,1,,14056,Elongation factor G
375,393822,ETNP_100m_PROKKA_95635,32.06,7,7,5.48E5,1,1,1,,14154,Elongation factor G
375,393823,ETNP_100m_particle_PROKKA_141075,32.06,6,6,5.48E5,1,1,1,,16418,Elongation factor G
375,393824,ETNP_160m_PROKKA_28049,32.06,6,6,5.48E5,1,1,1,,16418,Elongation factor G
375,393825,ETNP_70m_PROKKA_09966,32.06,6,6,5.48E5,1,1,1,,16232,Elongation factor G
375,393826,ETNP_90m_PROKKA_186727,32.06,6,6,5.48E5,1,1,1,,16324,Elongation factor G
375,393827,ETNP_140m_PROKKA_43217,32.06,5,5,5.48E5,1,1,1,,19160,Elongation factor G
323,393907,ETNP14_68mB_PROKKA_22260,31.27,11,11,0E0,1,1,1,,10431,10 kDa chaperonin 1
323,393920,ETNP14_68mB_PROKKA_81109,31.27,11,11,0E0,1,1,1,,10302,10 kDa chaperonin 1
323,393921,ETNP14_68mB_PROKKA_32663,31.27,11,11,0E0,1,1,1,,10302,10 kDa chaperonin 1
323,393922,ETNP14_68mB_PROKKA_146842,31.27,11,11,0E0,1,1,1,,10412,10 kDa chaperonin 1
323,393923,NP_300m_PROKKA_33020,31.27,11,11,0E0,1,1,1,,10433,10 kDa chaperonin 1
323,393924,SAR11cell_DLNKFFIG_00419,31.27,11,11,0E0,1,1,1,,10387,10 kDa chaperonin 1
323,393925,SAR11cell_DLNKFFIG_02629,31.27,11,11,0E0,1,1,1,,10387,10 kDa chaperonin 1
323,393926,SAR11cell_DLNKFFIG_04155,31.27,11,11,0E0,1,1,1,,10387,10 kDa chaperonin 1
323,393927,NP_300m_PROKKA_44763,31.27,11,11,0E0,1,1,1,,10475,10 kDa chaperonin 1
357,393836,ETNP_90m_PROKKA_214077,31.23,11,11,1.04E6,1,1,2,,12329,Nitrogen fixation protein of unknown function
502,393838,NP_85m_PROKKA_23482,31.18,6,6,4.53E4,1,1,1,,17516,hypothetical protein
502,393839,NP_85m_PROKKA_16965,31.18,5,5,4.53E4,1,1,1,,20685,hypothetical protein
502,2506,WP_038545388,31.18,5,5,4.53E4,1,1,1,,19819,hypothetical protein Synechococcus sp KORDI-100
502,2507,WP_011129800,31.18,4,4,4.53E4,1,1,1,,22246,hypothetical protein Prochlorococcus marinus
502,393840,ETNP_110m_PROKKA_10742,31.18,4,4,4.53E4,1,1,1,,22628,hypothetical protein
502,393841,ETNP_100m_particle_PROKKA_51733,31.18,4,4,4.53E4,1,1,1,,22628,hypothetical protein
502,393842,ETNP_90m_PROKKA_134269,31.18,4,4,4.53E4,1,1,1,,22713,hypothetical protein
502,393843,ETNP_120m_PROKKA_241364,31.18,4,4,4.53E4,1,1,1,,22628,hypothetical protein
502,393844,ETNP_100m_PROKKA_94485,31.18,4,4,4.53E4,1,1,1,,22656,hypothetical protein
502,393846,ETNP_90m_PROKKA_209514,31.18,4,4,4.53E4,1,1,1,,25009,hypothetical protein
443,393847,ETNP_110m_PROKKA_12886,31.11,10,10,1.58E5,1,1,1,,16858,hypothetical protein
443,393848,ETNP_90m_PROKKA_73488,31.11,10,10,1.58E5,1,1,1,,16856,hypothetical protein
443,393849,NP_85m_PROKKA_20470,31.11,10,10,1.58E5,1,1,1,,16856,hypothetical protein
408,358565,CAN91504.1,31.09,1,1,0E0,1,1,1,,102223,Hybrid histidine kinase [Sorangium cellulosum So ce56]
503,393859,ETNP_120m_free_PROKKA_159043,30.60,3,3,3.26E4,1,1,1,,32906,putative peptidase
504,393860,ETNP_120m_PROKKA_04689,30.52,8,8,3.63E5,1,1,1,,11250,hypothetical protein
505,393884,NP_100m_PROKKA_11245,29.80,8,8,5.27E5,1,1,1,,12181,Peptidoglycan-associated lipoprotein precursor
505,393885,NP_300m_PROKKA_09976,29.80,8,8,5.27E5,1,1,1,,12166,Peptidoglycan-associated lipoprotein precursor
505,393886,SAR11cell_DLNKFFIG_07759,29.80,6,6,5.27E5,1,1,1,,17712,Outer membrane lipoprotein Omp16
505,393887,SAR11cell_DLNKFFIG_00202,29.80,6,6,5.27E5,1,1,1,,17768,Outer membrane lipoprotein Omp16
505,358518,ABQ68491.1,29.80,5,5,5.27E5,1,1,1,,18482,Peptidoglycan-associated lipoprotein [Sphingomonas wittichii RW1]
505,393888,NP_300m_PROKKA_21161,29.80,5,5,5.27E5,1,1,1,,19250,Peptidoglycan-associated lipoprotein precursor
505,393889,SAR11cell_DLNKFFIG_03558,29.80,5,5,5.27E5,1,1,1,,20020,Outer membrane lipoprotein Omp16
339,358684,ActinobacteriaREDSEAS14_EEFFFEGA_00303,29.65,1,1,2.49E5,1,1,1,,56329,60 kDa chaperonin 2
361,2891,WP_014705664,29.11,2,2,1.21E5,1,1,1,,46545,NnrS-like protein Methylophaga nitratireducenticrescens
506,393890,ETNP_180m_PROKKA_176533,29.03,4,4,5.68E5,1,1,1,,40371,hypothetical protein
506,393891,ETNP_140m_PROKKA_159829,29.03,4,4,5.68E5,1,1,1,,40371,hypothetical protein
506,393892,ETNP_160m_PROKKA_206303,29.03,4,4,5.68E5,1,1,1,,40371,hypothetical protein
445,393876,ETNP14_68maa_PROKKA_77664,28.73,3,3,1.05E5,1,1,1,,35175,Sialic acid-binding periplasmic protein SiaP precursor
445,393877,ETNP14_68maa_PROKKA_125570,28.73,3,3,1.05E5,1,1,1,,35142,Sialic acid-binding periplasmic protein SiaP precursor
445,393894,ETNP14_68mB_PROKKA_06166,28.73,3,3,1.05E5,1,1,1,,32171,Alpha-keto acid-binding periplasmic protein TakP precursor
445,393895,SAR11cell_DLNKFFIG_02310,28.73,3,3,1.05E5,1,1,1,,34996,Solute-binding protein
445,393896,SAR11cell_DLNKFFIG_00665,28.73,3,3,1.05E5,1,1,1,,35012,Solute-binding protein
358,393897,ETNP_100m_particle_PROKKA_44443,28.71,3,3,1.02E6,1,1,2,,38927,Uroporphyrinogen decarboxylase
358,393898,ETNP_140m_PROKKA_117302,28.71,3,3,1.02E6,1,1,2,,38950,Uroporphyrinogen decarboxylase
358,393899,ETNP_110m_PROKKA_23156,28.71,3,3,1.02E6,1,1,2,,38950,Uroporphyrinogen decarboxylase
358,2474,WP_038545444,28.71,3,3,1.02E6,1,1,2,,39023,uroporphyrinogen decarboxylase Synechococcus sp KORDI-100
358,393900,ETNP_120m_PROKKA_52529,28.71,3,3,1.02E6,1,1,2,,38953,Uroporphyrinogen decarboxylase
358,393901,ETNP_120m_PROKKA_113448,28.71,3,3,1.02E6,1,1,2,,38956,Uroporphyrinogen decarboxylase
358,393902,ETNP_90m_PROKKA_202196,28.71,3,3,1.02E6,1,1,2,,38950,Uroporphyrinogen decarboxylase
444,393873,ETNP_120m_PROKKA_193882,28.63,4,4,8.11E4,1,1,1,,40632,hypothetical protein
444,393874,ETNP_160m_PROKKA_204921,28.63,4,4,8.11E4,1,1,1,,40618,hypothetical protein
444,393875,ETNP_180m_PROKKA_31069,28.63,4,4,8.11E4,1,1,1,,40618,hypothetical protein
444,393893,SAR11cell_DLNKFFIG_03334,28.63,4,4,8.11E4,1,1,1,,40675,hypothetical protein
446,393878,ETNP_140m_PROKKA_39161,28.33,2,2,3.29E5,1,1,1,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
446,393879,ETNP_120m_PROKKA_104890,28.33,2,2,3.29E5,1,1,1,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
446,393880,ETNP_160m_PROKKA_11298,28.33,2,2,3.29E5,1,1,1,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
446,393881,ETNP_120m_free_PROKKA_226201,28.33,2,2,3.29E5,1,1,1,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
446,393882,ETNP_180m_PROKKA_236213,28.33,2,2,3.29E5,1,1,1,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
446,393883,ETNP_300m_PROKKA_75120,28.33,2,2,3.29E5,1,1,1,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
376,393867,ETNP_180m_PROKKA_194145,27.77,1,1,3.78E5,1,1,1,,116573,putative cysteine desulfurase
376,393932,ETNP_120m_free_PROKKA_18808,27.77,5,5,3.78E5,1,1,1,,19868,hypothetical protein
507,393934,ETNP_120m_PROKKA_238092,27.57,5,5,2.02E4,1,1,1,,23857,Thymidylate synthase ThyX
507,393935,ETNP_100m_PROKKA_78075,27.57,5,5,2.02E4,1,1,1,,23916,Thymidylate synthase ThyX
507,393936,ETNP_100m_particle_PROKKA_126148,27.57,5,5,2.02E4,1,1,1,,23814,Thymidylate synthase ThyX
507,393937,ETNP_110m_PROKKA_06538,27.57,5,5,2.02E4,1,1,1,,23916,Thymidylate synthase ThyX
507,393938,ETNP_90m_PROKKA_202993,27.57,5,5,2.02E4,1,1,1,,23841,Thymidylate synthase ThyX
