Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja09-20170531,Coverage (%) etnp-ja10-20170531,Coverage (%) etnp-ja11-20170531,Coverage (%) etnp-ja12-20170531,Coverage (%) etnp-ja13-20170531,Coverage (%) etnp-ja14-20170531,Coverage (%) etnp-ja15-20170531,Coverage (%) etnp-ja16-20170531,Area etnp-ja09-20170531,Area etnp-ja10-20170531,Area etnp-ja11-20170531,Area etnp-ja12-20170531,Area etnp-ja13-20170531,Area etnp-ja14-20170531,Area etnp-ja15-20170531,Area etnp-ja16-20170531,#Peptides,#Unique,#Spec etnp-ja09-20170531,#Spec etnp-ja10-20170531,#Spec etnp-ja11-20170531,#Spec etnp-ja12-20170531,#Spec etnp-ja13-20170531,#Spec etnp-ja14-20170531,#Spec etnp-ja15-20170531,#Spec etnp-ja16-20170531,PTM,Avg. Mass,Description
82,115,ETNP14_68mB_PROKKA_50287,178.95,83,48,83,0,0,0,0,0,0,8.84E4,2.82E6,,,,,,,52,4,12,56,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),13363,hypothetical protein
135,66227,ETNP_90m_PROKKA_15076,178.48,72,9,72,0,0,0,0,0,0,,1.04E7,,,,,,,37,22,5,41,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),18407,C-phycoerythrin class 2 subunit beta
135,66228,ETNP_120m_PROKKA_239025,178.48,72,9,72,0,0,0,0,0,0,,1.04E7,,,,,,,37,22,5,41,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),18407,C-phycoerythrin class 2 subunit beta
135,66229,ETNP_120m_free_PROKKA_182310,178.48,72,9,72,0,0,0,0,0,0,,1.04E7,,,,,,,37,22,5,41,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),18407,C-phycoerythrin class 2 subunit beta
45,66245,XP_003062500,178.46,45,32,17,33,17,20,24,0,0,2.42E6,8.48E5,5.07E6,1.16E6,1.32E6,2.4E6,,,63,32,30,15,35,13,17,21,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49730,alpha tubulin  Micromonas pusilla CCMP1545
45,66246,XP_003058621,178.46,45,32,17,33,17,20,24,0,0,2.42E6,8.48E5,5.07E6,1.16E6,1.32E6,2.4E6,,,63,32,30,15,35,13,17,21,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49730,alpha tubulin  Micromonas pusilla CCMP1545
245,66242,NP_300m_PROKKA_05831,177.80,33,0,8,33,24,11,0,0,0,,,8.25E5,5.23E5,,,,,15,5,0,3,13,7,4,0,0,0,Carbamidomethylation,39400,Leu/Ile/Val/Thr-binding protein precursor
94,66203,WP_018047900,175.30,20,2,8,14,2,2,14,0,0,,6.59E5,1.2E6,2.63E4,8.18E4,5.9E5,,,37,6,4,9,24,2,3,21,0,0,Oxidation (M); Deamidation (NQ),133487,hypothetical protein Nitrospina sp AB-629-B18
97,234,ETNP_60m_PROKKA_04448,175.17,75,43,75,0,0,0,0,0,0,,6.28E5,,,,,,,49,1,11,52,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),12354,hypothetical protein
97,66231,WP_011293945,175.17,75,43,75,0,0,0,0,0,0,,6.28E5,,,,,,,49,1,11,52,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),12354,transcriptional regulator Prochlorococcus
154,108,ETNP14_68maa_PROKKA_139945,173.81,53,19,53,0,0,0,0,0,0,6.13E5,6.81E6,,,,,,,28,20,9,34,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),27433,Photosystem II manganese-stabilizing polypeptide precursor
185,771,ETNP_120m_PROKKA_70967,172.60,53,34,44,8,0,0,0,0,0,,,8.2E4,,,,,,21,1,6,30,1,0,0,0,0,0,Carbamidomethylation; Oxidation (M),15778,Photosystem I reaction center subunit II
86,66359,ETNP_140m_PROKKA_104925,170.66,79,13,27,77,64,64,0,0,0,,,3.01E5,,,,,,31,2,2,5,26,16,17,0,0,0,,8124,hypothetical protein
86,66360,ETNP_120m_PROKKA_329256,170.66,79,13,27,77,64,64,0,0,0,,,3.01E5,,,,,,31,2,2,5,26,16,17,0,0,0,,8124,hypothetical protein
103,166,ETNP_120m_free_PROKKA_319751,169.58,36,0,22,27,2,0,0,0,0,,2.51E6,5.45E6,,,,,,48,19,0,18,40,1,0,0,0,0,Carbamidomethylation; Deamidation (NQ),63774,Multicopper oxidase
121,66275,WP_018047897,169.47,36,5,20,21,0,5,21,0,0,,6.97E5,1.32E6,,,,,,27,6,2,12,20,0,2,13,0,0,Oxidation (M); Deamidation (NQ),36029,hypothetical protein Nitrospina sp AB-629-B18
133,303,ETNP14_120maa_PROKKA_137725,169.11,73,4,25,73,0,4,13,0,0,,,9.89E4,,,,,,29,2,1,7,30,0,1,7,0,0,Oxidation (M); Deamidation (NQ),21707,Selenate reductase subunit gamma precursor
80,272,ETNP_120m_free_PROKKA_11240,168.09,44,4,4,24,31,34,18,0,0,,,3.52E5,4.72E4,1.15E5,,,,30,2,3,3,14,17,20,14,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),36860,General L-amino acid-binding periplasmic protein AapJ precursor
72,66435,ETNP_100m_particle_PROKKA_82300,167.43,87,66,48,62,35,42,53,0,0,3.44E6,3.77E5,2.35E6,3.42E5,8.36E5,1.26E6,,,45,22,17,7,27,6,11,13,0,0,Carbamidomethylation; Oxidation (M),14624,Tubulin/FtsZ family  GTPase domain
142,66260,ETNP_100m_particle_PROKKA_26451,167.15,85,61,85,0,0,0,0,0,0,,8.54E5,,,,,,,25,5,13,32,0,0,0,0,0,0,Oxidation (M); Deamidation (NQ),10550,Major carboxysome shell protein 1A
142,66261,ETNP_90m_PROKKA_04314,167.15,85,61,85,0,0,0,0,0,0,,8.54E5,,,,,,,25,5,13,32,0,0,0,0,0,0,Oxidation (M); Deamidation (NQ),10550,Major carboxysome shell protein 1A
77,66224,ETNP14_68maa_PROKKA_75202,166.40,40,2,22,31,8,10,32,0,0,,1.93E6,7.68E6,4.42E5,1.96E6,1.36E7,,,39,31,1,10,21,4,7,31,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49437,Selenate reductase subunit beta
77,66225,WP_018047899,166.40,40,2,22,31,8,10,32,0,0,,1.93E6,7.68E6,4.42E5,1.96E6,1.36E7,,,39,31,1,10,21,4,7,31,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49419,hypothetical protein Nitrospina sp AB-629-B18
77,66226,NP_85m_PROKKA_04529,166.40,40,2,22,31,8,10,32,0,0,,1.93E6,7.68E6,4.42E5,1.96E6,1.36E7,,,39,31,1,10,21,4,7,31,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49419,Selenate reductase subunit beta
153,66253,ETNP_90m_PROKKA_30580,165.66,85,61,85,0,0,0,0,0,0,,1.12E6,,,,,,,23,3,13,30,0,0,0,0,0,0,Oxidation (M); Deamidation (NQ),10552,Major carboxysome shell protein 1A
153,66254,ETNP_120m_PROKKA_20159,165.66,85,61,85,0,0,0,0,0,0,,1.12E6,,,,,,,23,3,13,30,0,0,0,0,0,0,Oxidation (M); Deamidation (NQ),10552,Major carboxysome shell protein 1A
153,66255,ETNP_100m_PROKKA_47359,165.66,85,61,85,0,0,0,0,0,0,,1.12E6,,,,,,,23,3,13,30,0,0,0,0,0,0,Oxidation (M); Deamidation (NQ),10552,Major carboxysome shell protein 1A
153,66256,ETNP_160m_PROKKA_02087,165.66,85,61,85,0,0,0,0,0,0,,1.12E6,,,,,,,23,3,13,30,0,0,0,0,0,0,Oxidation (M); Deamidation (NQ),10552,Major carboxysome shell protein 1A
153,66257,ETNP14_68maa_PROKKA_134414,165.66,85,61,85,0,0,0,0,0,0,,1.12E6,,,,,,,23,3,13,30,0,0,0,0,0,0,Oxidation (M); Deamidation (NQ),10552,Major carboxysome shell protein 1A
153,66258,ETNP_110m_PROKKA_33158,165.66,85,61,85,0,0,0,0,0,0,,1.12E6,,,,,,,23,3,13,30,0,0,0,0,0,0,Oxidation (M); Deamidation (NQ),10552,Major carboxysome shell protein 1A
173,347,ETNP_160m_PROKKA_170189,165.20,79,0,25,79,0,0,15,0,0,,,1.07E5,,,,,,26,2,0,5,27,0,0,7,0,0,Oxidation (M); Deamidation (NQ),18459,Selenate reductase subunit gamma precursor
122,193,ETNP14_120maa_PROKKA_40215,164.18,13,0,7,11,0,0,0,0,0,,9.98E5,9.86E5,,,,,,41,9,0,15,34,0,0,0,0,0,Carbamidomethylation,181476,Multicopper oxidase
168,435,ETNP_120m_PROKKA_199477,161.97,79,61,79,0,0,0,0,0,0,,5.97E4,,,,,,,21,1,13,27,0,0,0,0,0,0,Oxidation (M),10731,Major carboxysome shell protein 1A
167,501,ETNP14_68maa_PROKKA_66725,161.92,84,76,70,0,0,0,0,0,0,8.72E3,,,,,,,,21,1,14,26,0,0,0,0,0,0,Oxidation (M),10527,Major carboxysome shell protein 1A
105,202,ETNP_180m_PROKKA_81155,161.85,34,0,16,31,3,0,0,0,0,,3.88E6,2.37E6,9.69E4,,,,,42,14,0,18,36,2,0,0,0,0,Carbamidomethylation; Deamidation (NQ),81192,Multicopper oxidase
169,66318,ETNP_100m_PROKKA_67591,161.71,86,61,86,0,0,0,0,0,0,,3.93E4,,,,,,,21,1,13,27,0,0,0,0,0,0,Oxidation (M),10641,Major carboxysome shell protein 1A
169,66319,ETNP_120m_PROKKA_226248,161.71,86,61,86,0,0,0,0,0,0,,3.93E4,,,,,,,21,1,13,27,0,0,0,0,0,0,Oxidation (M),10641,Major carboxysome shell protein 1A
169,66320,ETNP_140m_PROKKA_36751,161.71,86,61,86,0,0,0,0,0,0,,3.93E4,,,,,,,21,1,13,27,0,0,0,0,0,0,Oxidation (M),10641,Major carboxysome shell protein 1A
169,66321,ETNP_120m_free_PROKKA_177405,161.71,86,61,86,0,0,0,0,0,0,,3.93E4,,,,,,,21,1,13,27,0,0,0,0,0,0,Oxidation (M),10641,Major carboxysome shell protein 1A
169,66322,ETNP_90m_PROKKA_99720,161.71,86,61,86,0,0,0,0,0,0,,3.93E4,,,,,,,21,1,13,27,0,0,0,0,0,0,Oxidation (M),10641,Major carboxysome shell protein 1A
169,66323,ETNP_100m_particle_PROKKA_155223,161.71,86,61,86,0,0,0,0,0,0,,3.93E4,,,,,,,21,1,13,27,0,0,0,0,0,0,Oxidation (M),10641,Major carboxysome shell protein 1A
162,66374,WP_036913959,160.41,53,13,53,0,0,0,0,0,0,,2.58E6,,,,,,,26,4,2,39,0,0,0,0,0,0,Deamidation (NQ),13062,photosystem II complex extrinsic protein precursor U Prochlorococcus
171,66673,ETNP_300m_PROKKA_180110,159.55,99,0,42,84,99,84,0,0,0,,,1.83E6,1.58E6,2.91E5,,,,20,7,0,3,12,15,9,0,0,0,Deamidation (NQ),7330,Cold shock protein CspA
123,66234,ETNP_90m_PROKKA_203806,159.21,70,45,70,10,10,9,0,0,0,,1.28E5,,,,,,,26,1,10,32,3,1,3,0,0,0,,12346,10 kDa chaperonin
123,66235,ETNP_120m_PROKKA_56512,159.21,70,45,70,10,10,9,0,0,0,,1.28E5,,,,,,,26,1,10,32,3,1,3,0,0,0,,12346,10 kDa chaperonin
123,66236,ETNP_120m_free_PROKKA_36507,159.21,70,45,70,10,10,9,0,0,0,,1.28E5,,,,,,,26,1,10,32,3,1,3,0,0,0,,12346,10 kDa chaperonin
110,259,ETNP_70m_PROKKA_13039,158.16,89,69,79,12,12,10,0,0,0,8.41E4,,,,,,,,31,1,12,36,3,1,3,0,0,0,,10877,10 kDa chaperonin
198,66296,ETNP_120m_PROKKA_262541,158.03,20,7,11,12,13,13,0,0,0,5.41E4,5E5,,,,,,,12,2,3,5,7,8,11,0,0,0,Deamidation (NQ),39611,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
98,66363,ETNP_90m_PROKKA_61191,157.37,75,60,74,0,0,0,0,0,0,9.11E4,4.23E6,,,,,,,35,7,19,44,0,0,0,0,0,0,Oxidation (M),9826,DNA-binding protein HU
98,66364,ETNP_160m_PROKKA_172610,157.37,75,60,74,0,0,0,0,0,0,9.11E4,4.23E6,,,,,,,35,7,19,44,0,0,0,0,0,0,Oxidation (M),9826,DNA-binding protein HU
98,66365,ETNP_90m_PROKKA_53889,157.37,75,60,74,0,0,0,0,0,0,9.11E4,4.23E6,,,,,,,35,7,19,44,0,0,0,0,0,0,Oxidation (M),9826,DNA-binding protein HU
98,66366,ETNP_140m_PROKKA_151089,157.37,75,60,74,0,0,0,0,0,0,9.11E4,4.23E6,,,,,,,35,7,19,44,0,0,0,0,0,0,Oxidation (M),9826,DNA-binding protein HU
98,66367,WP_011130763,157.37,75,60,74,0,0,0,0,0,0,9.11E4,4.23E6,,,,,,,35,7,19,44,0,0,0,0,0,0,Oxidation (M),9826,DNA-binding protein Prochlorococcus
98,66368,ETNP_100m_PROKKA_47820,157.37,75,60,74,0,0,0,0,0,0,9.11E4,4.23E6,,,,,,,35,7,19,44,0,0,0,0,0,0,Oxidation (M),9826,DNA-binding protein HU
98,66369,ETNP_110m_PROKKA_13715,157.37,75,60,74,0,0,0,0,0,0,9.11E4,4.23E6,,,,,,,35,7,19,44,0,0,0,0,0,0,Oxidation (M),9826,DNA-binding protein HU
98,491,ETNP14_68mB_PROKKA_59190,157.37,75,60,74,0,0,0,0,0,0,9.11E4,4.23E6,,,,,,,35,7,19,44,0,0,0,0,0,0,Oxidation (M),9841,DNA-binding protein HU
289,390,ETNP_120m_PROKKA_235136,157.00,39,16,39,0,0,0,0,0,0,,4.12E4,,,,,,,15,1,5,19,0,0,0,0,0,0,Deamidation (NQ),30734,Glutamine synthetase
283,66982,ETNP_140m_PROKKA_11123,156.70,56,0,0,48,37,11,11,0,0,,,1.53E6,4.91E4,,,,,20,6,0,0,19,3,1,1,0,0,Oxidation (M),8905,DNA-binding protein HU-beta
283,66983,ETNP14_120mab_PROKKA_162942,156.70,56,0,0,48,37,11,11,0,0,,,1.53E6,4.91E4,,,,,20,6,0,0,19,3,1,1,0,0,Oxidation (M),8869,DNA-binding protein HU-beta
283,1344,ETNP_120m_free_PROKKA_163264,156.70,56,0,0,48,37,11,11,0,0,,,1.53E6,4.91E4,,,,,20,6,0,0,19,3,1,1,0,0,Oxidation (M),8905,DNA-binding protein HU-beta_ETNP_140m_PROKKA_11123 DNA-binding protein HU-beta_NP_300m_PROKKA_19658 DNA-binding protein HU-beta
283,66984,NP_300m_PROKKA_19658,156.70,56,0,0,48,37,11,11,0,0,,,1.53E6,4.91E4,,,,,20,6,0,0,19,3,1,1,0,0,Oxidation (M),8905,DNA-binding protein HU-beta
283,66985,NP_85m_PROKKA_29809,156.70,56,0,0,48,37,11,11,0,0,,,1.53E6,4.91E4,,,,,20,6,0,0,19,3,1,1,0,0,Oxidation (M),8869,DNA-binding protein HU-beta
95,291,ETNP_120m_PROKKA_24459,156.66,46,0,8,33,30,39,6,0,0,,2.2E5,2.32E6,2.46E6,2.95E6,1.06E5,,,30,3,0,4,18,17,21,3,0,0,,39368,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
95,66238,ETNP_160m_PROKKA_188359,156.66,46,0,8,33,30,39,6,0,0,,2.2E5,2.32E6,2.46E6,2.95E6,1.06E5,,,30,3,0,4,18,17,21,3,0,0,,39393,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
132,66314,ETNP_120m_PROKKA_17226,156.12,28,5,20,12,0,4,19,0,0,,4.65E5,,,,1.4E6,,,25,4,2,13,13,0,2,16,0,0,Oxidation (M); Deamidation (NQ),39122,Chlorate reductase subunit gamma precursor
145,66279,ETNP_100m_particle_PROKKA_45033,156.04,59,17,59,0,0,0,0,0,0,,1.77E5,,,,,,,36,2,6,38,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
145,66280,ETNP_90m_PROKKA_81200,156.04,59,17,59,0,0,0,0,0,0,,1.77E5,,,,,,,36,2,6,38,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
145,66281,ETNP_120m_PROKKA_207479,156.04,59,17,59,0,0,0,0,0,0,,1.77E5,,,,,,,36,2,6,38,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
145,66282,ETNP_120m_free_PROKKA_153271,156.04,59,17,59,0,0,0,0,0,0,,1.77E5,,,,,,,36,2,6,38,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
118,66395,ETNP_160m_PROKKA_107507,155.42,82,14,14,82,57,65,0,0,0,,,8.71E5,1.7E5,5.36E4,,,,25,3,2,4,22,11,12,0,0,0,,8020,hypothetical protein
118,66396,NP_100m_PROKKA_03432,155.42,82,14,14,82,57,65,0,0,0,,,8.71E5,1.7E5,5.36E4,,,,25,3,2,4,22,11,12,0,0,0,,8020,hypothetical protein
118,66397,NP_125m_PROKKA_01369,155.42,82,14,14,82,57,65,0,0,0,,,8.71E5,1.7E5,5.36E4,,,,25,3,2,4,22,11,12,0,0,0,,8020,hypothetical protein
118,66398,ETNP14_120maa_PROKKA_09574,155.42,82,14,14,82,57,65,0,0,0,,,8.71E5,1.7E5,5.36E4,,,,25,3,2,4,22,11,12,0,0,0,,8020,hypothetical protein
118,66399,NP_300m_PROKKA_02308,155.42,82,14,14,82,57,65,0,0,0,,,8.71E5,1.7E5,5.36E4,,,,25,3,2,4,22,11,12,0,0,0,,8020,hypothetical protein
118,66400,ETNP_300m_PROKKA_129147,155.42,82,14,14,82,57,65,0,0,0,,,8.71E5,1.7E5,5.36E4,,,,25,3,2,4,22,11,12,0,0,0,,8020,hypothetical protein
118,66401,ETNP_100m_PROKKA_90219,155.42,82,14,14,82,57,65,0,0,0,,,8.71E5,1.7E5,5.36E4,,,,25,3,2,4,22,11,12,0,0,0,,8020,hypothetical protein
118,66402,ETNP_120m_PROKKA_16949,155.42,82,14,14,82,57,65,0,0,0,,,8.71E5,1.7E5,5.36E4,,,,25,3,2,4,22,11,12,0,0,0,,8020,hypothetical protein
118,66403,ETNP_110m_PROKKA_19638,155.42,82,14,14,82,57,65,0,0,0,,,8.71E5,1.7E5,5.36E4,,,,25,3,2,4,22,11,12,0,0,0,,8020,hypothetical protein
96,66249,ETNP_120m_free_PROKKA_24898,154.08,41,0,4,30,33,36,4,0,0,,,1.59E6,2.19E6,2.95E6,,,,27,6,0,2,19,20,20,2,0,0,,38564,Alpha-keto acid-binding periplasmic protein TakP precursor
188,1032,ETNP14_68mB_PROKKA_64035,152.83,60,45,57,0,0,0,0,0,0,3.05E6,1.53E7,,,,,,,29,29,10,26,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),19236,Secreted effector protein pipB2
129,216,NP_300m_PROKKA_25062,152.66,43,2,24,28,20,23,9,0,0,,4.93E4,3.99E4,,2.43E4,,,,24,1,1,8,14,12,9,3,0,0,Oxidation (M),35624,General L-amino acid-binding periplasmic protein AapJ precursor
348,66780,ETNP_180m_PROKKA_61735,152.40,13,0,5,13,13,13,0,0,0,,,9.47E4,5.51E5,4.6E5,,,,7,3,0,2,5,8,5,0,0,0,Carbamidomethylation; Deamidation (NQ),36437,glycine betaine transporter periplasmic subunit
348,66781,ETNP_120m_PROKKA_150239,152.40,13,0,5,13,13,13,0,0,0,,,9.47E4,5.51E5,4.6E5,,,,7,3,0,2,5,8,5,0,0,0,Carbamidomethylation; Deamidation (NQ),36437,glycine betaine transporter periplasmic subunit
348,66782,NP_300m_PROKKA_22777,152.40,13,0,5,13,13,13,0,0,0,,,9.47E4,5.51E5,4.6E5,,,,7,3,0,2,5,8,5,0,0,0,Carbamidomethylation; Deamidation (NQ),36437,glycine betaine transporter periplasmic subunit
348,66783,ETNP_300m_PROKKA_25221,152.40,13,0,5,13,13,13,0,0,0,,,9.47E4,5.51E5,4.6E5,,,,7,3,0,2,5,8,5,0,0,0,Carbamidomethylation; Deamidation (NQ),36437,glycine betaine transporter periplasmic subunit
348,66784,ETNP_160m_PROKKA_158752,152.40,13,0,5,13,13,13,0,0,0,,,9.47E4,5.51E5,4.6E5,,,,7,3,0,2,5,8,5,0,0,0,Carbamidomethylation; Deamidation (NQ),36437,glycine betaine transporter periplasmic subunit
348,66807,ETNP_120m_free_PROKKA_182392,152.40,14,0,6,14,14,14,0,0,0,,,9.47E4,5.51E5,4.6E5,,,,7,3,0,2,5,8,5,0,0,0,Carbamidomethylation; Deamidation (NQ),34119,glycine betaine transporter periplasmic subunit
157,561,ETNP_110m_PROKKA_14530,152.29,34,2,27,18,0,7,10,0,0,,3.7E5,4.68E5,,0E0,,,,22,3,1,13,16,0,3,9,0,0,Oxidation (M); Deamidation (NQ),34468,Chlorate reductase subunit gamma precursor
157,562,ETNP14_120maa_PROKKA_62363,152.29,32,2,25,17,0,7,9,0,0,,3.7E5,4.68E5,,0E0,,,,22,3,1,13,16,0,3,9,0,0,Oxidation (M); Deamidation (NQ),36320,Chlorate reductase subunit gamma precursor
157,563,NP_85m_PROKKA_04531,152.29,32,2,25,17,0,7,9,0,0,,3.7E5,4.68E5,,0E0,,,,22,3,1,13,16,0,3,9,0,0,Oxidation (M); Deamidation (NQ),36412,Chlorate reductase subunit gamma precursor
157,564,ETNP_100m_PROKKA_43139,152.29,32,2,25,17,0,7,9,0,0,,3.7E5,4.68E5,,0E0,,,,22,3,1,13,16,0,3,9,0,0,Oxidation (M); Deamidation (NQ),36380,Chlorate reductase subunit gamma precursor
191,66528,ETNP_90m_PROKKA_41164,152.01,87,47,82,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),9926,Thioredoxin-1
191,656,ETNP_120m_particle_PROKKA_115227,152.01,85,46,80,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),10054,Thioredoxin-1
191,66529,ETNP_100m_PROKKA_06117,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11595,Thioredoxin-1
191,66530,NP_100m_PROKKA_30403,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11595,Thioredoxin-1
191,66531,ETNP_140m_PROKKA_156431,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11565,Thioredoxin-1
191,66532,ETNP_90m_PROKKA_201449,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11595,Thioredoxin-1
191,66533,ETNP14_68mB_PROKKA_48654,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11565,Thioredoxin-1
191,66534,ETNP_100m_PROKKA_21464,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11565,Thioredoxin-1
191,66535,ETNP_110m_PROKKA_29592,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11565,Thioredoxin-1
191,66536,ETNP_140m_PROKKA_136007,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11595,Thioredoxin-1
191,66537,ETNP_120m_PROKKA_69423,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11595,Thioredoxin-1
191,66538,NP_85m_PROKKA_19416,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11565,Thioredoxin-1
191,66539,ETNP_110m_PROKKA_28542,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11595,Thioredoxin-1
191,66540,ETNP_90m_PROKKA_102584,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11592,Thioredoxin-1
191,66541,WP_011130499,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11592,thioredoxin Prochlorococcus
191,66542,ETNP_160m_PROKKA_179873,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11565,Thioredoxin-1
191,66543,ETNP_100m_particle_PROKKA_94903,152.01,73,39,69,0,0,0,0,0,0,2.93E5,8.2E6,,,,,,,30,14,7,29,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),11609,Thioredoxin-1
243,791,NP_85m_PROKKA_21447,151.09,38,3,30,24,0,7,7,0,0,,8.59E5,3.94E5,,1.58E5,,,,18,11,1,11,11,0,2,2,0,0,Oxidation (M); Deamidation (NQ),28964,Ethylbenzene dehydrogenase
117,222,NP_125m_PROKKA_07826,150.89,43,6,20,28,19,23,12,0,0,,,1.12E5,,7.89E4,,,,25,1,2,7,15,13,9,5,0,0,Oxidation (M),35665,General L-amino acid-binding periplasmic protein AapJ precursor
108,66302,ETNP_100m_particle_PROKKA_68767,150.80,74,58,73,0,0,0,0,0,0,,9.13E5,,,,,,,30,2,17,38,0,0,0,0,0,0,Oxidation (M),9840,DNA-binding protein HU
108,66303,ETNP_140m_PROKKA_20457,150.80,74,58,73,0,0,0,0,0,0,,9.13E5,,,,,,,30,2,17,38,0,0,0,0,0,0,Oxidation (M),9840,DNA-binding protein HU
108,66304,ETNP_90m_PROKKA_93078,150.80,74,58,73,0,0,0,0,0,0,,9.13E5,,,,,,,30,2,17,38,0,0,0,0,0,0,Oxidation (M),9840,DNA-binding protein HU
108,66305,WP_028952679,150.80,74,58,73,0,0,0,0,0,0,,9.13E5,,,,,,,30,2,17,38,0,0,0,0,0,0,Oxidation (M),9798,DNA-binding protein Synechococcus
203,66210,ETNP_300m_PROKKA_41812,150.63,32,0,7,23,23,27,4,0,0,,,1.52E6,2.71E6,1.54E6,,,,13,6,0,3,8,12,9,1,0,0,Deamidation (NQ),37108,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
203,66211,ETNP_120m_PROKKA_84682,150.63,30,0,6,21,22,25,4,0,0,,,1.52E6,2.71E6,1.54E6,,,,13,6,0,3,8,12,9,1,0,0,Deamidation (NQ),39818,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
233,519,ETNP14_68maa_PROKKA_102614,150.56,28,14,26,0,0,0,0,0,0,1.1E4,1.78E6,,,,,,,24,3,9,20,0,0,0,0,0,0,Oxidation (M),57434,60 kDa chaperonin 1
146,66284,ETNP_140m_PROKKA_145402,150.52,41,0,23,7,15,40,0,0,0,,4.4E5,1.82E5,2.95E5,2.73E6,,,,32,28,0,8,3,6,27,0,0,0,Deamidation (NQ),36926,Chlorate reductase subunit gamma precursor
146,66285,ETNP_160m_PROKKA_152320,150.52,41,0,23,7,15,40,0,0,0,,4.4E5,1.82E5,2.95E5,2.73E6,,,,32,28,0,8,3,6,27,0,0,0,Deamidation (NQ),36926,Chlorate reductase subunit gamma precursor
