Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
981,16464,PMM1511,100.00,39,39,1.01E8,4,4,4,,13893,| rpsL | 30S ribosomal protein S12
1012,12804,PMM1614,99.98,15,15,4.64E6,3,3,3,,29759,| PMM1614 | hypothetical protein
976,10348,PMM0935,99.96,39,39,4.28E6,4,4,4,,15680,| PMM0935 | hypothetical protein
895,10708,PMM1573,99.87,21,21,4.37E6,5,5,5,Carbamidomethylation,37732,| recF | putative DNA repair and genetic recombination protein RecF
1008,16424,PMM0394,99.62,19,19,7.66E6,3,3,3,,24432,| PMM0394 | hypothetical protein
871,10647,PMM1693,99.61,21,21,3.39E6,5,5,5,Carbamidomethylation,32178,| PMM1693 | aminotransferase class-IV
1137,16543,PMM1379,99.56,9,9,1.23E6,2,2,2,,33520,| PMM1379 | putative dape gene and orf2
863,16399,PMM1197,99.37,10,10,1.24E7,4,4,5,,52198,| PMM1197 | hypothetical protein
919,13115,PMM0280,99.00,11,11,2.77E6,4,4,4,,56712,| PMM0280 | retinal pigment epithelial membrane protein
930,16353,PMM1072,98.98,11,11,2.44E6,4,4,4,Carbamidomethylation,52533,| cbiA cobB | putative cobyrinic acid a c-diamide synthase
1087,16573,PMM0219,98.70,47,47,1.04E7,3,3,3,Carbamidomethylation,6895,| PMM0219 | hypothetical protein
829,16471,PMM1276,98.64,60,60,3.8E7,4,4,6,,6293,| PMM1276 | hypothetical protein
932,12867,PMM0635,98.60,13,13,1.95E7,4,4,4,Oxidation (M),38928,| PMM0635 | small mechanosensitive ion channel
875,12870,PMM1132,97.81,9,9,3.63E6,5,5,5,,65459,| PMM1132 | hypothetical protein
815,10340,PMM0896,97.78,9,9,1.04E7,5,5,6,,35731,| dnaJ2 | DnaJ2 protein
715,16225,PMM0310,97.56,24,24,4.19E6,7,7,7,,45187,| PMM0310 | carbohydrate kinase
864,16377,PMM0667,97.53,44,44,2.48E7,4,4,5,Carbamidomethylation,17096,| PMM0667 | hypothetical protein
722,16435,PMM1401,97.29,44,44,2.56E8,4,4,7,Oxidation (M),10655,| PMM1401 | hypothetical protein
925,9956,PMM1101,97.24,11,11,2.09E6,4,4,4,,67471,| PMM1101 | putative ATP-dependent RNA helicase
830,16473,PMM0800,97.11,61,61,1.92E7,3,3,6,Carbamidomethylation; Oxidation (M),7260,| PMM0800 | hypothetical protein
958,16414,PMM1366,97.10,18,18,4.9E6,4,4,4,Carbamidomethylation,28077,| PMM1366 | hypothetical protein
923,9954,PMM1281,97.08,13,13,5.88E6,3,3,4,,33887,| era | GTP-binding protein Era
825,16394,PMM0281,97.08,26,26,1.89E7,4,4,6,Carbamidomethylation; Oxidation (M),22432,| hisB | imidazoleglycerol-phosphate dehydratase
920,9963,PMM0029,96.79,15,15,1.19E7,4,4,4,Carbamidomethylation,33656,| PMM0029 | hypothetical protein
1187,16567,PMM0653,96.47,26,26,1.66E6,2,2,2,Carbamidomethylation,14720,| gloA | lactoylglutathione lyase
946,16406,PMM1522,96.42,12,12,1.83E7,4,4,4,Carbamidomethylation,36129,| PMM1522 | glycosyl transferase family protein
780,10368,PMM1141,96.32,15,15,4.95E6,6,6,6,,56873,| cysS | cysteinyl-tRNA synthetase
1091,16550,PMM1252,95.93,17,17,7.49E6,3,3,3,Carbamidomethylation,16452,| PMM1252 | acetyltransferase
910,16584,PMM0987,95.86,45,45,4.23E7,4,4,5,,7019,| rpsU | 30S ribosomal protein S21
854,16318,PMM0600,95.73,14,14,5.79E6,5,5,5,,51134,| PMM0600 | hypothetical protein
766,9947,PMM1645,95.73,8,8,2.06E6,5,5,6,,103843,| mutS fdv | DNA mismatch repair protein MutS
860,10632,PMM0162,95.64,15,15,2.57E6,5,5,5,,57190,| PMM0162 | hypothetical protein
1066,16468,PMM1407,95.50,38,38,4.68E6,3,3,3,Carbamidomethylation,10891,| PMM1407 | SRP19 protein
983,10490,PMM1714,95.47,9,9,1.32E6,4,4,4,,70279,| PMM1714 | hypothetical protein
1073,16455,PMM1026,95.30,29,29,8.86E6,3,3,3,,15148,| PMM1026 | hypothetical protein
954,16328,PMM0114,95.27,44,44,7.97E6,4,4,4,,18093,| PMM0114 | putative integral membrane protein
661,16348,PMM0212,94.63,47,47,1.7E8,5,5,8,Carbamidomethylation,10424,| PMM0212 | hypothetical protein
953,10694,PMM0454,94.42,19,19,3E7,4,4,4,Carbamidomethylation,24917,| ispD | 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
816,10653,PMM0582,94.41,15,15,2.97E6,4,4,6,Carbamidomethylation,38232,| PMM0582 | hypothetical protein
936,16349,PMM0399,94.25,26,26,8.42E6,4,4,4,Carbamidomethylation,24502,| PMM0399 | putative deoxyribose-phosphate aldolase
633,16203,PMM1498,94.18,16,16,5.66E6,7,7,8,Carbamidomethylation,61733,| PMM1498 | Fe-S oxidoreductase
800,16395,PMM0373,93.94,33,33,1.85E7,4,4,6,Carbamidomethylation,16536,| cynS | cyanate hydratase
1049,12890,PMM0547,93.63,14,14,2.79E6,3,3,3,,27510,| PMM0547 | hypothetical protein
1075,10164,PMM0353,93.59,13,13,3.6E6,3,3,3,Carbamidomethylation,32160,| PMM0353 | glycosyl transferase family protein
756,16467,PMM0121,93.29,62,62,5.45E7,4,4,7,,9219,| PMM0121 | hypothetical protein
899,10268,PMM1256,93.25,14,14,1.83E7,4,4,5,Carbamidomethylation,34655,| PMM1256 | glycosyl transferase family protein
897,16365,PMM1307,92.68,32,32,1.58E7,4,4,5,Carbamidomethylation,15435,| PMM1307 | hypothetical protein
1067,13240,PMM0933,92.64,15,15,1.37E6,3,3,3,,31825,| ksgA | dimethyladenosine transferase
934,12985,PMM0843,92.54,11,11,6.47E6,4,4,4,Carbamidomethylation,51977,| tldD | putative modulator of DNA gyrase; TldD
767,16226,PMM1576,92.47,16,16,8.47E6,6,6,6,Carbamidomethylation,43608,| PMM1576 | hypothetical protein
1053,16498,PMM0833,92.32,15,15,1.04E7,3,3,3,,25154,| PMM0833 | hypothetical protein
947,16417,PMM0866,92.22,28,28,4E6,4,4,4,,18786,| PMM0866 | SMC domain-containing protein
922,10130,PMM0961,92.08,8,8,6.76E6,4,4,4,,67391,| PMM0961 | glycoside hydrolase family protein
1042,16472,PMM0376,92.05,31,31,6.07E6,3,3,3,,13690,| PMM0376 | hypothetical protein
950,16463,PMM0472,91.89,9,9,3.9E6,4,4,4,,42335,| PMM0472 | CPA1 family Na+/H+ antiporter
1018,10048,PMM0068,91.47,11,11,2.16E7,3,3,3,,22525,| def | peptide deformylase
1032,13282,PMM1207,91.44,13,13,1.12E6,2,2,3,Carbamidomethylation,35864,| PMM1207 | putative fucose synthetase
1050,16529,PMM1044,91.42,14,14,2.79E7,3,3,3,Carbamidomethylation; Oxidation (M),36544,| rbsK | putative pfkB family carbohydrate kinase
843,9946,PMM1304,91.06,15,15,3.33E6,5,5,5,,46823,| codA | putative cytosine deaminase
752,16286,PMM1240,91.06,22,22,3.37E7,5,5,7,Carbamidomethylation,26436,| PMM1240 | methyltransferase
965,13199,PMM1526,91.04,9,9,3.7E6,3,3,4,,30136,| hisB | putative imidazoleglycerol-phosphate dehydratase
969,16594,PMM0922,90.82,44,44,2.91E6,3,3,4,Carbamidomethylation,9647,| PMM0922 | hypothetical protein
838,10311,PMM1322,90.72,10,10,6.35E6,5,5,5,,77892,| glgX | putative isoamylase
850,13061,PMM1703,90.69,11,11,2.2E6,3,3,5,Carbamidomethylation,41546,| PMM1703 | NAD binding site:D-amino acid oxidase
1015,10158,PMM1077,90.62,8,8,3.68E6,3,3,3,,42571,| PMM1077 | adaptive-response sensory kinase
890,10665,PMM0536,90.57,22,22,9.66E6,5,4,5,,28066,| folE | putative GTP cyclohydrolase I
991,16537,PMM0934,90.20,30,30,2.64E6,2,2,4,,13329,| PMM0934 | hypothetical protein
1019,16513,PMM0325,89.95,12,12,8.28E7,2,2,3,,24675,| petB | cytochrome b6
785,13312,PMM0276,89.91,24,24,1.2E7,6,6,6,Carbamidomethylation,32358,| PMM0276 | hypothetical protein
856,12959,PMM0408,89.58,17,17,4.3E6,5,5,5,,55513,| PMM0408 | putative cystathionine gamma-synthase
1039,12980,PMM1593,89.49,15,15,1.85E6,3,3,3,Carbamidomethylation,28340,| pebA | dihydrobiliverdin:ferredoxin oxidoreductase
795,10645,PMM0727,89.16,30,30,7.44E6,4,4,6,Carbamidomethylation,24375,| PMM0727 | Serine/threonine specific protein phosphatase
1329,16650,PMM0158,88.99,12,12,3.79E6,1,1,1,,21500,| ndhG | NADH dehydrogenase subunit J
738,9786,PMM0976,88.85,18,18,6.6E6,6,6,7,Carbamidomethylation,37523,| PMM0976 | putative multidrug efflux ABC transporter
1045,12872,PMM0808,88.84,8,8,6.27E5,3,3,3,,52141,| PMM0808 | Rieske iron-sulfur protein 2Fe-2S subunit
1188,16569,PMM0268,88.25,29,29,3.19E6,2,2,2,,14256,| PMM0268 | hypothetical protein
878,13041,PMM0279,88.23,29,29,8.72E6,4,4,5,Carbamidomethylation,21480,| PMM0279 | hypothetical protein
793,16319,PMM1097,88.15,30,30,2.12E7,5,5,6,Carbamidomethylation; Oxidation (M),22226,| recR | recombination protein RecR
688,16469,PMM0474,88.09,52,52,1.66E8,3,3,8,Oxidation (M),6816,| PMM0474 | hypothetical protein
928,10007,PMM0428,88.06,10,10,3.01E7,3,3,4,,34168,| chlG | bacteriochlorophyll/chlorophyll a synthase
886,16579,PMM1283,88.00,11,11,5.77E7,2,2,5,,25235,| PMM1283 | integral membrane protein  interacts with FtsH
681,16189,PMM0137,87.66,32,32,2.14E7,8,8,8,Carbamidomethylation,33292,| fabD | malonyl coenzyme A-acyl carrier protein transacylase
944,16390,PMM1292,87.52,11,11,3E6,4,4,4,,56347,| PMM1292 | putative apolipoprotein n-acyltransferase
888,10296,PMM1325,87.43,21,21,2.52E7,4,4,5,,15833,| PMM1325 | hypothetical protein
1069,16457,PMM1389,87.10,17,17,1.42E6,3,3,3,Carbamidomethylation,23715,| PMM1389 | trypsin
908,16475,PMM0167,87.09,44,44,2.21E7,4,4,5,Carbamidomethylation; Oxidation (M),17385,| purE | phosphoribosylaminoimidazole carboxylase
926,16350,PMM0036,87.07,11,11,1.35E7,4,4,4,,41282,| cbiD | cobalt-precorrin-6A synthase
1011,16535,PMM1600,86.95,6,6,4.1E6,2,2,3,,46789,| PMM1600 | CPA2 family Na+/H+ antiporter
1041,13083,PMM1646,86.88,19,19,1.7E6,3,3,3,Carbamidomethylation,22569,| cobH | putative precorrin-8X methylmutase CobH
921,13244,PMM1475,86.84,17,17,3.86E6,4,4,4,,27422,| gidB | putative glucose inhibited division protein B
424,16566,PMM0300,86.72,25,25,8.19E8,6,6,13,,6889,| psbJ | photosystem II reaction center protein J
891,10034,PMM0841,86.49,18,18,5.9E6,5,5,5,,37567,| fmt | putative methionyl-tRNA formyltransferase
1110,10105,PMM0338,85.88,12,12,2.85E7,2,2,3,,11085,| PMM0338 | hypothetical protein
904,16458,PMM1393,85.65,22,22,5.47E6,3,3,5,,18842,| PMM1393 | carbon storage regulator
1205,12825,PMM1220,85.63,9,9,1.13E6,2,2,2,Carbamidomethylation,37113,| PMM1220 | putative glycosyl transferase
1065,16614,PMM0911,85.59,34,34,2.93E7,2,2,3,,12282,| PMM0911 | hypothetical protein
1009,16408,PMM0959,85.56,10,10,3.58E6,3,3,3,,37099,| PMM0959 | putative kinase
985,16476,PMM1163,85.33,28,28,9.96E6,3,3,4,,20340,| PMM1163 | trehalase
1099,16587,PMM1267,85.00,24,24,6.89E6,2,2,3,,14395,| PMM1267 | hypothetical protein
1072,16480,PMM0242,84.76,20,20,5.98E6,3,3,3,,21037,| txlA | thioredoxin-like protein TxlA
906,16488,PMM1550,84.65,38,38,1.22E8,4,4,5,,8437,| rpl29 | 50S ribosomal protein L29
855,16342,PMM0644,84.45,8,8,3.25E7,5,5,5,,55722,| PMM0644 | putative sulfate transporter
984,16485,PMM1174,84.35,57,57,1.46E7,4,4,4,Carbamidomethylation,8607,| PMM1174 | hypothetical protein
728,9917,PMM0194,84.34,24,24,1.18E7,6,6,7,Carbamidomethylation,32976,| rbgA | ribosomal biogenesis GTPase
957,13094,PMM0942,84.27,21,21,9.49E6,4,4,4,,25362,| ruvA | putative holliday junction DNA helicase RuvA
1026,12903,PMM0059,84.15,12,12,2.02E6,3,3,3,,49266,| PMM0059 | hypothetical protein
1138,10388,PMM1675,84.05,4,4,4.31E5,2,2,2,,73260,| PMM1675 | tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
901,16269,PMM0666,83.82,33,33,8.82E6,5,5,5,,24248,| PMM0666 | ABC transporter ATP-binding protein
1022,16416,PMM0909,83.76,28,28,3.46E6,3,3,3,,18334,| PMM0909 | hypothetical protein
650,10218,PMM0792,83.55,22,22,1.01E7,8,8,8,,40749,| PMM0792 | hypothetical protein
1030,16528,PMM0891,83.30,12,12,8.23E6,2,2,3,,24445,| purN | phosphoribosylglycinamide formyltransferase
640,16227,PMM0470,83.29,22,22,1.04E7,6,6,8,,38732,| PMM0470 | o-sialoglycoprotein endopeptidase
1189,10352,PMM0989,83.19,11,11,1.35E6,2,2,2,,23550,| PMM0989 | ATP/GTP-binding motif-containing protein
1044,16423,PMM1092,83.10,14,14,2.7E6,3,3,3,,30966,| uppS | undecaprenyl pyrophosphate synthetase
960,10289,PMM0467,83.10,22,22,1.1E7,3,3,4,,21228,| gmk | guanylate kinase
683,16341,PMM1585,83.01,51,51,2.46E7,6,6,8,Carbamidomethylation; Oxidation (M),10021,| PMM1585 | hypothetical protein
828,16489,PMM1167,82.96,33,33,2.15E7,3,3,6,Carbamidomethylation,12593,| PMM1167 | macrophage migration inhibitory factor family protein
1071,16456,PMM0155,82.85,22,22,3.65E6,3,3,3,,19135,| PMM0155 | hypothetical protein
1005,16440,PMM0011,82.73,7,7,3.56E6,3,3,3,,51830,| PMM0011 | protein phosphatase 2C domain-containing protein
1006,10656,PMM1177,82.33,3,3,2.78E6,2,2,3,,68723,| PMM1177 | hypothetical protein
993,16664,PMM0465,82.32,29,29,2.98E7,1,1,4,,9430,| PMM0465 | hypothetical protein
975,16391,PMM0862,81.67,25,25,5.19E6,4,4,4,,18139,| PMM0862 | SpoU family tRNA/rRNA methyltransferase
1106,16450,PMM1112,81.61,36,36,5.07E5,2,2,3,Carbamidomethylation,10411,| PMM1112 | hypothetical protein
1064,16599,PMM0944,81.50,15,15,1.24E7,3,3,3,,16385,| PMM0944 | hypothetical protein
814,10677,PMM0146,81.22,23,23,2.22E7,6,6,6,Carbamidomethylation,22556,| PMM0146 | hypothetical protein
1043,16446,PMM0748,81.04,9,9,1.32E6,3,2,3,,34149,| PMM0748 | ABC transporter
746,16409,PMM0599,81.01,28,28,5.47E7,4,4,7,,17211,| PMM0599 | hypothetical protein
1142,16510,PMM1025,80.89,22,22,5.56E6,2,2,2,Carbamidomethylation,15215,| PMM1025 | putative stress-induced protein OsmC
745,10217,PMM0596,80.34,17,17,7.42E6,6,6,7,Carbamidomethylation,38557,| PMM0596 | putative glucokinase
963,16346,PMM0880,80.30,33,33,2.74E6,4,4,4,Carbamidomethylation,24236,| PMM0880 | hypothetical protein
1088,13165,PMM0512,80.28,24,24,1.45E6,2,2,3,,14276,| PMM0512 | putative arsenate reductase
865,16345,PMM0426,80.27,10,10,2.87E6,5,5,5,,49373,| PMM0426 | Sun protein (Fmu protein)
959,16405,PMM1592,79.83,24,24,4.22E6,4,4,4,Carbamidomethylation,29872,| pebB | phycoerythrobilin:ferredoxin oxidoreductase
1040,9865,PMM0673,79.78,15,15,1.79E6,3,3,3,,34176,| PMM0673 | phosphonate ABC transporter phosphonate-binding protein
1007,10360,PMM0263,79.39,7,7,1.45E7,3,3,3,,50801,| amt1 | ammonium transporter
1166,16517,PMM0671,79.18,4,4,1.48E6,2,2,2,,56471,| PMM0671 | putative phosphonate ABC transporter
989,16484,PMM0501,78.91,53,53,2.2E7,3,3,4,Oxidation (M),7149,| PMM0501 | hypothetical protein
1023,9872,PMM1668,78.70,4,4,2.6E6,3,3,3,,108150,| gcvP | glycine dehydrogenase
1145,16547,PMM1386,78.64,7,7,5.69E5,2,2,2,,44402,| PMM1386 | putative permease
887,16583,PMM0093,78.52,54,54,5.26E7,2,2,5,,5299,| hli1 | high light inducible protein
1153,16665,PMM0837,78.11,10,10,4.56E6,1,1,2,Carbamidomethylation,23721,| PMM0837 | hypothetical protein
720,10585,PMM0916,77.82,12,12,6.27E6,7,7,7,,57144,| PMM0916 | hypothetical protein
949,13260,PMM0903,77.81,31,31,1.81E6,4,4,4,Carbamidomethylation,19927,| PMM0903 | Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein
1051,9797,PMM1502,77.66,17,17,2.37E6,3,3,3,,23622,| PMM1502 | ribonuclease HII and HIII
972,16418,PMM0074,77.55,39,39,2.11E6,4,4,4,,14220,| PMM0074 | hypothetical protein
1056,16580,PMM0341,77.34,42,42,1.82E7,2,2,3,,8105,| PMM0341 | hypothetical protein
971,16666,PMM0368,77.28,20,20,3.67E7,1,1,4,,11526,| PMM0368 | hypothetical protein
968,16581,PMM1129,76.98,33,33,5.17E7,3,3,4,,9628,| PMM1129 | Notch domain-containing protein
1090,16574,PMM0034,76.95,35,35,1.04E7,2,2,3,,7176,| PMM0034 | hypothetical protein
755,16274,PMM0744,76.58,90,90,3.58E7,6,6,7,Oxidation (M),8149,| PMM0744 | hypothetical protein
1082,10409,PMM0039,76.47,15,15,2.04E6,3,3,3,,23945,| PMM0039 | hypothetical protein
1156,16502,PMM0924,76.46,7,7,3.19E6,2,2,2,,28785,| PMM0924 | hypothetical protein
1070,13099,PMM0538,76.44,10,10,4.97E6,3,3,3,,46875,| PMM0538 | hypothetical protein
1170,16572,PMM1392,76.06,25,25,8.56E6,2,2,2,,11084,| PMM1392 | heat-labile enterotoxin alpha chain
988,13122,PMM1056,75.61,19,19,4.31E6,4,4,4,Carbamidomethylation,28116,| PMM1056 | tRNA/rRNA methyltransferase
1089,16546,PMM0957,75.59,24,24,3.23E7,2,2,3,Carbamidomethylation,10611,| PMM0957 | GRAM domain-containing protein
1047,16499,PMM1530,75.58,31,31,7.54E6,3,3,3,,9634,| rpmE | 50S ribosomal protein L31
1109,16640,PMM0735,75.42,33,33,1.39E7,2,2,3,,7893,| PMM0735 | hypothetical protein
1139,16515,PMM1353,75.13,13,13,1.13E6,2,2,2,Carbamidomethylation,34308,| prmA | putative methyltransferase for ribosomal protein L11
1202,16592,PMM0112,75.13,18,18,1.25E6,2,2,2,,15272,| rbfA | ribosome-binding factor A
1164,16500,PMM1415,75.07,7,7,1.05E6,2,2,2,,37206,| PMM1415 | UBX domain-containing protein
1059,16496,PMM0173,74.92,19,19,4.68E6,2,2,3,Carbamidomethylation,17388,| PMM0173 | hypothetical protein
1027,13103,PMM1195,74.62,14,14,2.25E6,3,3,3,,25316,| PMM1195 | hypothetical protein
1031,16532,PMM0973,74.60,8,8,5.71E6,2,2,3,,27720,| urtD | putative ATP binding subunit of urea ABC transport system
1171,13180,PMM0091,74.50,28,28,1.05E7,2,2,2,,9965,| PMM0091 | hypothetical protein
973,12855,PMM0333,74.44,20,20,1.05E7,4,4,4,Carbamidomethylation,33396,| rimI | GCN5-related N-acetyltransferase
1034,13054,PMM0365,74.42,29,29,5.58E6,2,2,3,,13626,| PMM0365 | DsrE-like protein
1094,16539,PMM0555,74.01,34,34,1.72E7,3,3,3,,7875,| PMM0555 | putative carboxysome peptide B
1317,10639,PMM1214,73.89,9,9,8.84E5,1,1,1,,24727,| PMM1214 | phosphatase
966,16549,PMM0738,73.79,33,33,2.89E6,3,3,4,,10670,| PMM0738 | hypothetical protein
974,16427,PMM1319,73.65,40,40,1.09E7,4,4,4,,9219,| PMM1319 | beta-lactamase
909,16508,PMM0485,73.54,56,56,6.64E6,3,3,5,Oxidation (M),11089,| PMM0485 | hypothetical protein
1010,13182,PMM1306,73.16,11,11,2.94E6,3,3,3,Carbamidomethylation,39975,| ddl | D-alanyl-alanine synthetase A
1104,16603,PMM0876,73.02,26,26,3.49E7,2,2,3,Oxidation (M),8280,| PMM0876 | hypothetical protein
1074,16462,PMM0080,72.91,21,21,1.36E6,3,3,3,Carbamidomethylation,25243,| PMM0080 | hypothetical protein
826,10260,PMM0951,72.68,16,16,1.91E7,6,6,6,,42042,| carA | carbamoyl phosphate synthase small subunit
917,9900,PMM0594,72.66,5,5,1.22E7,3,2,4,,55769,| ndhD | NAD(P)H-quinone oxidoreductase subunit 4
1083,16497,PMM1275,72.23,65,65,4.94E6,3,3,3,,7649,| PMM1275 | hypothetical protein
879,10374,PMM1491,72.20,27,27,1.04E7,5,5,5,Carbamidomethylation,17577,| PMM1491 | hypothetical protein
1086,16501,PMM1478,72.07,25,25,3.91E6,3,3,3,,15117,| PMM1478 | hypothetical protein
1028,10032,PMM1627,71.96,13,13,1.68E6,3,3,3,Carbamidomethylation,37187,| PMM1627 | putative carbohydrate kinase
992,16589,PMM0443,71.74,22,22,8.47E6,3,3,4,,12849,| PMM0443 | hypothetical protein
1097,16576,PMM1015,71.32,18,18,2.44E6,3,3,3,,14908,| PMM1015 | hypothetical protein
1038,16451,PMM0116,71.29,34,34,9.95E6,3,3,3,,14103,| PMM0116 | hypothetical protein
1046,16419,PMM0198,71.13,8,8,1.84E6,3,3,3,,43010,| hisC/cobC | aminotransferase class-I
905,16491,PMM0902,71.04,32,32,8.38E7,4,4,5,,8887,| rpmB | 50S ribosomal protein L28
1184,16679,PMM1019,70.99,12,12,2.8E6,2,2,2,,11496,| PMM1019 | integrin alpha cytoplasmic region
978,10301,PMM0967,70.79,25,25,7.08E6,4,4,4,,18027,| ureE | urease accessory protein UreE
1102,16525,PMM1159,70.78,15,15,2.82E6,2,2,3,Carbamidomethylation,23536,| PMM1159 | Maf-like protein
1165,16551,PMM1005,70.51,34,34,1.21E6,2,2,2,,8972,| PMM1005 | lectin subunit alpha
970,12941,PMM1591,70.48,10,10,2.79E6,2,1,4,,17790,| PMM1591 | low molecular weight phosphotyrosine protein phosphatase
1452,16667,PMM0699,70.22,27,27,3.35E6,1,1,1,Carbamidomethylation,8385,| PMM0699 | hypothetical protein
929,16431,PMM1034,70.09,11,11,1.26E7,3,3,4,,38241,| PMM1034 | WD-40 repeat-containing G-protein
1209,10363,PMM0118,70.00,8,8,1.22E6,2,2,2,,46110,| PMM0118 | hypothetical protein
986,10015,PMM1346,69.93,22,22,5.67E6,4,4,4,,25693,| PMM1346 | hypothetical protein
881,16487,PMM0824,69.87,13,13,1.71E7,3,3,5,Carbamidomethylation,23859,| PMM0824 | hypothetical protein
1013,10383,PMM1047,69.74,7,7,1.24E7,3,3,3,,59462,| PMM1047 | putative dienelactone hydrolase
1167,16545,PMM0287,69.65,14,14,2.71E6,2,2,2,Carbamidomethylation,22020,| folK | 2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
1388,16655,PMM0791,69.31,9,9,3.99E5,1,1,1,,17039,| PMM0791 | hypothetical protein
1144,16509,PMM0885,69.29,7,7,1.04E6,2,2,2,,37300,| dacB | D-Ala-D-Ala carboxypeptidase 3
1208,12886,PMM1514,69.28,7,7,2.25E6,2,2,2,,33662,| lipA | lipoyl synthase
1198,16595,PMM1014,68.81,8,8,1.16E6,2,2,2,,33599,| PMM1014 | hypothetical protein
1103,16553,PMM0985,68.77,17,17,9.25E5,3,3,3,Carbamidomethylation,15287,| PMM0985 | putative purine phosphoribosyltransferase related protein
1033,16593,PMM1617,68.77,53,53,4.74E6,3,3,3,,9504,| PMM1617 | hypothetical protein
1048,16490,PMM0152,68.71,10,10,4.66E6,3,3,3,,43385,| PMM0152 | putative sugar-phosphate nucleotidyl transferase
883,12952,PMM1547,68.22,34,34,8.22E7,4,4,5,Oxidation (M),13479,| rplX | 50S ribosomal protein L24
1076,16492,PMM1114,68.10,20,20,3.46E6,3,3,3,,19699,| PMM1114 | hypothetical protein
1147,16531,PMM0466,67.58,4,4,9.63E5,2,2,2,,65609,| PMM0466 | secreted protein MPB70 precursor
948,16410,PMM0520,67.48,9,9,2.57E6,4,4,4,,42452,| PMM0520 | NAD binding site
1079,9855,PMM0873,67.36,12,12,1.5E6,3,3,3,,38767,| PMM0873 | DnaJ domain-containing protein
1021,16548,PMM0865,67.34,12,12,1.27E7,2,2,3,Carbamidomethylation,23439,| PMM0865 | hypothetical protein
1193,16534,PMM1445,67.26,17,17,1.31E6,2,2,2,Carbamidomethylation,22264,| nadD | nicotinic acid mononucleotide adenylyltransferase
884,10357,PMM1083,66.67,12,12,3.34E6,5,5,5,,62540,| PMM1083 | kinase
1017,10058,PMM0882,66.19,5,5,1.2E6,3,3,3,,76422,| uvrC | excinuclease ABC subunit C
1093,12844,PMM0637,66.03,22,22,8.19E6,2,2,3,,16607,| fur | ferric uptake regulator family protein
1190,16527,PMM1291,65.97,9,9,3.1E5,2,2,2,,44198,| mnmA | tRNA-specific 2-thiouridylase MnmA
1192,13261,PMM1571,65.87,9,9,1.44E6,2,2,2,,31032,| PMM1571 | hypothetical protein
1200,16590,PMM0163,65.83,16,16,4.76E6,2,2,2,Carbamidomethylation,13591,| PMM0163 | hypothetical protein
1182,12902,PMM0451,65.65,7,7,2.25E6,1,1,2,,20224,| PMM0451 | hypothetical protein
1210,13049,PMM1468,65.63,9,9,2.97E6,2,2,2,,42119,| bioF | putative 8-amino-7-oxononanoate synthase
1191,10279,PMM1448,64.97,35,35,1.03E6,2,2,2,,8137,| PMM1448 | hypothetical protein
1085,13334,PMM0104,64.85,10,10,1.94E7,3,3,3,,46039,| PMM0104 | hypothetical protein
1221,10073,PMM1615,64.78,7,7,1.24E6,2,2,2,,39732,| ruvB | Holliday junction DNA helicase RuvB
1194,10616,PMM0972,64.72,5,5,2.81E6,2,2,2,,41778,| urtC | putative membrane protein of urea ABC transport system
1359,16619,PMM0670,64.59,8,8,9.25E5,1,1,1,,25051,| PMM0670 | hypothetical protein
1077,16482,PMM0054,64.50,27,27,4.93E7,3,3,3,Oxidation (M),14021,| PMM0054 | hypothetical protein
1024,16478,PMM0109,64.26,13,13,4.46E6,3,3,3,,27233,| PMM0109 | POLO box duplicated region
1105,16591,PMM1414,64.14,21,21,4.15E6,2,2,3,,12618,| PMM1414 | hypothetical protein
1143,13227,PMM0523,63.99,10,10,3.72E6,2,2,2,,25967,| cobO | cob(I)alamin adenosyltransferase
885,16428,PMM0313,63.93,21,21,6.58E6,4,4,5,Carbamidomethylation,18095,| nrdR | transcriptional regulator NrdR
1078,10144,PMM0503,63.92,13,13,6.5E6,3,3,3,Carbamidomethylation,30730,| PMM0503 | precorrin-6X reductase
1453,16670,PMM1054,63.92,11,11,2.24E6,1,1,1,,17397,| ruvC | Holliday junction resolvase
979,16392,PMM0306,63.80,25,25,3.95E6,4,4,4,,21154,| cpeS | phycoerythrin linker protein CpeS-like protein
1361,16669,PMM0709,63.58,3,3,1.23E6,1,1,1,,47521,| som | porin
927,9754,PMM0879,63.54,4,4,6.33E5,4,3,4,,142856,| CobN | cobalamin biosynthetic protein CobN
1057,9788,PMM1677,63.47,15,15,1.8E6,2,2,3,,20868,| PMM1677 | hypothetical protein
1141,13125,PMM1071,63.47,8,8,7.23E5,2,2,2,,17101,| PMM1071 | hypothetical protein
1157,16577,PMM1362,63.06,23,23,3.34E6,2,2,2,,10602,| PMM1362 | hypothetical protein
1204,16588,PMM0559,62.97,13,13,1.15E6,2,2,2,,28543,| PMM0559 | putative hydroxyacylglutathione hydrolase
