Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 264+265-NT1+2-94m-p1trap,Coverage (%) 266+267-NT3+4--265m-p1trap,Coverage (%) 268_269-NT5+6-965m-p2trap,Coverage (%) 111-2012-105m-bb2trap,Coverage (%) 97-2012-750m-bb2trap,Area 264+265-NT1+2-94m-p1trap,Area 266+267-NT3+4--265m-p1trap,Area 268_269-NT5+6-965m-p2trap,Area 111-2012-105m-bb2trap,Area 97-2012-750m-bb2trap,#Peptides,#Unique,#Spec 264+265-NT1+2-94m-p1trap,#Spec 266+267-NT3+4--265m-p1trap,#Spec 268_269-NT5+6-965m-p2trap,#Spec 111-2012-105m-bb2trap,#Spec 97-2012-750m-bb2trap,PTM,Avg. Mass,Description
85,238,ETNP14_68,129.38,31,1,0,5,29,3,,,,,,14,0,1,0,3,11,1,,36765,ATP synthase subunit beta
182,260,XP_003064239,129.29,8,0,0,0,8,0,,,,,,7,0,0,0,0,7,0,,71635,heat shock protein 70kDa  Micromonas pusilla CCMP1545
263,303,ETNP_120,127.45,24,0,0,0,24,0,,,,1.87E6,,5,3,0,0,0,5,0,,29419,hypothetical protein
97,223,WP_022735092,127.19,23,0,0,4,23,2,,,,2.24E3,,13,1,0,0,3,11,1,,51011,F0F1 ATP synthase subunit beta Candidatus Pelagibacter ubique
208,144,ETNP_160,127.04,23,0,0,0,20,3,,,,2.74E5,1.75E5,6,3,0,0,0,5,1,Carbamidomethylation,43273,Elongation factor Tu
208,145,ETNP_120,127.04,23,0,0,0,20,3,,,,2.74E5,1.75E5,6,3,0,0,0,5,1,Carbamidomethylation,43273,Elongation factor Tu
208,146,ETNP_150,127.04,23,0,0,0,20,3,,,,2.74E5,1.75E5,6,3,0,0,0,5,1,Carbamidomethylation,43273,Elongation factor Tu
208,147,ETNP_140,127.04,23,0,0,0,20,3,,,,2.74E5,1.75E5,6,3,0,0,0,5,1,Carbamidomethylation,43273,Elongation factor Tu
208,148,ETNP_100,127.04,23,0,0,0,20,3,,,,2.74E5,1.75E5,6,3,0,0,0,5,1,Carbamidomethylation,43273,Elongation factor Tu
208,149,ETNP_150,127.04,23,0,0,0,20,3,,,,2.74E5,1.75E5,6,3,0,0,0,5,1,Carbamidomethylation,43273,Elongation factor Tu
126,392,ETNP_120,127.02,31,3,0,0,23,10,,,,,6.59E5,6,1,1,0,0,9,3,Oxidation (M),28094,PEP-CTERM motif protein
119,274,ABG33016.1,126.82,12,0,0,0,12,1,,,,8.94E5,,9,2,0,0,0,12,1,Oxidation (M),54766,ATP synthase F1  alpha subunit [Roseobacter denitrificans OCh 114]
119,275,WP_013962613,126.82,12,0,0,0,12,1,,,,8.94E5,,9,2,0,0,0,12,1,Oxidation (M),54599,F0F1 ATP synthase subunit alpha Roseobacter litoralis
101,261,BAI73132.1,126.69,11,2,0,0,11,3,,,,,,9,0,1,0,0,12,2,Oxidation (M),54746,F-type H+-transporting ATPase alpha chain [Azospirillum sp. B510]
143,253,ETNP_120,126.62,39,0,0,0,39,8,,,,5.81E6,,8,5,0,0,0,9,2,Oxidation (M),19139,C-phycoerythrin class 1 subunit beta
143,254,ETNP_100,126.62,39,0,0,0,39,8,,,,5.81E6,,8,5,0,0,0,9,2,Oxidation (M),19139,C-phycoerythrin class 1 subunit beta
143,255,ETNP_120,126.62,39,0,0,0,39,8,,,,5.81E6,,8,5,0,0,0,9,2,Oxidation (M),19139,C-phycoerythrin class 1 subunit beta
277,335,ETNP_120,126.05,20,0,0,0,20,0,,,,1.72E6,,4,4,0,0,0,5,0,Oxidation (M),27773,Formylglycine-generating sulfatase enzyme
102,279,EJK66451,125.26,12,0,0,0,12,4,,,,4.58E4,,9,1,0,0,0,13,2,Oxidation (M),54437,hypothetical protein THAOC_12633  Thalassiosira oceanica
94,243,BAI73130.1,124.57,22,0,0,2,19,5,,,,1.17E6,,12,1,0,0,1,12,2,Oxidation (M),50067,F-type H+-transporting ATPase beta chain [Azospirillum sp. B510]
31,412,ETNP_100,124.51,36,36,34,35,16,15,9.14E6,1.13E6,1.03E7,9.95E6,6.06E6,14,14,15,4,11,3,4,,9588,hypothetical protein
138,1130,ETNP_120,124.41,10,4,0,9,6,0,,,,,,8,0,1,0,5,5,0,,23591,Core histone H2A/H2B/H3/H4
138,1131,ETNP_120,124.41,10,4,0,9,6,0,,,,,,8,0,1,0,5,5,0,,23591,Core histone H2A/H2B/H3/H4
138,1132,ETNP_120,124.41,10,4,0,9,6,0,,,,,,8,0,1,0,5,5,0,,23591,Core histone H2A/H2B/H3/H4
217,512,ETNP_120,124.20,36,0,0,3,29,7,,,,1.54E6,8.07E4,5,4,0,0,1,4,1,,17474,Allophycocyanin alpha chain
217,513,ETNP_100,124.20,36,0,0,3,29,7,,,,1.54E6,8.07E4,5,4,0,0,1,4,1,,17474,Allophycocyanin alpha chain
217,514,ETNP_120,124.20,36,0,0,3,29,7,,,,1.54E6,8.07E4,5,4,0,0,1,4,1,,17474,Allophycocyanin alpha chain
217,515,CAK24452.1,124.20,36,0,0,3,29,7,,,,1.54E6,8.07E4,5,4,0,0,1,4,1,,17375,Allophycocyanin alpha chain [Synechococcus sp. WH 7803]
122,449,ABQ66989.1,122.82,12,0,0,0,10,4,,,,,5.28E4,9,1,0,0,0,11,2,Oxidation (M),54426,ATP synthase F1  alpha subunit [Sphingomonas wittichii RW1]
186,647,EJK51576,122.81,7,0,0,1,5,0,,,,,,7,0,0,0,1,6,0,,71288,hypothetical protein THAOC_29236  Thalassiosira oceanica
186,648,EJK52355,122.81,7,0,0,1,5,0,,,,,,7,0,0,0,1,6,0,,71288,hypothetical protein THAOC_28380  Thalassiosira oceanica
161,447,WP_011219260.1,122.25,15,0,0,0,15,2,,,,6.96E4,,7,1,0,0,0,8,1,Carbamidomethylation; Oxidation (M),35323,type I glyceraldehyde-3-phosphate dehydrogenase [Photobacterium profundum]
132,323,ACY18537.1,121.94,15,0,0,2,13,2,,,,,,9,0,0,0,1,10,1,Oxidation (M),51878,ATP synthase F1  beta subunit [Haliangium ochraceum DSM 14365]
129,231,ACL67820.1,121.92,18,0,0,3,18,2,,,,9.88E5,,10,1,0,0,2,9,1,Oxidation (M),52043,ATP synthase F1  beta subunit [Anaeromyxobacter dehalogenans 2CP-1]
82,574,XP_002179551,121.84,25,0,6,16,25,6,,,,,,6,0,0,1,3,9,3,,12629,histone H2B isoform 1a  Phaeodactylum tricornutum CCAP 1055
82,575,XP_002179210,121.84,25,0,6,16,25,6,,,,,,6,0,0,1,3,9,3,,12629,histone H2B isoform 1b  Phaeodactylum tricornutum CCAP 1055
82,578,EJK52043,121.84,11,0,3,7,11,3,,,,,,6,0,0,1,3,9,3,,27028,hypothetical protein THAOC_28729 partial  Thalassiosira oceanica
82,579,EJK60528,121.84,24,0,6,16,24,6,,,,,,6,0,0,1,3,9,3,,12922,hypothetical protein THAOC_19091  Thalassiosira oceanica
82,580,EJK52561,121.84,24,0,6,16,24,6,,,,,,6,0,0,1,3,9,3,,12922,hypothetical protein THAOC_28149  Thalassiosira oceanica
82,581,EJK69581,121.84,24,0,6,16,24,6,,,,,,6,0,0,1,3,9,3,,12922,hypothetical protein THAOC_09149  Thalassiosira oceanica
82,582,EJK74337,121.84,18,0,4,12,18,4,,,,,,6,0,0,1,3,9,3,,17560,hypothetical protein THAOC_03988  Thalassiosira oceanica
82,583,EJK62506,121.84,9,0,2,6,9,2,,,,,,6,0,0,1,3,9,3,,32474,hypothetical protein THAOC_16881  Thalassiosira oceanica
159,642,ETNP_90,121.45,25,0,0,10,19,6,,,,,3.01E5,6,1,0,0,2,6,1,,12758,Core histone H2A/H2B/H3/H4
135,358,WP_012519826,121.31,22,0,0,10,10,6,,,4.27E5,1.34E5,1.18E5,8,3,0,0,6,4,1,Carbamidomethylation; Oxidation (M),43224,elongation factor Tu Alteromonas mediterranea
135,359,ETNP14_120,121.31,22,0,0,10,10,6,,,4.27E5,1.34E5,1.18E5,8,3,0,0,6,4,1,Carbamidomethylation; Oxidation (M),43251,Elongation factor Tu
118,393,EJK71308,121.24,21,0,0,4,19,2,,,,7.67E5,,10,3,0,0,2,10,1,Carbamidomethylation; Oxidation (M),36071,hypothetical protein THAOC_07275  Thalassiosira oceanica
222,758,ETNP_70,121.16,4,0,0,0,4,0,,,,2.22E6,,5,1,0,0,0,6,0,Oxidation (M),88655,Elongation factor G
222,802,XP_003082972,121.16,4,0,0,0,4,0,,,,2.22E6,,5,1,0,0,0,6,0,Oxidation (M),91361,Mitochondrial elongation factor ISS  Ostreococcus tauri
147,456,ETNP_160,120.94,21,0,0,3,18,0,,,,3.09E4,,9,1,0,0,2,8,0,,51390,ATP synthase subunit beta
147,457,ETNP_180,120.94,21,0,0,3,18,0,,,,3.09E4,,9,1,0,0,2,8,0,,51390,ATP synthase subunit beta
147,458,ETNP_300,120.94,21,0,0,3,18,0,,,,3.09E4,,9,1,0,0,2,8,0,,51390,ATP synthase subunit beta
147,459,ETNP_120,120.94,21,0,0,3,18,0,,,,3.09E4,,9,1,0,0,2,8,0,,51390,ATP synthase subunit beta
147,460,ETNP_150,120.94,21,0,0,3,18,0,,,,3.09E4,,9,1,0,0,2,8,0,,51390,ATP synthase subunit beta
167,307,XP_003083987,120.54,11,0,0,1,9,0,,,,7.57E4,,8,1,0,0,1,7,0,Oxidation (M),72284,putative hsp70 ISS  Ostreococcus tauri
124,336,CAN94607.1,120.47,17,0,0,2,15,2,,,,2.46E4,,11,1,0,0,1,11,1,,50723,H(+)-transporting two-sector ATPase [Sorangium cellulosum So ce56]
225,1231,EJK45858,120.34,4,0,0,1,3,1,,,3.68E5,,,6,1,0,0,1,4,1,,93881,hypothetical protein THAOC_35505  Thalassiosira oceanica
130,452,ACI99630.1,120.00,11,0,0,0,9,4,,,,,,8,0,0,0,0,10,2,Oxidation (M),55036,ATP synthase F1  alpha subunit [Rhodospirillum centenum SW]
141,327,ETNP14_120,119.81,10,0,0,2,9,1,,,1.85E5,,,7,1,0,0,1,9,1,,50611,ATP synthase subunit alpha
141,328,ETNP14_68,119.81,10,0,0,2,8,1,,,1.85E5,,,7,1,0,0,1,9,1,,55316,ATP synthase subunit alpha
152,510,WP_006171953,119.55,13,0,0,2,11,0,,,,,,9,0,0,0,1,9,0,,52810,F0F1 ATP synthase subunit beta Synechococcus sp WH 5701
117,318,NP_100,119.22,12,0,0,0,12,5,,,,4.32E5,,7,1,0,0,0,11,2,,43668,ATP synthase subunit alpha
192,605,WP_006170879,118.17,11,0,0,0,11,0,,,,,,6,0,0,0,0,7,0,Carbamidomethylation; Oxidation (M),35148,glyceraldehyde-3-phosphate dehydrogenase Synechococcus sp WH 5701
331,964,ETNP_120,117.84,39,0,0,0,39,0,,,,3.45E6,,3,3,0,0,0,4,0,Carbamidomethylation,13670,hypothetical protein
331,965,ETNP_100,117.84,30,0,0,0,30,0,,,,3.45E6,,3,3,0,0,0,4,0,Carbamidomethylation,17533,hypothetical protein
247,248,XP_003055985,116.84,10,0,0,0,10,0,,,,4.02E5,,5,2,0,0,0,5,0,,72977,luminal binding heat shock protein 70  Micromonas pusilla CCMP1545
467,311,ETNP_150,115.45,10,0,0,0,10,0,,,,7.13E5,,3,2,0,0,0,3,0,,52658,Glutamine synthetase
467,312,ETNP_180,115.45,10,0,0,0,10,0,,,,7.13E5,,3,2,0,0,0,3,0,,52658,Glutamine synthetase
467,313,ETNP_140,115.45,10,0,0,0,10,0,,,,7.13E5,,3,2,0,0,0,3,0,,52658,Glutamine synthetase
467,314,ETNP_160,115.45,10,0,0,0,10,0,,,,7.13E5,,3,2,0,0,0,3,0,,52658,Glutamine synthetase
467,315,ETNP_300,115.45,10,0,0,0,10,0,,,,7.13E5,,3,2,0,0,0,3,0,,52658,Glutamine synthetase
467,316,ETNP_120,115.45,10,0,0,0,10,0,,,,7.13E5,,3,2,0,0,0,3,0,,52658,Glutamine synthetase
467,317,ETNP_120,115.45,10,0,0,0,10,0,,,,7.13E5,,3,2,0,0,0,3,0,,52658,Glutamine synthetase
136,603,WP_015403956,115.07,14,1,3,4,10,0,,2.23E5,,0E0,,10,2,1,1,3,6,0,Oxidation (M),50534,ATP synthase F1 subcomplex subunit beta Desulfocapsa sulfexigens
139,422,AMC11985.1,114.73,15,0,0,4,14,2,,,,,,8,0,0,0,2,8,1,Carbamidomethylation; Oxidation (M),35808,glyceraldehyde-3-phosphate dehydrogenase [Lutibacter profundi]
46,994,ETNP14_120,114.15,13,4,2,5,13,3,4.05E5,,1.51E6,7.35E6,,12,2,3,1,9,15,2,Carbamidomethylation,42383,Bacterial actin-related protein
151,615,CAN99534.1,113.54,5,0,0,1,5,1,,,,,,6,0,0,0,1,8,1,,68073,H(+)-transporting two-sector ATPase [Sorangium cellulosum So ce56]
131,329,WP_013263763,113.38,12,0,0,0,11,4,,,,,,7,0,0,0,0,10,2,,55998,F0F1 ATP synthase subunit alpha gamma proteobacterium HdN1
103,481,EJK48849,113.06,4,1,0,1,4,1,,,,,,8,0,1,0,1,12,1,Oxidation (M),106682,hypothetical protein THAOC_32320 partial  Thalassiosira oceanica
148,617,CAI88039.1,112.58,8,0,0,2,6,1,,,2.53E5,,,6,1,0,0,1,8,1,,55387,membrane-bound ATP synthase  F1 sector  alpha-subunit [Pseudoalteromonas haloplanktis TAC125]
183,346,XP_003058104,112.18,8,0,0,0,8,0,,,,2.83E5,,6,2,0,0,0,7,0,Oxidation (M),80453,predicted protein  Micromonas pusilla CCMP1545
149,652,WP_011373034.1,111.83,7,0,0,0,7,1,,,,2.78E5,,6,1,0,0,0,9,1,,54950,ATP synthase subunit alpha [Sulfurimonas denitrificans]
156,699,ACL74374.1,111.56,9,0,0,0,9,1,,,,,,6,0,0,0,0,9,1,,55359,H(+)-transporting two-sector ATPase [Thioalkalivibrio sulfidiphilus HL-EbGr7]
154,680,ETNP14_120,111.36,9,0,0,0,9,1,,,,2.09E5,,6,1,0,0,0,9,1,,55353,ATP synthase subunit alpha
150,425,CAK23215.1,110.31,18,0,0,2,18,2,,,,4.64E5,,7,1,0,0,1,8,1,Carbamidomethylation; Oxidation (M),37309,Glyceraldehyde-3-phosphate dehydrogenase [Synechococcus sp. WH 7803]
190,244,ETNP_120,108.87,11,0,0,0,11,0,,,,,,5,0,0,0,0,7,0,,50373,Major capsid protein Gp23
190,245,ETNP_120,108.87,11,0,0,0,11,0,,,,,,5,0,0,0,0,7,0,,50373,Major capsid protein Gp23
162,606,ETNP14_120,108.77,10,0,0,0,9,1,,,,,,6,0,0,0,0,8,1,,55999,ATP synthase subunit alpha
176,497,ETNP14_120,106.81,11,0,0,0,11,2,,,,,,6,0,0,0,0,7,1,Carbamidomethylation; Oxidation (M),36152,Glyceraldehyde-3-phosphate dehydrogenase A
176,498,ETNP14_68,106.81,11,0,0,0,11,2,,,,,,6,0,0,0,0,7,1,Carbamidomethylation; Oxidation (M),35930,Glyceraldehyde-3-phosphate dehydrogenase A
175,448,XP_003059267,106.79,10,0,0,0,10,2,,,,,,6,0,0,0,0,7,1,Carbamidomethylation; Oxidation (M),43089,hypothetical protein MICPUCDRAFT_27359  Micromonas pusilla CCMP1545
200,527,EJK47917,106.64,18,0,0,0,18,4,,,,1.89E5,,6,2,0,0,0,6,1,Carbamidomethylation,22004,hypothetical protein THAOC_33331  Thalassiosira oceanica
213,298,ETNP14_120,106.52,21,0,0,0,21,0,,,,1.54E5,,4,1,0,0,0,6,0,,28872,Major capsid protein Gp23
213,299,NP_85,106.52,20,0,0,0,20,0,,,,1.54E5,,4,1,0,0,0,6,0,,30726,Major capsid protein Gp23
213,301,ETNP_150,106.52,17,0,0,0,17,0,,,,1.54E5,,4,1,0,0,0,6,0,,36972,Major capsid protein Gp23
59,444,ETNP_70,105.88,37,0,0,16,35,0,,,,7.2E5,,13,2,0,0,9,11,0,Oxidation (M),15728,Bacterial actin-related protein
198,634,WP_048498369,104.72,12,0,0,0,12,2,,,,,,6,0,0,0,0,6,1,Carbamidomethylation,36027,glyceraldehyde-3-phosphate dehydrogenase Chryseobacterium koreense
174,396,WP_015896187,104.55,11,0,0,2,10,2,,,,,,7,0,0,0,1,6,1,,52034,ATP synthase subunit beta Acidobacterium capsulatum
231,1052,WP_053230240,104.48,7,0,0,0,7,2,,,,5.84E6,,4,2,0,0,0,5,1,,36307,glyceraldehyde-3-phosphate dehydrogenase Phycisphaera mikurensis
334,251,EJK47731,104.24,9,0,0,0,9,0,,,,2.53E6,,4,3,0,0,0,4,0,,53835,hypothetical protein THAOC_33528  Thalassiosira oceanica
181,573,XP_002177987,104.17,6,1,0,0,5,1,1.66E4,,,,,6,1,1,0,0,5,1,Carbamidomethylation,65350,triosephosphate isomerase glyceraldehyde-3-phosphate dehydrogenase precursor  Phaeodactylum tricornutum CCAP 1055
273,490,ETNP_100,103.17,27,0,0,0,22,13,,,,2.31E6,3.07E5,4,4,0,0,0,3,2,,18151,R-phycocyanin-2 beta chain
273,491,ETNP_120,103.17,27,0,0,0,22,13,,,,2.31E6,3.07E5,4,4,0,0,0,3,2,,18151,R-phycocyanin-2 beta chain
273,492,ETNP_90,103.17,27,0,0,0,22,13,,,,2.31E6,3.07E5,4,4,0,0,0,3,2,,18151,R-phycocyanin-2 beta chain
273,493,ETNP_120,103.17,27,0,0,0,22,13,,,,2.31E6,3.07E5,4,4,0,0,0,3,2,,18151,R-phycocyanin-2 beta chain
172,529,ETNP14_68,103.05,10,0,0,4,10,3,,,,2.68E5,,7,2,0,0,3,4,1,,49943,ATP synthase subunit beta
165,690,ETNP_120,102.75,12,0,0,0,11,6,,,,,4.68E5,6,1,0,0,0,6,2,Oxidation (M),33499,ATP synthase subunit beta
235,1134,ETNP_300,102.46,8,0,0,0,8,2,,,,4.3E5,,5,1,0,0,0,5,1,Carbamidomethylation,36092,Glyceraldehyde-3-phosphate dehydrogenase
228,538,XP_002177670,102.03,9,0,0,0,9,2,,,,,,5,0,0,0,0,5,1,Carbamidomethylation,35791,predicted protein  Phaeodactylum tricornutum CCAP 1055
160,400,EJK51577,101.86,9,0,0,0,9,0,,,,2.97E6,,7,1,0,0,0,9,0,,80646,hypothetical protein THAOC_29237  Thalassiosira oceanica
300,910,WP_011217464.1,101.68,7,0,0,1,5,0,,,,1.87E5,,4,1,0,0,1,3,0,,69359,molecular chaperone DnaK [Photobacterium profundum]
155,308,ETNP14_68,101.35,47,0,0,26,37,0,,,0E0,4.18E6,,7,2,0,0,3,7,0,,15493,Ubiquitin family protein
227,442,WP_015403936,101.29,11,0,0,0,11,2,,,,3.45E5,,4,1,0,0,0,5,1,Carbamidomethylation,36048,glyceraldehyde-3-phosphate dehydrogenase Desulfocapsa sulfexigens
223,981,WP_009772212.1,100.67,8,1,0,0,7,2,,,,,,5,0,1,0,0,4,1,Carbamidomethylation,35590,type I glyceraldehyde-3-phosphate dehydrogenase [marine actinobacterium PHSC20C1]
55,530,ETNP_70,98.65,24,6,10,5,22,12,,,,5.89E6,,10,2,2,3,1,12,4,,19618,Core histone H2A/H2B/H3/H4
196,360,NP_85,97.90,19,0,0,0,19,0,,,,4.65E6,,5,5,0,0,0,7,0,Oxidation (M),34628,Divinyl chlorophyll a/b light-harvesting protein PcbB
196,361,NP_85,97.90,17,0,0,0,17,0,,,,4.65E6,,5,5,0,0,0,7,0,Oxidation (M),38586,Divinyl chlorophyll a/b light-harvesting protein PcbB
196,362,ETNP_90,97.90,17,0,0,0,17,0,,,,4.65E6,,5,5,0,0,0,7,0,Oxidation (M),38538,Divinyl chlorophyll a/b light-harvesting protein PcbB
196,367,ETNP_100,97.90,24,0,0,0,24,0,,,,4.65E6,,5,5,0,0,0,7,0,Oxidation (M),27289,Divinyl chlorophyll a/b light-harvesting protein PcbB
196,368,ETNP_140,97.90,24,0,0,0,24,0,,,,4.65E6,,5,5,0,0,0,7,0,Oxidation (M),28052,Divinyl chlorophyll a/b light-harvesting protein PcbB
196,369,ETNP_140,97.90,24,0,0,0,24,0,,,,4.65E6,,5,5,0,0,0,7,0,Oxidation (M),28052,Divinyl chlorophyll a/b light-harvesting protein PcbB
356,1070,ETNP_160,97.81,18,0,0,3,15,0,,,,3.81E6,,3,2,0,0,1,3,0,Carbamidomethylation,19586,bifunctional homocysteine S-methyltransferase/5 10-methylenetetrahydrofolate reductase protein
356,1072,ETNP_120,97.81,15,0,0,2,13,0,,,,3.81E6,,3,2,0,0,1,3,0,Carbamidomethylation,22388,Bifunctional homocysteine S-methyltransferase/5 10-methylenetetrahydrofolate reductase
341,763,ETNP_70,96.52,10,0,0,0,10,0,,,,2.95E5,,4,3,0,0,0,4,0,,38661,DEAD-box ATP-dependent RNA helicase CshA
341,771,ETNP_60,96.52,27,0,0,0,27,0,,,,2.95E5,,4,3,0,0,0,4,0,,15336,ATP-dependent RNA helicase DbpA
194,819,WP_012184043.1,96.37,5,0,0,0,5,0,,,,6.03E5,,4,1,0,0,0,7,0,,59569,ATP synthase subunit alpha [Salinispora arenicola]
173,1328,ETNP_120,95.50,15,0,0,0,15,0,,,,6.02E6,,5,2,0,0,0,8,0,Oxidation (M),19535,Core histone H2A/H2B/H3/H4
173,1329,ETNP_120,95.50,15,0,0,0,15,0,,,,6.02E6,,5,2,0,0,0,8,0,Oxidation (M),19535,Core histone H2A/H2B/H3/H4
274,776,ETNP_120,94.64,8,0,0,0,8,0,,,,5.55E5,,5,1,0,0,0,5,0,Carbamidomethylation,33492,Adenosylhomocysteinase
493,731,ETNP_100,94.38,11,0,0,1,9,0,,,,1.44E5,,3,2,0,0,1,2,0,,47252,Aliphatic amidase expression-regulating protein
493,732,ETNP_90,94.38,11,0,0,1,9,0,,,,1.44E5,,3,2,0,0,1,2,0,,47219,Aliphatic amidase expression-regulating protein
493,733,ETNP_120,94.38,11,0,0,1,9,0,,,,1.44E5,,3,2,0,0,1,2,0,,47218,Aliphatic amidase expression-regulating protein
493,737,ETNP_120,94.38,18,0,0,2,16,0,,,,1.44E5,,3,2,0,0,1,2,0,,28803,Aliphatic amidase expression-regulating protein
470,772,ETNP_120,94.16,6,0,0,0,6,0,,,,1.28E6,,3,1,0,0,0,3,0,,55294,Chaperone protein HscA
435,1186,AAV93374.1,94.14,6,0,0,0,6,0,,,,6.9E4,,3,1,0,0,0,3,0,,68438,chaperone protein DnaK [Ruegeria pomeroyi DSS-3]
184,559,|#CONTAM#KCRM_HUMAN|,93.85,12,1,0,0,10,0,7.17E4,,,5.45E6,,6,6,1,0,0,6,0,Carbamidomethylation; Oxidation (M),43101,sp|#CONTAM#KCRM_HUMAN|
153,666,ETNP_100,93.83,22,0,0,5,17,0,,,,,,7,0,0,0,2,8,0,Oxidation (M),25709,ATP synthase subunit beta
379,1187,ACL72060.1,93.58,4,0,0,0,4,0,,,,2.99E5,,3,1,0,0,0,3,0,,69312,chaperone protein DnaK [Thioalkalivibrio sulfidiphilus HL-EbGr7]
417,1221,ETNP_120,93.56,4,0,0,1,3,0,,,7.45E4,,,3,1,0,0,1,2,0,Oxidation (M),67243,Chaperone protein dnaK2
417,1222,ETNP_110,93.56,4,0,0,1,3,0,,,7.45E4,,,3,1,0,0,1,2,0,Oxidation (M),67243,Chaperone protein dnaK2
417,1223,ETNP_90,93.56,4,0,0,1,3,0,,,7.45E4,,,3,1,0,0,1,2,0,Oxidation (M),67241,Chaperone protein dnaK2
417,1224,ETNP_100,93.56,4,0,0,1,3,0,,,7.45E4,,,3,1,0,0,1,2,0,Oxidation (M),67272,Chaperone protein dnaK2
417,1225,ETNP_120,93.56,4,0,0,1,3,0,,,7.45E4,,,3,1,0,0,1,2,0,Oxidation (M),67241,Chaperone protein dnaK2
401,1228,ETNP14_120,93.03,5,0,0,0,5,0,,,,3.35E5,,3,1,0,0,0,3,0,,62277,Chaperone protein DnaK
436,1262,ETNP14_120,92.61,5,0,0,2,3,0,,,1.39E5,,,3,1,0,0,1,2,0,,63524,Chaperone protein DnaK
199,1410,XP_003074441,92.56,15,0,0,0,15,0,,,,1.15E6,,4,1,0,0,0,7,0,Oxidation (M),15088,Histones H3 and H4 ISS  Ostreococcus tauri
451,1378,WP_011824676.1,92.46,4,0,0,1,3,0,,,2.66E5,,,3,1,0,0,1,2,0,Oxidation (M),67952,molecular chaperone DnaK [Prochlorococcus marinus]
342,829,ETNP_90,91.45,19,0,0,0,19,0,,,,8.39E5,,2,1,0,0,0,4,0,Oxidation (M),14478,hypothetical protein
357,1421,WP_031446160,91.16,5,1,0,0,4,0,,,,4.16E6,,3,2,1,0,0,3,0,,42540,phosphoglycerate kinase  Arenibacter algicola
357,1739,KJS05847,91.16,5,1,0,0,4,0,,,,4.16E6,,3,2,1,0,0,3,0,,42457,phosphoglycerate kinase Flavobacteriales bacterium BRH_c54
234,1026,ETNP_120,90.55,46,0,0,0,46,0,,,,6.24E5,,5,2,0,0,0,6,0,,7901,Core histone H2A/H2B/H3/H4
1053,1124,ETNP_120,90.23,20,0,0,0,20,0,,,,3.87E5,,2,2,0,0,0,2,0,Carbamidomethylation,25965,Phycoerythrin class 2 subunit gamma  linker polypeptide
1053,1125,ETNP_100,90.23,17,0,0,0,17,0,,,,3.87E5,,2,2,0,0,0,2,0,Carbamidomethylation,31773,Phycoerythrin class 2 subunit gamma  linker polypeptide
1053,1126,ETNP_120,90.23,17,0,0,0,17,0,,,,3.87E5,,2,2,0,0,0,2,0,Carbamidomethylation,31773,Phycoerythrin class 2 subunit gamma  linker polypeptide
248,532,ABE39462.1,89.55,10,0,0,0,8,2,,,,2.43E5,,5,1,0,0,0,4,1,,57974,chaperonin GroEL [Rhodopseudomonas palustris BisB5]
312,401,ETNP_120,89.55,13,0,0,0,11,3,,,,,,4,0,0,0,0,3,1,Carbamidomethylation,43395,Elongation factor Tu
166,551,CAK24443.1,89.46,8,0,0,0,8,4,,,,1.12E5,,5,1,0,0,0,6,2,Oxidation (M),54128,ATP synthase alpha chain [Synechococcus sp. WH 7803]
264,385,WP_011824476.1,89.39,15,0,0,0,10,5,,,,,2.12E5,5,1,0,0,0,3,2,Carbamidomethylation,43582,elongation factor Tu [Prochlorococcus marinus]
264,386,WP_038654262,89.39,15,0,0,0,10,5,,,,,2.12E5,5,1,0,0,0,3,2,Carbamidomethylation,43584,elongation factor Tu Prochlorococcus sp MIT 0801
232,1389,|#CONTAM#KRHB4_HUMAN|,89.03,4,0,0,0,2,2,,,,,3.97E5,4,1,0,0,0,4,2,,64895,sp|#CONTAM#KRHB4_HUMAN|
229,610,WP_012910941,88.69,10,0,0,0,10,0,,,,4.97E4,,6,1,0,0,0,6,0,Carbamidomethylation,48467,S-adenosyl-L-homocysteine hydrolase Pirellula staleyi
533,2053,ETNP_120,88.65,8,0,0,0,8,0,,,,6.19E6,,2,2,0,0,0,3,0,,21845,hypothetical protein
352,331,ETNP_160,88.54,8,0,0,0,8,0,,,,4.97E5,,3,1,0,0,0,4,0,,44908,Isocitrate dehydrogenase [NADP]
352,351,ETNP_160,88.54,9,0,0,0,9,0,,,,4.97E5,,3,1,0,0,0,4,0,,39218,Isocitrate dehydrogenase [NADP]
391,683,XP_002183313,88.51,15,0,0,0,15,0,,,,1.38E6,,2,2,0,0,0,3,0,,22571,predicted protein  Phaeodactylum tricornutum CCAP 1055
391,695,XP_003055720,88.51,15,0,0,0,15,0,,,,1.38E6,,2,2,0,0,0,3,0,,22725,predicted protein  Micromonas pusilla CCMP1545
391,700,EJK68249,88.51,13,0,0,0,13,0,,,,1.38E6,,2,2,0,0,0,3,0,,25610,hypothetical protein THAOC_10589  Thalassiosira oceanica
170,768,ETNP_160,88.40,9,0,0,2,7,2,,,,,,6,0,0,0,2,5,1,,53152,ATP synthase subunit beta
170,769,ETNP_180,88.40,9,0,0,2,7,2,,,,,,6,0,0,0,2,5,1,,53152,ATP synthase subunit beta
