,ProteinID,Alignments_x,SpecCounts_x,Unique_x,Coverage_x,Protein description_x,Alignments_y,SpecCounts_y,Unique_y,Coverage_y,Protein description_y
134,PMM0195,15.0,20.0,15.0,0.29600000000000004,| pgk | phosphoglycerate kinase1520150.296| pgk | phosphoglycerate kinase,16.0,24.0,16.0,0.281,| pgk | phosphoglycerate kinase
135,PMM0197,1.0,1.0,1.0,0.019,| murG | undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase1110.019| murG | undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase,1.0,1.0,1.0,0.019,| murG | undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase
136,PMM0198,1.0,1.0,1.0,0.021,| hisC/cobC | aminotransferase class-I1110.021| hisC/cobC | aminotransferase class-I,1.0,1.0,1.0,0.021,| hisC/cobC | aminotransferase class-I
137,PMM0199,1.0,1.0,1.0,0.018000000000000002,| pyrD | dihydroorotate dehydrogenase 21110.018| pyrD | dihydroorotate dehydrogenase 2,3.0,3.0,2.0,0.085,| pyrD | dihydroorotate dehydrogenase 2
138,PMM0200,7.0,7.0,7.0,0.212,| rnhA | ribonuclease HI7770.212| rnhA | ribonuclease HI,5.0,5.0,5.0,0.175,| rnhA | ribonuclease HI
139,PMM0201,14.0,25.0,14.0,0.44299999999999995,| rplL | 50S ribosomal protein L7/L121425140.443| rplL | 50S ribosomal protein L7/L12,15.0,28.0,15.0,0.42700000000000005,| rplL | 50S ribosomal protein L7/L12
140,PMM0202,2.0,3.0,2.0,0.131,| rplJ | 50S ribosomal protein L102320.131| rplJ | 50S ribosomal protein L10,2.0,3.0,2.0,0.131,| rplJ | 50S ribosomal protein L10
141,PMM0203,6.0,6.0,6.0,0.23399999999999999,| rplA | 50S ribosomal protein L16660.234| rplA | 50S ribosomal protein L1,7.0,7.0,7.0,0.23399999999999999,| rplA | 50S ribosomal protein L1
142,PMM0204,3.0,5.0,3.0,0.22,| rplK | 50S ribosomal protein L113530.22| rplK | 50S ribosomal protein L11,2.0,2.0,2.0,0.17,| rplK | 50S ribosomal protein L11
143,PMM0205,3.0,4.0,3.0,0.14300000000000002,| nusG | transcription antitermination protein NusG3430.143| nusG | transcription antitermination protein NusG,5.0,6.0,4.0,0.192,| nusG | transcription antitermination protein NusG
144,PMM0206,1.0,2.0,1.0,0.139,| secE | preprotein translocase subunit SecE1210.139| secE | preprotein translocase subunit SecE,,,,,
145,PMM0207,9.0,9.0,9.0,0.099,| clpB2 | putative ATP-dependent Clp protease9990.099| clpB2 | putative ATP-dependent Clp protease ATP-binding subunit ClpB,6.0,6.0,6.0,0.069,| clpB2 | putative ATP-dependent Clp protease Hsp 100 ATP-binding subunit ClpB
146,PMM0208,6.0,7.0,6.0,0.16699999999999998,| eno | enolase6760.167| eno | enolase,9.0,9.0,9.0,0.21600000000000003,| eno | enolase
147,PMM0209,4.0,4.0,4.0,0.081,| PMM0209 | putative kinase4440.081| PMM0209 | putative kinase,2.0,2.0,2.0,0.04,| PMM0209 | putative kinase
148,PMM0211,3.0,3.0,3.0,0.11,| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase3330.11| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase,5.0,5.0,5.0,0.132,| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase
149,PMM0212,1.0,3.0,1.0,0.11800000000000001,| PMM0212 | hypothetical protein1310.118| PMM0212 | hypothetical protein,3.0,4.0,3.0,0.215,| PMM0212 | hypothetical protein
150,PMM0213,1.0,1.0,1.0,0.021,| sbtA | putative sodium-dependent bicarbonate transporter1110.021| sbtA | putative sodium-dependent bicarbonate transporter,1.0,1.0,1.0,0.021,| sbtA | putative sodium-dependent bicarbonate transporter
151,PMM0214,7.0,13.0,7.0,0.113,| PMM0214 | putative sulfate transporter71370.113| PMM0214 | putative sulfate transporter,6.0,14.0,6.0,0.085,| PMM0214 | putative sulfate transporter
152,PMM0215,5.0,6.0,5.0,0.114,| PMM0215 | delta-aminolevulinic acid dehydratase5650.114| PMM0215 | delta-aminolevulinic acid dehydratase,6.0,7.0,6.0,0.099,| PMM0215 | delta-aminolevulinic acid dehydratase
153,PMM0217,1.0,1.0,1.0,0.012,| mutS | DNA mismatch repair protein MutS family protein1110.012| mutS | DNA mismatch repair protein MutS family protein,,,,,
154,PMM0218,1.0,1.0,1.0,0.027999999999999997,| obgE | GTPase ObgE1110.028| obgE | GTPase ObgE,,,,,
155,PMM0219,1.0,1.0,1.0,0.183,| PMM0219 | hypothetical protein1110.183| PMM0219 | hypothetical protein,1.0,1.0,1.0,0.183,| PMM0219 | hypothetical protein
156,PMM0223,5.0,5.0,5.0,0.133,| psbA | photosystem II PsbA protein (D1)5550.133| psbA | photosystem II PsbA protein (D1),5.0,6.0,5.0,0.133,| psbA | photosystem II PsbA protein (D1)
157,PMM0224,3.0,4.0,3.0,0.099,| aroC | chorismate synthase3430.099| aroC | chorismate synthase,4.0,4.0,4.0,0.113,| aroC | chorismate synthase
158,PMM0225,1.0,1.0,1.0,0.033,| PMM0225 | 2-keto-3-deoxy-6-phosphogluconate aldolase1110.033| PMM0225 | 2-keto-3-deoxy-6-phosphogluconate aldolase,1.0,1.0,1.0,0.033,| PMM0225 | 2-keto-3-deoxy-6-phosphogluconate aldolase
159,PMM0226,5.0,6.0,5.0,0.086,| ftsH2 | cell division protein FtsH25650.086| ftsH2 | cell division protein FtsH2,5.0,6.0,5.0,0.094,| ftsH2 | cell division protein FtsH2
160,PMM0227,5.0,5.0,4.0,0.113,| cysD | ATP-sulfurylase5540.113| cysD | ATP-sulfurylase,4.0,4.0,4.0,0.09,| cysD | ATP-sulfurylase
161,PMM0228,11.0,18.0,11.0,0.28800000000000003,| psbO | photosystem II manganese-stabilizing protein1118110.288| psbO | photosystem II manganese-stabilizing protein,9.0,17.0,9.0,0.231,| psbO | photosystem II manganese-stabilizing protein
162,PMM0229,1.0,1.0,1.0,0.028999999999999998,| dfp | putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase1110.029| dfp | putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase,1.0,1.0,1.0,0.028999999999999998,| dfp | putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase
163,PMM0233,4.0,4.0,4.0,0.109,| pyrB | aspartate carbamoyltransferase catalytic subunit4440.109| pyrB | aspartate carbamoyltransferase catalytic subunit,3.0,4.0,3.0,0.086,| pyrB | aspartate carbamoyltransferase catalytic subunit
164,PMM0235,6.0,7.0,6.0,0.433,| gatC | aspartyl/glutamyl-tRNA amidotransferase subunit C6760.433| gatC | aspartyl/glutamyl-tRNA amidotransferase subunit C,4.0,5.0,4.0,0.433,| gatC | aspartyl/glutamyl-tRNA amidotransferase subunit C
165,PMM0238,8.0,9.0,8.0,0.059000000000000004,| ileS | isoleucyl-tRNA synthetase8980.059| ileS | isoleucyl-tRNA synthetase,7.0,8.0,7.0,0.067,| ileS | isoleucyl-tRNA synthetase
166,PMM0241,5.0,5.0,5.0,0.10800000000000001,| PMM0241 | phosphotransferase superclass5550.108| PMM0241 | phosphotransferase superclass,4.0,4.0,4.0,0.09300000000000001,| PMM0241 | phosphotransferase superclass
167,PMM0242,1.0,1.0,1.0,0.07200000000000001,| txlA | thioredoxin-like protein TxlA1110.072| txlA | thioredoxin-like protein TxlA,,,,,
168,PMM0243,3.0,3.0,3.0,0.13699999999999998,| thyX | FAD-dependent thymidylate synthase3330.137| thyX | FAD-dependent thymidylate synthase,3.0,3.0,2.0,0.10400000000000001,| thyX | FAD-dependent thymidylate synthase
169,PMM0244,1.0,1.0,1.0,0.061,| dcd | deoxycytidine triphosphate deaminase1110.061| dcd | deoxycytidine triphosphate deaminase,2.0,2.0,2.0,0.11199999999999999,| dcd | deoxycytidine triphosphate deaminase
170,PMM0248,1.0,1.0,1.0,0.040999999999999995,| PMM0248 | hypothetical protein1110.041| PMM0248 | hypothetical protein,1.0,1.0,1.0,0.040999999999999995,| PMM0248 | hypothetical protein
171,PMM0250,2.0,2.0,2.0,0.07400000000000001,| pth | peptidyl-tRNA hydrolase2220.074| pth | peptidyl-tRNA hydrolase,4.0,4.0,4.0,0.172,| pth | peptidyl-tRNA hydrolase
172,PMM0251,1.0,5.0,1.0,0.121,| psbH | photosystem II reaction center protein H1510.121| psbH | photosystem II reaction center protein H,1.0,5.0,1.0,0.121,| psbH | photosystem II reaction center protein H
173,PMM0254,7.0,7.0,7.0,0.096,| PMM0254 | hypothetical protein7770.096| PMM0254 | hypothetical protein,8.0,8.0,8.0,0.111,| PMM0254 | hypothetical protein
174,PMM0256,1.0,1.0,1.0,0.032,| leuC | isopropylmalate isomerase large subunit1110.032| leuC | isopropylmalate isomerase large subunit,,,,,
175,PMM0257,4.0,4.0,4.0,0.085,| PMM0257 | molybdenum cofactor biosynthesis protein4440.085| PMM0257 | molybdenum cofactor biosynthesis protein,4.0,4.0,4.0,0.08800000000000001,| PMM0257 | molybdenum cofactor biosynthesis protein
176,PMM0258,7.0,8.0,7.0,0.165,| glyA | serine hydroxymethyltransferase7870.165| glyA | serine hydroxymethyltransferase,9.0,9.0,9.0,0.239,| glyA | serine hydroxymethyltransferase
177,PMM0260,2.0,2.0,2.0,0.258,| PMM0260 | hypothetical protein2220.258| PMM0260 | hypothetical protein,1.0,1.0,1.0,0.129,| PMM0260 | hypothetical protein
178,PMM0263,2.0,2.0,2.0,0.037000000000000005,| amt1 | ammonium transporter2220.037| amt1 | ammonium transporter,1.0,1.0,1.0,0.016,| amt1 | ammonium transporter
179,PMM0266,1.0,1.0,1.0,0.017,| purH | bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase1110.017| purH | bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,3.0,3.0,3.0,0.062,| purH | bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
180,PMM0269,1.0,1.0,1.0,0.024,| PMM0269 | two-component sensor histidine kinase1110.024| PMM0269 | two-component sensor histidine kinase,4.0,4.0,4.0,0.10300000000000001,| PMM0269 | two-component sensor histidine kinase
181,PMM0270,1.0,1.0,1.0,0.037000000000000005,| CobS | cobalamin-5-phosphate synthase CobS1110.037| CobS | cobalamin-5-phosphate synthase CobS,1.0,1.0,1.0,0.037000000000000005,| CobS | cobalamin-5-phosphate synthase CobS
182,PMM0273,2.0,2.0,2.0,0.063,| PMM0273 | putative oxidoreductase2220.063| PMM0273 | putative oxidoreductase,5.0,5.0,5.0,0.171,| PMM0273 | putative oxidoreductase
183,PMM0274,4.0,4.0,4.0,0.076,| PMM0274 | hypothetical protein4440.076| PMM0274 | hypothetical protein,3.0,3.0,3.0,0.062,| PMM0274 | hypothetical protein
184,PMM0275,1.0,1.0,1.0,0.043,| pyrE | orotate phosphoribosyltransferase1110.043| pyrE | orotate phosphoribosyltransferase,2.0,2.0,2.0,0.11800000000000001,| pyrE | orotate phosphoribosyltransferase
185,PMM0276,3.0,3.0,3.0,0.08900000000000001,| PMM0276 | hypothetical protein3330.089| PMM0276 | hypothetical protein,1.0,1.0,1.0,0.032,| PMM0276 | hypothetical protein
186,PMM0277,2.0,2.0,2.0,0.034,| PMM0277 | putative nuclease (RecB family)2220.034| PMM0277 | putative nuclease (RecB family),1.0,1.0,1.0,0.019,| PMM0277 | putative nuclease (RecB family)
187,PMM0278,9.0,9.0,9.0,0.18100000000000002,| PMM0278 | phosphotransferase superclass9990.181| PMM0278 | phosphotransferase superclass,6.0,6.0,6.0,0.128,| PMM0278 | phosphotransferase superclass
188,PMM0279,1.0,1.0,1.0,0.047,| PMM0279 | hypothetical protein1110.047| PMM0279 | hypothetical protein,1.0,1.0,1.0,0.052000000000000005,| PMM0279 | hypothetical protein
189,PMM0281,1.0,2.0,1.0,0.04,| hisB | imidazoleglycerol-phosphate dehydratase1210.04| hisB | imidazoleglycerol-phosphate dehydratase,,,,,
190,PMM0282,8.0,10.0,8.0,0.28800000000000003,| fabI | enoyl-(acyl carrier protein) reductase81080.288| fabI | enoyl-(acyl carrier protein) reductase,9.0,11.0,9.0,0.396,| fabI | enoyl-(acyl carrier protein) reductase
191,PMM0284,4.0,4.0,4.0,0.077,| degT | putative pleiotropic regulatory protein4440.077| degT | putative pleiotropic regulatory protein,4.0,4.0,4.0,0.077,| degT | putative pleiotropic regulatory protein
192,PMM0285,2.0,2.0,2.0,0.028999999999999998,| phr | putative DNA photolyase2220.029| phr | putative DNA photolyase,1.0,1.0,1.0,0.013000000000000001,| phr | putative DNA photolyase
193,PMM0286,2.0,2.0,2.0,0.075,| PMM0286 | NUDIX hydrolase2220.075| PMM0286 | NUDIX hydrolase,3.0,3.0,3.0,0.11800000000000001,| PMM0286 | NUDIX hydrolase
194,PMM0287,2.0,2.0,0.0,0.086,| folK | 2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase2200.086| folK | 2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,,,,,
195,PMM0288,1.0,1.0,1.0,0.012,| chlD | protoporphyrin IX magnesium chelatase subunit ChlD1110.012| chlD | protoporphyrin IX magnesium chelatase subunit ChlD,3.0,3.0,3.0,0.042,| chlD | protoporphyrin IX magnesium chelatase subunit ChlD
196,PMM0289,1.0,1.0,1.0,0.043,| PMM0289 | putative ABC transporter1110.043| PMM0289 | putative ABC transporter,2.0,2.0,2.0,0.068,| PMM0289 | putative ABC transporter
197,PMM0290,2.0,2.0,2.0,0.081,| PMM0290 | ABC transporter ATP-binding protein2220.081| PMM0290 | ABC transporter ATP-binding protein,,,,,
198,PMM0291,1.0,1.0,1.0,0.018000000000000002,| PMM0291 | hypothetical protein1110.018| PMM0291 | hypothetical protein,1.0,1.0,1.0,0.023,| PMM0291 | hypothetical protein
199,PMM0292,2.0,3.0,2.0,0.091,| ndhJ | NADH dehydrogenase subunit J2320.091| ndhJ | NADH dehydrogenase subunit J,1.0,1.0,1.0,0.051,| ndhJ | NADH dehydrogenase subunit J
200,PMM0294,1.0,1.0,1.0,0.057999999999999996,| ndhC | NADH dehydrogenase subunit A1110.058| ndhC | NADH dehydrogenase subunit A,,,,,
201,PMM0295,1.0,1.0,1.0,0.07,| rub | putative rubredoxin1110.07| rub | putative rubredoxin,2.0,2.0,2.0,0.141,| rub | putative rubredoxin
202,PMM0298,1.0,1.0,1.0,0.27699999999999997,| psbF | cytochrome b559 subunit beta1110.277| psbF | cytochrome b559 subunit beta,1.0,1.0,1.0,0.17,| psbF | cytochrome b559 subunit beta
203,PMM0301,5.0,5.0,5.0,0.153,| PMM0301 | 5'-methylthioadenosine phosphorylase5550.153| PMM0301 | 5'-methylthioadenosine phosphorylase,4.0,4.0,4.0,0.121,| PMM0301 | 5'-methylthioadenosine phosphorylase
204,PMM0302,5.0,6.0,5.0,0.07,| selD | selenide5650.07| selD | selenide,7.0,8.0,7.0,0.085,| selD | selenidewater dikinase
205,PMM0306,2.0,2.0,2.0,0.044000000000000004,| cpeS | phycoerythrin linker protein CpeS-like protein2220.044| cpeS | phycoerythrin linker protein CpeS-like protein,1.0,1.0,1.0,0.044000000000000004,| cpeS | phycoerythrin linker protein CpeS-like protein
206,PMM0310,1.0,1.0,1.0,0.02,| PMM0310 | carbohydrate kinase1110.02| PMM0310 | carbohydrate kinase,3.0,3.0,3.0,0.054000000000000006,| PMM0310 | carbohydrate kinase
207,PMM0311,6.0,7.0,6.0,0.121,| metK | S-adenosylmethionine synthetase6760.121| metK | S-adenosylmethionine synthetase,8.0,9.0,8.0,0.126,| metK | S-adenosylmethionine synthetase
208,PMM0312,11.0,13.0,11.0,0.275,| rps1a | 30S ribosomal protein S11113110.275| rps1a | 30S ribosomal protein S1,7.0,9.0,7.0,0.196,| rps1a | 30S ribosomal protein S1
209,PMM0313,2.0,3.0,2.0,0.10099999999999999,| nrdR | transcriptional regulator NrdR2320.101| nrdR | transcriptional regulator NrdR,1.0,1.0,1.0,0.063,| nrdR | transcriptional regulator NrdR
210,PMM0315,13.0,20.0,13.0,0.174,| psbB | photosystem II PsbB protein (CP47)1320130.174| psbB | photosystem II PsbB protein (CP47),12.0,21.0,12.0,0.152,| psbB | photosystem II PsbB protein (CP47)
211,PMM0317,1.0,1.0,1.0,0.18,| psbM | photosystem II reaction center protein M1110.18| psbM | photosystem II reaction center protein M,,,,,
212,PMM0319,1.0,1.0,1.0,0.062,| PMM0319 | hypothetical protein1110.062| PMM0319 | hypothetical protein,,,,,
213,PMM0320,10.0,10.0,10.0,0.491,| minE | cell division topological specificity factor MinE1010100.491| minE | cell division topological specificity factor MinE,8.0,8.0,8.0,0.491,| minE | cell division topological specificity factor MinE
214,PMM0321,4.0,5.0,4.0,0.14400000000000002,| minD | putative septum site-determining protein MinD4540.144| minD | putative septum site-determining protein MinD,4.0,4.0,4.0,0.14400000000000002,| minD | putative septum site-determining protein MinD
215,PMM0322,2.0,2.0,2.0,0.086,| minC | septum site-determining protein2220.086| minC | septum site-determining protein,1.0,1.0,1.0,0.040999999999999995,| minC | septum site-determining protein
216,PMM0323,4.0,6.0,4.0,0.091,| PMM0323 | hypothetical protein4640.091| PMM0323 | hypothetical protein,2.0,2.0,2.0,0.045,| PMM0323 | hypothetical protein
217,PMM0324,6.0,8.0,6.0,0.142,| ctpA | carboxyl-terminal protease6860.142| ctpA | carboxyl-terminal protease,6.0,8.0,6.0,0.11,| ctpA | carboxyl-terminal protease
218,PMM0327,3.0,3.0,3.0,0.077,| PMM0327 | putative neutral invertase-like protein3330.077| PMM0327 | putative neutral invertase-like protein,3.0,3.0,3.0,0.069,| PMM0327 | putative neutral invertase-like protein
219,PMM0328,1.0,1.0,1.0,0.024,| FPG | formamidopyrimidine-DNA glycosylase1110.024| FPG | formamidopyrimidine-DNA glycosylase,1.0,1.0,1.0,0.024,| FPG | formamidopyrimidine-DNA glycosylase
220,PMM0329,1.0,1.0,1.0,0.13,| psaE | photosystem I reaction center subunit IV1110.13| psaE | photosystem I reaction center subunit IV,1.0,2.0,1.0,0.13,| psaE | photosystem I reaction center subunit IV
221,PMM0330,3.0,6.0,3.0,0.138,| PMM0330 | LysM domain-containing protein3630.138| PMM0330 | LysM domain-containing protein,3.0,6.0,3.0,0.11900000000000001,| PMM0330 | LysM domain-containing protein
222,PMM0331,2.0,2.0,2.0,0.037000000000000005,| PMM0331 | putative aldehyde dehydrogenase2220.037| PMM0331 | putative aldehyde dehydrogenase,3.0,3.0,2.0,0.054000000000000006,| PMM0331 | putative aldehyde dehydrogenase
223,PMM0333,1.0,1.0,1.0,0.031,| rimI | GCN5-related N-acetyltransferase1110.031| rimI | GCN5-related N-acetyltransferase,,,,,
224,PMM0338,2.0,2.0,2.0,0.121,| PMM0338 | hypothetical protein2220.121| PMM0338 | hypothetical protein,1.0,1.0,1.0,0.111,| PMM0338 | hypothetical protein
225,PMM0340,1.0,1.0,1.0,0.054000000000000006,| PMM0340 | hypothetical protein1110.054| PMM0340 | hypothetical protein,1.0,1.0,1.0,0.054000000000000006,| PMM0340 | hypothetical protein
226,PMM0341,2.0,2.0,2.0,0.408,| PMM0341 | hypothetical protein2220.408| PMM0341 | hypothetical protein,,,,,
227,PMM0343,1.0,2.0,1.0,0.10400000000000001,| PMM0343 | mttA/Hcf106 family protein1210.104| PMM0343 | mttA/Hcf106 family protein,2.0,2.0,2.0,0.10400000000000001,| PMM0343 | mttA/Hcf106 family protein
228,PMM0345,1.0,1.0,1.0,0.067,| PMM0345 | putative bacterioferritin comigratory protein1110.067| PMM0345 | putative bacterioferritin comigratory protein,1.0,2.0,1.0,0.067,| PMM0345 | putative bacterioferritin comigratory protein
229,PMM0353,2.0,2.0,2.0,0.057999999999999996,| PMM0353 | glycosyl transferase family protein2220.058| PMM0353 | glycosyl transferase family protein,1.0,1.0,1.0,0.025,| PMM0353 | glycosyl transferase family protein
230,PMM0354,1.0,1.0,1.0,0.043,| PMM0354 | glycosyl transferase1110.043| PMM0354 | glycosyl transferase,,,,,
231,PMM0355,3.0,3.0,3.0,0.292,| PMM0355 | hypothetical protein3330.292| PMM0355 | hypothetical protein,3.0,3.0,3.0,0.292,| PMM0355 | hypothetical protein
232,PMM0356,4.0,4.0,4.0,0.11699999999999999,| PMM0356 | 2-hydroxy-6-oxohepta-24440.117| PMM0356 | 2-hydroxy-6-oxohepta-2,5.0,5.0,5.0,0.146,| PMM0356 | 2-hydroxy-6-oxohepta-24-dienoate hydrolase
233,PMM0359,1.0,1.0,1.0,0.135,| PMM0359 | hypothetical protein1110.135| PMM0359 | hypothetical protein,1.0,1.0,1.0,0.135,| PMM0359 | hypothetical protein
234,PMM0360,1.0,1.0,1.0,0.078,| PMM0360 | hypothetical protein1110.078| PMM0360 | hypothetical protein,,,,,
235,PMM0366,1.0,1.0,1.0,0.045,| PMM0366 | type-1 copper (blue) domain-containing protein1110.045| PMM0366 | type-1 copper (blue) domain-containing protein,2.0,2.0,2.0,0.157,| PMM0366 | type-1 copper (blue) domain-containing protein
236,PMM0367,3.0,4.0,3.0,0.10099999999999999,| PMM0367 | hypothetical protein3430.101| PMM0367 | hypothetical protein,2.0,3.0,2.0,0.10099999999999999,| PMM0367 | hypothetical protein
237,PMM0370,1.0,1.0,1.0,0.023,| PMM0370 | putative cyanate ABC transporter1110.023| PMM0370 | putative cyanate ABC transporter,1.0,1.0,1.0,0.023,| PMM0370 | putative cyanate ABC transporter substrate binding protein
238,PMM0372,2.0,2.0,2.0,0.049,| PMM0372 | putative cyanate ABC transporter2220.049| PMM0372 | putative cyanate ABC transporter,2.0,2.0,2.0,0.049,| PMM0372 | putative cyanate ABC transporter
239,PMM0373,1.0,1.0,1.0,0.08800000000000001,| cynS | cyanate hydratase1110.088| cynS | cyanate hydratase,2.0,2.0,2.0,0.15,| cynS | cyanate hydratase
240,PMM0377,2.0,2.0,2.0,0.287,| PMM0377 | hypothetical protein2220.287| PMM0377 | hypothetical protein,2.0,2.0,2.0,0.264,| PMM0377 | hypothetical protein
241,PMM0379,2.0,3.0,2.0,0.172,| PMM0379 | hypothetical protein2320.172| PMM0379 | hypothetical protein,2.0,2.0,2.0,0.172,| PMM0379 | hypothetical protein
242,PMM0384,4.0,4.0,4.0,0.045,| spnII-interrupted-C | hypothetical protein4440.045| spnII-interrupted-C | hypothetical protein,,,,,
243,PMM0387,1.0,1.0,1.0,0.055,| aroD | 3-dehydroquinate dehydratase1110.055| aroD | 3-dehydroquinate dehydratase,,,,,
244,PMM0389,1.0,1.0,1.0,0.032,| cobI/cbiL | precorrin-2 C20-methyltransferase1110.032| cobI/cbiL | precorrin-2 C20-methyltransferase,1.0,1.0,1.0,0.048,| cobI/cbiL | precorrin-2 C20-methyltransferase
245,PMM0391,1.0,1.0,1.0,0.015,| engA | GTP-binding protein EngA1110.015| engA | GTP-binding protein EngA,1.0,1.0,1.0,0.015,| engA | GTP-binding protein EngA
246,PMM0392,1.0,1.0,1.0,0.036000000000000004,| PMM0392 | cobalt ABC transporter permease1110.036| PMM0392 | cobalt ABC transporter permease,1.0,1.0,1.0,0.036000000000000004,| PMM0392 | cobalt ABC transporter permease
247,PMM0393,4.0,6.0,4.0,0.375,| PMM0393 | hypothetical protein4640.375| PMM0393 | hypothetical protein,5.0,6.0,5.0,0.375,| PMM0393 | hypothetical protein
