Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 100 m suspended,Coverage (%) 965 m suspended,Coverage (%) 94 m sinking,Coverage (%) 965 m sinking,Area 100 m suspended,Area 965 m suspended,Area 94 m sinking,Area 965 m sinking,#Peptides,#Unique,#Spec 100 m suspended,#Spec 965 m suspended,#Spec 94 m sinking,#Spec 965 m sinking,PTM,Avg. Mass,Description
102,154,ETNP14_68maa_PROKKA_81354,152.75,79,79,0,0,0,,,,,17,0,23,0,0,0,,10829,10 kDa chaperonin
100,120,WP_011130818,152.35,88,88,0,0,0,,,,,17,0,23,0,0,0,,10889,molecular chaperone GroES Prochlorococcus
100,121,ETNP_90m_PROKKA_196241,152.35,88,88,0,0,0,,,,,17,0,23,0,0,0,,10889,10 kDa chaperonin
109,107,ETNP_90m_PROKKA_49827,151.51,88,88,0,0,0,,,,,16,0,22,0,0,0,,10903,10 kDa chaperonin
61,271,ETNP_110m_PROKKA_20909,150.15,40,40,33,0,0,8.12E4,,,,25,1,16,22,0,0,Carbamidomethylation; Oxidation (M),25167,Dimethylsulfide dehydrogenase subunit beta
65,215,ETNP_120m_particle_PROKKA_209581,150.08,60,57,37,0,0,6.16E5,,,,26,1,22,15,0,0,Carbamidomethylation; Oxidation (M); Dehydration; Dethiomethyl; Mutation,14995,hypothetical protein
65,216,ETNP_120m_particle_PROKKA_30032,150.08,58,55,36,0,0,6.16E5,,,,26,1,22,15,0,0,Carbamidomethylation; Oxidation (M); Dehydration; Dethiomethyl; Mutation,15516,hypothetical protein
80,119,ETNP14_120mab_PROKKA_25453,149.57,40,26,26,0,0,1.07E5,,,,18,1,14,14,0,0,Oxidation (M); Deamidation (NQ),32866,Ethylbenzene dehydrogenase
103,65,WP_038652138,149.32,21,21,0,0,0,,,,,10,0,18,0,0,0,Carbamidomethylation,52654,glutamine synthetase Prochlorococcus sp MIT 0801
79,279,WP_042250442,149.32,17,9,13,0,0,,,,,30,0,16,21,0,0,Oxidation (HW); Pyro-glu from Q; 2-amino-3-oxo-butanoic_acid; Mutation,131958,nitrate oxidoreductase subunit alpha  partial Nitrospina gracilis
68,118,XP_002180656,149.19,23,20,11,0,0,6.92E4,,,,33,2,27,15,0,0,Carbamidomethylation; Oxidation (M); Dehydration; Dethiomethyl,49747,predicted protein  Phaeodactylum tricornutum CCAP 1055
86,117,ETNP14_68maa_PROKKA_139945,149.03,48,48,0,0,0,1.24E7,,,,19,14,26,0,0,0,Carbamidomethylation; Methylation(others),27433,Photosystem II manganese-stabilizing polypeptide precursor
108,102,ETNP_100m_PROKKA_21902,148.54,22,22,0,0,0,3.55E4,,,,17,1,20,0,0,0,Deamidation (NQ),57358,60 kDa chaperonin 1
108,103,ETNP_90m_PROKKA_165095,148.54,22,22,0,0,0,3.55E4,,,,17,1,20,0,0,0,Deamidation (NQ),57358,60 kDa chaperonin 1
108,104,ETNP_90m_PROKKA_150918,148.54,22,22,0,0,0,3.55E4,,,,17,1,20,0,0,0,Deamidation (NQ),57387,60 kDa chaperonin 1
108,105,ETNP_120m_PROKKA_272804,148.54,22,22,0,0,0,3.55E4,,,,17,1,20,0,0,0,Deamidation (NQ),57387,60 kDa chaperonin 1
114,126,ETNP14_68maa_PROKKA_102613,146.46,75,75,0,0,0,,,,,14,0,20,0,0,0,,10831,10 kDa chaperonin
114,127,ETNP_120m_PROKKA_03508,146.46,75,75,0,0,0,,,,,14,0,20,0,0,0,,10831,10 kDa chaperonin
113,134,WP_011127385,145.31,20,20,0,0,0,2.29E6,,,,16,1,18,0,0,0,Methylation(KR),57175,molecular chaperone GroEL Synechococcus
113,135,WP_038546435,145.31,20,20,0,0,0,2.29E6,,,,16,1,18,0,0,0,Methylation(KR),57099,molecular chaperone GroEL Synechococcus sp KORDI-100
107,138,ETNP14_68maa_PROKKA_171658,143.15,49,49,28,5,5,5.55E6,7.4E5,,,14,5,18,5,1,1,Carbamidomethylation; Oxidation (M); Methylation(others); Mutation,16351,hypothetical protein
81,268,WP_042850021,138.53,37,37,0,0,0,,,,,21,0,30,0,0,0,Mutation,12306,AbrB family transcriptional regulator Prochlorococcus sp MIT 0604
3,1068,WP_023559773,137.85,5,3,3,3,5,,,,4.25E5,12,1,38,26,44,45,Dehydration; Sodium adduct; Propionamide (K  X@N-term); Deamidation (NQ); Replacement of proton by potassium; 6 more,95439,protein disaggregation chaperone Alteromonas mediterranea
94,418,WP_036913959,137.75,42,42,0,0,0,2.63E6,,,,10,2,21,0,0,0,Deamidation (NQ),13062,photosystem II complex extrinsic protein precursor U Prochlorococcus
59,410,ETNP_90m_PROKKA_166636,136.46,27,10,2,15,20,3.79E5,,3.4E5,1.55E6,32,3,5,1,13,42,Carbamidomethylation; Oxidation (M); Pyro-glu from E,33070,Bacterial actin-related protein
135,918,ETNP_100m_PROKKA_74688,135.19,59,59,0,0,0,3.9E6,,,,11,2,13,0,0,0,,8598,Acyl carrier protein
135,919,ETNP14_68maa_PROKKA_164198,135.19,59,59,0,0,0,3.9E6,,,,11,2,13,0,0,0,,8598,Acyl carrier protein
135,920,ETNP_160m_PROKKA_92744,135.19,53,53,0,0,0,3.9E6,,,,11,2,13,0,0,0,,9468,Acyl carrier protein
135,921,ETNP_90m_PROKKA_181880,135.19,53,53,0,0,0,3.9E6,,,,11,2,13,0,0,0,,9498,Acyl carrier protein
135,922,ETNP_140m_PROKKA_132622,135.19,53,53,0,0,0,3.9E6,,,,11,2,13,0,0,0,,9498,Acyl carrier protein
99,230,ETNP_100m_particle_PROKKA_26451,134.19,79,79,0,0,0,5.86E5,,,,17,3,22,0,0,0,Oxidation (M); Deamidation (NQ),10550,Major carboxysome shell protein 1A
99,231,ETNP_90m_PROKKA_04314,134.19,79,79,0,0,0,5.86E5,,,,17,3,22,0,0,0,Oxidation (M); Deamidation (NQ),10550,Major carboxysome shell protein 1A
90,232,ETNP_160m_PROKKA_72896,134.10,31,10,28,0,0,1.87E5,2.47E6,,,21,14,5,20,0,0,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
90,233,ETNP_180m_PROKKA_176133,134.10,31,10,28,0,0,1.87E5,2.47E6,,,21,14,5,20,0,0,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
90,234,ETNP14_120maa_PROKKA_184116,134.10,31,10,28,0,0,1.87E5,2.47E6,,,21,14,5,20,0,0,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
89,222,WP_018047897,133.99,34,22,26,0,0,2.01E6,,,,19,2,12,14,0,0,Oxidation (M); Deamidation (NQ); Mutation,36029,hypothetical protein Nitrospina sp AB-629-B18
118,256,ETNP14_68maa_PROKKA_93702,132.93,51,51,0,0,0,1.79E6,,,,12,1,16,0,0,0,Carbamidomethylation; Deoxy,15614,Photosystem I reaction center subunit II
138,207,NP_85m_PROKKA_21447,132.26,35,24,14,0,0,1.95E6,,,,11,3,9,5,0,0,Oxidation (M),28964,Ethylbenzene dehydrogenase
104,235,ETNP_90m_PROKKA_30580,132.04,79,79,0,0,0,1.08E6,,,,16,2,20,0,0,0,Oxidation (M),10552,Major carboxysome shell protein 1A
104,236,ETNP_120m_PROKKA_20159,132.04,79,79,0,0,0,1.08E6,,,,16,2,20,0,0,0,Oxidation (M),10552,Major carboxysome shell protein 1A
104,237,ETNP_100m_PROKKA_47359,132.04,79,79,0,0,0,1.08E6,,,,16,2,20,0,0,0,Oxidation (M),10552,Major carboxysome shell protein 1A
104,238,ETNP_160m_PROKKA_02087,132.04,79,79,0,0,0,1.08E6,,,,16,2,20,0,0,0,Oxidation (M),10552,Major carboxysome shell protein 1A
104,239,ETNP14_68maa_PROKKA_134414,132.04,79,79,0,0,0,1.08E6,,,,16,2,20,0,0,0,Oxidation (M),10552,Major carboxysome shell protein 1A
104,240,ETNP_110m_PROKKA_33158,132.04,79,79,0,0,0,1.08E6,,,,16,2,20,0,0,0,Oxidation (M),10552,Major carboxysome shell protein 1A
145,1242,WP_007099572,129.71,40,40,0,0,0,5.54E6,,,,10,1,11,0,0,0,,8641,acyl carrier protein Synechococcus
145,1243,NP_30m_PROKKA_14706,129.71,36,36,0,0,0,5.54E6,,,,10,1,11,0,0,0,,9512,Acyl carrier protein
145,1764,WP_011131320,129.71,40,40,0,0,0,5.54E6,,,,10,1,11,0,0,0,,8658,acyl carrier protein Prochlorococcus
145,1765,ETNP_120m_free_PROKKA_89878,129.71,40,40,0,0,0,5.54E6,,,,10,1,11,0,0,0,,8658,Acyl carrier protein
145,1766,ETNP_90m_PROKKA_58147,129.71,36,36,0,0,0,5.54E6,,,,10,1,11,0,0,0,,9518,Acyl carrier protein
145,1767,NP_85m_PROKKA_10162,129.71,36,36,0,0,0,5.54E6,,,,10,1,11,0,0,0,,9548,Acyl carrier protein
145,1768,ETNP_110m_PROKKA_06308,129.71,36,36,0,0,0,5.54E6,,,,10,1,11,0,0,0,,9548,Acyl carrier protein
145,1769,ETNP_90m_PROKKA_156293,129.71,36,36,0,0,0,5.54E6,,,,10,1,11,0,0,0,,9548,Acyl carrier protein
145,1770,ETNP_100m_particle_PROKKA_90903,129.71,36,36,0,0,0,5.54E6,,,,10,1,11,0,0,0,,9548,Acyl carrier protein
145,1771,ETNP14_68maa_PROKKA_121802,129.71,36,36,0,0,0,5.54E6,,,,10,1,11,0,0,0,,9503,Acyl carrier protein
145,1772,ETNP_120m_PROKKA_02296,129.71,36,36,0,0,0,5.54E6,,,,10,1,11,0,0,0,,9503,Acyl carrier protein
145,1773,ETNP_120m_PROKKA_287328,129.71,36,36,0,0,0,5.54E6,,,,10,1,11,0,0,0,,9548,Acyl carrier protein
97,405,ETNP_100m_PROKKA_74107,129.52,34,34,9,0,0,3.34E6,,,,16,8,17,7,0,0,Carbamidomethylation,16306,hypothetical protein
131,113,WP_042850333,129.06,20,20,0,0,0,,,,,10,0,15,0,0,0,,52814,glutamine synthetase Prochlorococcus sp MIT 0604
123,209,ETNP_100m_PROKKA_06068,128.77,31,24,15,0,0,5.19E5,2.08E5,,,9,2,9,6,0,0,Oxidation (M); Deamidation (NQ),21395,Ethylbenzene dehydrogenase
139,190,ETNP14_68maa_PROKKA_65160,127.84,37,37,0,0,0,3.65E6,,,,12,6,14,0,0,0,,28050,Photosystem II manganese-stabilizing polypeptide precursor
106,399,WP_018047569,127.77,58,12,58,0,0,,1.34E6,,,19,13,4,16,0,0,Carbamidomethylation; Carboxylation (DKW); Deamidation (NQ),17561,hypothetical protein Nitrospina
92,424,ETNP_100m_particle_PROKKA_137338,127.66,73,73,45,0,0,2.91E5,,,,19,1,15,12,0,0,Oxidation (M); Dehydration; Dethiomethyl,8411,hypothetical protein
153,269,ETNP14_120mab_PROKKA_17191,127.27,38,34,22,5,5,,7.09E5,,,10,1,10,4,1,1,Carbamidomethylation; Oxidation (M); Methylation(others),16346,hypothetical protein
93,274,NP_30m_PROKKA_23933,127.19,43,43,0,0,0,,,,,17,0,25,0,0,0,Carbamidomethylation; Oxidation (M); Mutation,14384,hypothetical protein
127,409,ETNP_90m_PROKKA_58146,126.75,77,77,0,0,0,5.52E5,,,,12,1,17,0,0,0,Carbamidomethylation; Oxidation (M); Methylation(others); Mutation,8876,Photosystem I iron-sulfur center
133,376,WP_006173380,125.96,39,39,0,0,0,3.74E4,,,,12,3,15,0,0,0,Carbamidomethylation; Phosphorylation (STY); Mutation,15749,photosystem I reaction center subunit II PsaD Synechococcus sp WH 5701
134,360,WP_042851104,125.87,39,39,0,0,0,0E0,,,,11,1,14,0,0,0,Carbamidomethylation; Mutation,15685,photosystem I reaction center subunit II Prochlorococcus sp MIT 0604
137,166,WP_042850982,124.85,17,17,0,0,0,,,,,13,0,14,0,0,0,Deamidation (NQ),57654,molecular chaperone GroEL Prochlorococcus sp MIT 0604
179,155,ETNP_100m_PROKKA_92665,124.73,36,36,0,0,0,4.82E6,,,,6,1,8,0,0,0,Carbamidomethylation,23940,Photosystem I reaction center subunit III precursor
105,326,WP_038543623,124.24,40,40,0,0,0,,,,,19,0,25,0,0,0,Carbamidomethylation; Oxidation (M),12811,AbrB family transcriptional regulator Synechococcus sp KORDI-100
112,310,ETNP_100m_particle_PROKKA_145656,123.09,52,50,25,0,0,1.08E6,,,,19,1,16,5,0,0,Carbamidomethylation; Oxidation (M); Carbamylation,17714,hypothetical protein
128,486,ETNP_70m_PROKKA_88762,123.05,57,57,0,0,0,8.07E5,,,,11,1,16,0,0,0,Carbamidomethylation; Oxidation (M); Mutation,8842,Photosystem I iron-sulfur center
128,487,ETNP14_68maa_PROKKA_121803,123.05,57,57,0,0,0,8.07E5,,,,11,1,16,0,0,0,Carbamidomethylation; Oxidation (M); Mutation,8842,Photosystem I iron-sulfur center
128,488,WP_006850103,123.05,57,57,0,0,0,8.07E5,,,,11,1,16,0,0,0,Carbamidomethylation; Oxidation (M); Mutation,8842,photosystem I iron-sulfur center Chroococcales
128,489,ETNP14_68maa_PROKKA_87488,123.05,57,57,0,0,0,8.07E5,,,,11,1,16,0,0,0,Carbamidomethylation; Oxidation (M); Mutation,8842,Photosystem I iron-sulfur center
117,299,WP_006169870,123.04,78,78,0,0,0,3.2E5,,,,16,2,19,0,0,0,Oxidation (M),10584,carbon dioxide-concentrating mechanism protein CcmK Cyanobacteria
76,1370,ETNP_100m_particle_PROKKA_00069,121.63,89,34,0,70,66,1.79E6,,1.57E7,2.04E7,22,22,4,0,26,14,Oxidation (M); Pyro-glu from Q,5311,hypothetical protein
84,527,XP_003056479,120.84,39,32,14,1,4,2.06E6,7.35E4,,,25,8,20,9,1,3,Carbamidomethylation; Oxidation (M); Mutation,49615,beta tubulin  Micromonas pusilla CCMP1545
116,283,ETNP_110m_PROKKA_14530,120.71,23,19,15,0,0,,,,,12,0,10,9,0,0,Oxidation (M); Deamidation (NQ),34468,Chlorate reductase subunit gamma precursor
116,284,ETNP14_120maa_PROKKA_62363,120.71,22,18,14,0,0,,,,,12,0,10,9,0,0,Oxidation (M); Deamidation (NQ),36320,Chlorate reductase subunit gamma precursor
116,285,NP_85m_PROKKA_04531,120.71,22,18,14,0,0,,,,,12,0,10,9,0,0,Oxidation (M); Deamidation (NQ),36412,Chlorate reductase subunit gamma precursor
116,286,ETNP_100m_PROKKA_43139,120.71,22,18,14,0,0,,,,,12,0,10,9,0,0,Oxidation (M); Deamidation (NQ),36380,Chlorate reductase subunit gamma precursor
163,363,ETNP_140m_PROKKA_142236,117.94,51,51,0,6,0,6.54E6,,,,8,3,10,0,1,0,Oxidation (M); Carbamylation; Acetylation (N-term); Mutation,12199,hypothetical protein
163,364,ETNP_100m_particle_PROKKA_71648,117.94,51,51,0,6,0,6.54E6,,,,8,3,10,0,1,0,Oxidation (M); Carbamylation; Acetylation (N-term); Mutation,12199,hypothetical protein
14,1318,NP_300m_PROKKA_06052,116.94,5,3,3,4,4,1.64E4,,2.69E4,7.81E5,12,2,16,11,26,28,Sodium adduct; Propionamide (K  X@N-term); Deamidation (NQ); Acetylation (N-term); Ethyl amino; Dimethylation of proline residue,96223,Chaperone protein ClpB
14,1338,ETNP_120m_particle_PROKKA_202762,115.55,4,3,3,4,3,1.64E4,,2.69E4,,11,1,16,11,26,27,Sodium adduct; Propionamide (K  X@N-term); Deamidation (NQ); Acetylation (N-term); Ethyl amino; Dimethylation of proline residue,96281,Chaperone protein ClpB
119,378,ETNP_120m_PROKKA_44614,116.71,83,79,0,0,21,3.21E7,,,0E0,10,10,15,0,0,1,,5091,hypothetical protein
183,1252,ETNP_120m_PROKKA_67736,115.37,42,42,0,0,0,1.84E6,,,,4,2,8,0,0,0,Carbamidomethylation; Pyro-glu from Q,10021,hypothetical protein
124,333,ETNP_110m_PROKKA_06307,115.35,65,65,0,0,0,4.68E6,,,,9,1,17,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8846,Photosystem I iron-sulfur center
124,334,ETNP14_68maa_PROKKA_164197,115.35,65,65,0,0,0,4.68E6,,,,9,1,17,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8846,Photosystem I iron-sulfur center
124,335,ETNP_100m_particle_PROKKA_90902,115.35,65,65,0,0,0,4.68E6,,,,9,1,17,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8846,Photosystem I iron-sulfur center
124,336,ETNP_100m_PROKKA_74687,115.35,65,65,0,0,0,4.68E6,,,,9,1,17,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8846,Photosystem I iron-sulfur center
124,337,ETNP_90m_PROKKA_156294,115.35,65,65,0,0,0,4.68E6,,,,9,1,17,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8846,Photosystem I iron-sulfur center
124,338,ETNP_90m_PROKKA_181879,115.35,65,65,0,0,0,4.68E6,,,,9,1,17,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8846,Photosystem I iron-sulfur center
193,1205,ETNP_100m_PROKKA_24476,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12390,Nitrogen regulatory protein P-II
193,1206,ETNP_90m_PROKKA_202569,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12390,Nitrogen regulatory protein P-II
193,1207,NP_85m_PROKKA_31666,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12376,Nitrogen regulatory protein P-II
193,1208,ETNP_90m_PROKKA_165756,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12376,Nitrogen regulatory protein P-II
193,1209,ETNP14_68maa_PROKKA_72299,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12376,Nitrogen regulatory protein P-II
193,1210,ETNP_120m_PROKKA_54126,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12390,Nitrogen regulatory protein P-II
193,1211,ETNP_100m_particle_PROKKA_137353,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12390,Nitrogen regulatory protein P-II
193,1212,ETNP_120m_PROKKA_235908,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12376,Nitrogen regulatory protein P-II
193,1213,ETNP_100m_PROKKA_53395,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12376,Nitrogen regulatory protein P-II
193,1245,WP_036911385,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12390,nitrogen regulatory protein P-II Prochlorococcus
193,1590,WP_011130849,115.12,27,27,0,0,0,3.5E6,,,,6,3,8,0,0,0,,12362,nitrogen regulatory protein P-II Prochlorococcus marinus
130,522,ETNP14_120maa_PROKKA_137725,114.34,31,29,17,0,0,1.67E5,,,,11,1,10,6,0,0,Oxidation (M); Methylation(others); Deamidation (NQ); Mutation,21707,Selenate reductase subunit gamma precursor
126,287,ETNP14_120maa_PROKKA_137065,113.23,41,41,12,0,0,2.84E6,,,,15,9,13,3,0,0,Carbamidomethylation,17527,hypothetical protein
126,288,ETNP_120m_PROKKA_272956,113.23,41,41,12,0,0,2.84E6,,,,15,9,13,3,0,0,Carbamidomethylation,17527,hypothetical protein
126,289,ETNP14_68mB_PROKKA_68372,113.23,47,46,14,0,0,2.84E6,,,,15,9,13,3,0,0,Carbamidomethylation,15535,hypothetical protein
126,290,NP_85m_PROKKA_40167,113.23,42,42,13,0,0,2.84E6,,,,15,9,13,3,0,0,Carbamidomethylation,17070,hypothetical protein
141,961,EJK77863,113.07,45,37,0,0,17,1.89E6,,,4.24E6,12,12,8,0,0,6,Acetylation (Protein N-term); Mutation,16858,hypothetical protein THAOC_00268  Thalassiosira oceanica
141,962,XP_002185049,113.07,45,37,0,0,17,1.89E6,,,4.24E6,12,12,8,0,0,6,Acetylation (Protein N-term); Mutation,16829,calmoduline  Phaeodactylum tricornutum CCAP 1055
141,963,EJK58168,113.07,45,37,0,0,17,1.89E6,,,4.24E6,12,12,8,0,0,6,Acetylation (Protein N-term); Mutation,16858,hypothetical protein THAOC_21730  Thalassiosira oceanica
141,964,ETNP_90m_PROKKA_55079,113.07,41,34,0,0,16,1.89E6,,,4.24E6,12,12,8,0,0,6,Acetylation (Protein N-term); Mutation,18514,EF hand
260,1225,ETNP_120m_PROKKA_213547,113.03,28,28,0,7,0,4.73E6,,2.31E5,,4,4,4,0,1,0,Mutation,12564,hypothetical protein
201,373,ETNP_160m_PROKKA_206881,111.48,32,32,0,0,0,1.41E6,,,,4,1,8,0,0,0,,14820,30S ribosomal protein S7
201,374,ETNP_100m_PROKKA_95633,111.48,27,27,0,0,0,1.41E6,,,,4,1,8,0,0,0,,17558,30S ribosomal protein S7
201,356,NP_85m_PROKKA_13246,111.48,27,27,0,0,0,1.41E6,,,,4,1,8,0,0,0,,17602,30S ribosomal protein S7
129,201,ETNP_120m_free_PROKKA_147966,111.45,49,49,0,0,0,6.1E6,,,,12,9,18,0,0,0,Oxidation (M); Dethiomethyl,19139,C-phycoerythrin class 1 subunit beta
129,202,ETNP_100m_particle_PROKKA_112481,111.45,49,49,0,0,0,6.1E6,,,,12,9,18,0,0,0,Oxidation (M); Dethiomethyl,19139,C-phycoerythrin class 1 subunit beta
129,203,ETNP_120m_PROKKA_239033,111.45,49,49,0,0,0,6.1E6,,,,12,9,18,0,0,0,Oxidation (M); Dethiomethyl,19139,C-phycoerythrin class 1 subunit beta
125,939,WP_018048164,111.07,25,18,17,0,0,7.48E5,2.18E5,,,10,2,9,8,0,0,Mutation,16454,hypothetical protein Nitrospina sp AB-629-B18
147,519,ETNP_140m_PROKKA_130120,111.05,50,50,0,0,0,4.38E6,,,,9,9,11,0,0,0,Carbamidomethylation; Oxidation (M); Sulphone,11493,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
147,520,ETNP14_68maa_PROKKA_174519,111.05,48,48,0,0,0,4.38E6,,,,9,9,11,0,0,0,Carbamidomethylation; Oxidation (M); Sulphone,11721,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
147,625,ETNP_110m_PROKKA_10147,108.99,39,39,0,0,0,4.38E6,,,,8,8,10,0,0,0,Carbamidomethylation; Oxidation (M); Sulphone,12110,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)
158,242,ETNP_90m_PROKKA_01802,110.98,20,18,0,2,0,2.68E6,,1.52E4,,9,9,10,0,1,0,,36689,Glyceraldehyde-3-phosphate dehydrogenase 2
158,243,ETNP14_68maa_PROKKA_157355,110.98,20,18,0,2,0,2.68E6,,1.52E4,,9,9,10,0,1,0,,36689,Glyceraldehyde-3-phosphate dehydrogenase 2
158,254,WP_041384819,108.83,18,18,0,0,0,2.68E6,,,,8,8,10,0,0,0,,36707,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus marinus
158,253,WP_036913110,108.83,18,18,0,0,0,2.68E6,,,,8,8,10,0,0,0,,36764,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus
158,255,ETNP_120m_PROKKA_342620,108.83,18,18,0,0,0,2.68E6,,,,8,8,10,0,0,0,,36589,Glyceraldehyde-3-phosphate dehydrogenase 2
158,252,ETNP_100m_particle_PROKKA_29654,108.83,18,18,0,0,0,2.68E6,,,,8,8,10,0,0,0,,36256,Glyceraldehyde-3-phosphate dehydrogenase 2
191,307,ETNP_90m_PROKKA_63045,110.74,19,19,0,0,0,1.06E6,,,,6,3,9,0,0,0,Carbamidomethylation; Oxidation (M),47219,Aliphatic amidase expression-regulating protein
191,308,ETNP_100m_particle_PROKKA_69298,110.74,19,19,0,0,0,1.06E6,,,,6,3,9,0,0,0,Carbamidomethylation; Oxidation (M),47252,Aliphatic amidase expression-regulating protein
191,309,ETNP_120m_PROKKA_51380,110.74,19,19,0,0,0,1.06E6,,,,6,3,9,0,0,0,Carbamidomethylation; Oxidation (M),47218,Aliphatic amidase expression-regulating protein
289,2225,ETNP_90m_PROKKA_202194,110.14,16,16,0,0,0,6.6E6,,,,5,3,8,0,0,0,Oxidation (M); Amidination of lysines or N-terminal amines with methyl acetimidate; Mutation,12305,Plastocyanin precursor
15,1138,WP_011784398,110.07,3,2,3,3,3,,3.26E5,2.04E6,1.44E6,7,1,13,11,23,24,Sodium adduct; Propionamide (K  X@N-term); Deamidation (NQ); Ethyl amino; Dimethylation of proline residue,95531,chaperone protein ClpB Marinobacter hydrocarbonoclasticus
161,221,ETNP_120m_free_PROKKA_60142,109.84,24,24,0,0,0,7.16E6,,,,5,5,10,0,0,0,Deamidation (NQ); Carboxymethyl (KW  X@N-term),28624,hypothetical protein
95,473,ETNP_120m_particle_PROKKA_44959,109.39,59,57,27,17,25,4.03E6,3.13E5,2.99E5,1.41E6,21,5,19,3,4,4,Oxidation (M); Mutation,11365,Core histone H2A/H2B/H3/H4
95,474,XP_003061756,109.39,59,57,27,17,25,4.03E6,3.13E5,2.99E5,1.41E6,21,5,19,3,4,4,Oxidation (M); Mutation,11395,predicted protein  Micromonas pusilla CCMP1545
95,475,XP_003063038,109.39,59,57,27,17,25,4.03E6,3.13E5,2.99E5,1.41E6,21,5,19,3,4,4,Oxidation (M); Mutation,11395,predicted protein  Micromonas pusilla CCMP1545
95,476,ETNP_70m_PROKKA_144910,109.39,59,57,27,17,25,4.03E6,3.13E5,2.99E5,1.41E6,21,5,19,3,4,4,Oxidation (M); Mutation,11395,Core histone H2A/H2B/H3/H4
95,477,XP_003061514,109.39,59,57,27,17,25,4.03E6,3.13E5,2.99E5,1.41E6,21,5,19,3,4,4,Oxidation (M); Mutation,11395,histone H4  Micromonas pusilla CCMP1545
95,478,XP_003059520,109.39,59,57,27,17,25,4.03E6,3.13E5,2.99E5,1.41E6,21,5,19,3,4,4,Oxidation (M); Mutation,11395,predicted protein  Micromonas pusilla CCMP1545
142,217,ETNP_120m_free_PROKKA_147965,109.37,60,60,0,0,7,1.42E6,,,4.66E4,14,6,13,0,0,1,Carbamidomethylation; Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
142,218,ETNP_140m_PROKKA_48972,109.37,60,60,0,0,7,1.42E6,,,4.66E4,14,6,13,0,0,1,Carbamidomethylation; Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
142,219,ETNP_100m_particle_PROKKA_112482,109.37,60,60,0,0,7,1.42E6,,,4.66E4,14,6,13,0,0,1,Carbamidomethylation; Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
142,220,ETNP_120m_PROKKA_239032,109.37,60,60,0,0,7,1.42E6,,,4.66E4,14,6,13,0,0,1,Carbamidomethylation; Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
152,175,WP_011819053,108.36,23,21,0,0,2,1.43E6,,,,10,6,9,0,0,1,Oxidation (M),52183,ATP synthase subunit beta Prochlorococcus
91,1044,XP_002182221,108.11,26,3,4,10,23,,,,1.49E5,18,1,2,2,10,22,Carbamidomethylation; Oxidation (M); Mutation,41839,actin actin like protein  Phaeodactylum tricornutum CCAP 1055
91,1042,XP_002183424,108.11,26,3,4,10,23,,,,1.49E5,18,1,2,2,10,22,Carbamidomethylation; Oxidation (M); Mutation,41791,actin actin like protein  Phaeodactylum tricornutum CCAP 1055
91,1043,XP_002183295,108.11,26,3,4,10,23,,,,1.49E5,18,1,2,2,10,22,Carbamidomethylation; Oxidation (M); Mutation,41791,predicted protein  Phaeodactylum tricornutum CCAP 1055
