Pressure [dbar],depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,par
161.0,159.984,16.58962,-106.92288,12.6449,12.6448,12.6232,34.8123,34.8199,1027.0378,26.3181,0.076211,0.379,260.12496,0.0839,97.924,1e-12
162.0,160.977,16.58962,-106.92288,12.6389,12.6388,12.6171,34.8121,34.8197,1027.0433,26.3191,0.076599,0.365,260.15673,0.0832,97.9426,1e-12
163.0,161.971,16.58962,-106.92288,12.6255,12.6253,12.6036,34.8107,34.8184,1027.0495,26.3207,0.076918,0.418,260.23103,0.083,97.9482,1e-12
164.0,162.964,16.58962,-106.92288,12.6192,12.6192,12.5971,34.81,34.8175,1027.0546,26.3214,0.076538,0.387,260.26612,0.083,97.9483,1e-12
165.0,163.957,16.58962,-106.92288,12.615,12.615,12.5928,34.8097,34.8174,1027.0597,26.322,0.073528,0.384,260.28912,0.0836,97.9312,1e-12
166.0,164.951,16.58962,-106.92288,12.6112,12.6112,12.5889,34.8095,34.8171,1027.0648,26.3226,0.075873,0.36,260.30961,0.084,97.921,1e-12
167.0,165.94400000000002,16.58962,-106.92288,12.6044,12.6044,12.5819,34.809,34.8166,1027.0702,26.3235,0.075014,0.35600000000000004,260.34697,0.083,97.9471,1e-12
168.0,166.937,16.58962,-106.92288,12.5941,12.5941,12.5715,34.809,34.8167,1027.0767,26.3256,0.074005,0.33399999999999996,260.40191,0.083,97.9474,1e-12
169.0,167.93,16.58962,-106.92288,12.5629,12.5621,12.5403,34.8079,34.8156,1027.0865,26.3308,0.07119,0.376,260.57067,0.0828,97.9527,1e-12
170.0,168.924,16.58962,-106.92288,12.4722,12.4719,12.4495,34.8061,34.8135,1027.1077,26.3473,0.069418,0.42,261.06026,0.082,97.9709,1e-12
171.0,169.917,16.58962,-106.92288,12.4413,12.4413,12.4185,34.8038,34.8112,1027.1164,26.3515,0.069332,0.405,261.23036,0.0823,97.963,1e-12
172.0,170.91,16.58962,-106.92288,12.4336,12.4336,12.4107,34.8022,34.8097,1027.1212,26.3517,0.070108,0.401,261.27451,0.0825,97.9596,1e-12
173.0,171.90400000000002,16.58962,-106.92288,12.4293,12.4292,12.4063,34.801,34.8085,1027.1256,26.3516,0.068965,0.358,261.29977,0.0824,97.9609,1e-12
174.0,172.89700000000002,16.58962,-106.92288,12.4219,12.4219,12.3988,34.7993,34.8068,1027.1302,26.3518,0.070573,0.342,261.34254,0.0828,97.9525,1e-12
175.0,173.89,16.58962,-106.92288,12.4061,12.4052,12.3828,34.7963,34.8035,1027.1355,26.3525,0.070583,0.28,261.43375,0.0824,97.9606,1e-12
176.0,174.88299999999998,16.58962,-106.92288,12.385,12.3845,12.3616,34.7933,34.8008,1027.1418,26.3544,0.07144299999999999,0.359,261.55277,0.0825,97.9582,1e-12
177.0,175.87599999999998,16.58962,-106.92288,12.3646,12.3647,12.3411,34.7907,34.7982,1027.1483,26.3563,0.071031,0.344,261.66749,0.0836,97.9315,1e-12
178.0,176.87,16.58962,-106.92288,12.3517,12.3517,12.3282,34.7901,34.7975,1027.1548,26.3583,0.070573,0.326,261.7379,0.0833,97.9402,1e-12
179.0,177.863,16.58962,-106.92288,12.3427,12.3425,12.319,34.7892,34.7967,1027.1604,26.3594,0.070641,0.305,261.78829,0.0831,97.9448,1e-12
180.0,178.856,16.58962,-106.92288,12.2996,12.2985,12.2758,34.7875,34.7951,1027.1721,26.3664,0.06930399999999999,0.29600000000000004,262.02393,0.083,97.9485,1e-12
181.0,179.84900000000002,16.58962,-106.92288,12.2707,12.2705,12.2468,34.7877,34.7951,1027.1823,26.3721,0.070131,0.301,262.18035,0.0832,97.9423,1e-12
182.0,180.843,16.5896,-106.92288,12.2489,12.2482,12.2249,34.7865,34.7938,1027.1902,26.3754,0.072147,0.37799999999999995,262.30056,0.0838,97.9267,1e-12
183.0,181.83599999999998,16.5896,-106.92288,12.2234,12.2229,12.1993,34.7861,34.7936,1027.1993,26.3801,0.070913,0.33399999999999996,262.43967999999995,0.0827,97.9537,1e-12
184.0,182.829,16.5896,-106.92288,12.2,12.1991,12.1758,34.7858,34.7934,1027.2081,26.3843,0.07157000000000001,0.289,262.56709,0.0826,97.9564,1e-12
185.0,183.822,16.5896,-106.92288,12.1805,12.181,12.1562,34.7859,34.7933,1027.2166,26.3882,0.069662,0.297,262.67245,0.0821,97.9679,1e-12
186.0,184.815,16.58962,-106.92288,12.1688,12.1697,12.1444,34.7858,34.793,1027.2232,26.3904,0.069243,0.318,262.73644,0.0814,97.9845,1e-12
187.0,185.80900000000003,16.58962,-106.92288,12.1677,12.1678,12.1431,34.7855,34.7929,1027.2277,26.3904,0.069175,0.262,262.74305,0.0819,97.9745,1e-12
188.0,186.80200000000002,16.58962,-106.92288,12.167,12.1667,12.1423,34.7853,34.7929,1027.2322,26.3904,0.06867899999999999,0.28,262.74699,0.082,97.9709,1e-12
189.0,187.795,16.58962,-106.92288,12.1666,12.1666,12.1417,34.7853,34.7926,1027.2366,26.3904,0.069246,0.32899999999999996,262.74964,0.0819,97.9736,1e-12
190.0,188.78799999999998,16.58962,-106.92288,12.1664,12.1665,12.1415,34.7852,34.7926,1027.2411,26.3904,0.071158,0.27699999999999997,262.75032000000004,0.0819,97.9735,1e-12
191.0,189.78099999999998,16.58962,-106.92288,12.1654,12.1653,12.1404,34.7854,34.793,1027.2459,26.3907,0.071126,0.26899999999999996,262.75518999999997,0.0816,97.9797,1e-12
192.0,190.774,16.5896,-106.92288,12.163,12.1627,12.1378,34.7862,34.7939,1027.2515,26.3918,0.069886,0.276,262.76687999999996,0.081,97.9946,1e-12
193.0,191.767,16.5896,-106.92288,12.1598,12.1599,12.1345,34.7871,34.7946,1027.2573,26.3931,0.069162,0.28300000000000003,262.78254,0.0818,97.9752,1e-12
194.0,192.761,16.5896,-106.92288,12.1586,12.1588,12.1332,34.7872,34.7947,1027.262,26.3934,0.070289,0.298,262.78892,0.0819,97.9735,1e-12
195.0,193.75400000000002,16.58961,-106.92288,12.1566,12.1567,12.131,34.7875,34.795,1027.2671,26.394,0.067937,0.28,262.79927999999995,0.0818,97.9771,1e-12
196.0,194.747,16.58962,-106.92288,12.1542,12.1544,12.1285,34.7878,34.7952,1027.2723,26.3947,0.068427,0.306,262.81166,0.0814,97.9853,1e-12
197.0,195.74,16.58962,-106.92288,12.1479,12.1477,12.1221,34.7891,34.7966,1027.279,26.3969,0.06867899999999999,0.282,262.84362999999996,0.0808,97.9995,1e-12
198.0,196.733,16.58962,-106.92288,12.1353,12.1348,12.1093,34.79,34.7974,1027.2866,26.4001,0.068067,0.272,262.9107,0.0808,97.9996,1e-12
199.0,197.726,16.58962,-106.92288,12.1178,12.1174,12.0917,34.7889,34.7963,1027.2937,26.4026,0.067338,0.284,263.00798,0.0811,97.9915,1e-12
200.0,198.71900000000002,16.58962,-106.92288,12.1079,12.1077,12.0817,34.7878,34.7953,1027.2993,26.4036,0.066539,0.284,263.06383999999997,0.082,97.9708,1e-12
201.0,199.71200000000002,16.58962,-106.92288,12.0864,12.0855,12.0601,34.7843,34.7919,1027.3052,26.405,0.067949,0.284,263.18737000000004,0.082,97.9705,1e-12
202.0,200.705,16.58962,-106.92288,12.0542,12.0539,12.0279,34.7821,34.7895,1027.3142,26.4095,0.068052,0.285,263.36704,0.0821,97.9695,1e-12
203.0,201.699,16.58962,-106.92288,12.0399,12.0397,12.0134,34.7814,34.7889,1027.3209,26.4117,0.068335,0.285,263.44695,0.0816,97.9797,1e-12
204.0,202.692,16.58962,-106.92288,12.0316,12.0315,12.0049,34.7807,34.7882,1027.3265,26.4128,0.06837599999999999,0.285,263.49345,0.0814,97.9854,1e-12
205.0,203.685,16.58962,-106.92288,12.0277,12.0276,12.001,34.7804,34.7877,1027.3315,26.4133,0.06739099999999999,0.285,263.51514,0.0873,97.8418,1e-12
206.0,204.678,16.58962,-106.92288,12.0066,12.006,11.9798,34.778,34.7856,1027.3383,26.4154,0.068066,0.285,263.63475,0.0846,97.9074,1e-12
207.0,205.671,16.58961,-106.92288,11.9813,11.9811,11.9543,34.7769,34.7844,1027.3468,26.4194,0.068131,0.28600000000000003,263.77549,0.082,97.9716,1e-12
208.0,206.66400000000002,16.5896,-106.92288,11.9727,11.9727,11.9457,34.7766,34.7839,1027.3526,26.4208,0.0665,0.28600000000000003,263.82311,0.0816,97.9796,1e-12
209.0,207.657,16.5896,-106.92288,11.9698,11.97,11.9426,34.7758,34.7833,1027.3571,26.4207,0.069426,0.28600000000000003,263.84058999999996,0.0809,97.9962,1e-12
210.0,208.65099999999998,16.5896,-106.92288,11.9679,11.9679,11.9406,34.7754,34.7828,1027.3616,26.4207,0.068452,0.28,263.8516,0.0811,97.9914,1e-12
211.0,209.644,16.5896,-106.92288,11.9658,11.9659,11.9384,34.775,34.7824,1027.3662,26.4209,0.068673,0.28,263.86388,0.0827,97.9532,1e-12
212.0,210.637,16.58962,-106.92288,11.9629,11.963,11.9354,34.7746,34.7821,1027.3709,26.4211,0.06724,0.293,263.88024,0.082,97.9707,1e-12
213.0,211.62900000000002,16.58962,-106.92288,11.9606,11.9606,11.9329,34.7742,34.7817,1027.3755,26.4212,0.06592,0.262,263.89402,0.0813,97.9888,1e-12
214.0,212.622,16.58962,-106.92288,11.9587,11.9588,11.9308,34.7739,34.7813,1027.3801,26.4214,0.067496,0.27899999999999997,263.90492,0.0815,97.9835,1e-12
215.0,213.61599999999999,16.58962,-106.92288,11.9542,11.9543,11.9263,34.7734,34.7808,1027.3851,26.4218,0.067432,0.28,263.93025,0.0811,97.9913,1e-12
216.0,214.609,16.58962,-106.92288,11.9433,11.9432,11.9152,34.7724,34.7798,1027.3909,26.4232,0.06709,0.27899999999999997,263.99213,0.0829,97.9486,1e-12
217.0,215.601,16.58962,-106.92288,11.9041,11.9093,11.876,34.7691,34.7767,1027.4004,26.428,0.066068,0.302,264.21292,0.0818,97.9755,1e-12
218.0,216.595,16.58962,-106.92288,11.8821,11.8821,11.8538,34.7689,34.7763,1027.409,26.432,0.068962,0.264,264.33468999999997,0.081,97.9962,1e-12
219.0,217.588,16.58962,-106.92288,11.8704,11.8703,11.842,34.7677,34.7751,1027.4148,26.4333,0.067512,0.267,264.40129,0.0801,98.0182,1e-12
220.0,218.581,16.58962,-106.92288,11.8662,11.8662,11.8377,34.7673,34.7747,1027.4197,26.4338,0.069457,0.29,264.42492999999996,0.0804,98.0109,1e-12
221.0,219.574,16.58962,-106.92288,11.8587,11.8587,11.8301,34.7667,34.774,1027.4252,26.4348,0.06719,0.282,264.46736,0.0802,98.0144,1e-12
222.0,220.567,16.58962,-106.92288,11.8431,11.8431,11.8144,34.7659,34.7732,1027.4321,26.4371,0.06790800000000001,0.275,264.55469,0.0801,98.0167,1e-12
223.0,221.56,16.58961,-106.92288,11.8134,11.8134,11.7846,34.7645,34.7717,1027.4413,26.4417,0.065761,0.261,264.72066,0.08,98.0206,1e-12
224.0,222.553,16.5896,-106.92288,11.7981,11.7981,11.7693,34.7645,34.7718,1027.4486,26.4445,0.067445,0.307,264.80497,0.0804,98.0105,1e-12
225.0,223.546,16.5896,-106.92288,11.7974,11.7975,11.7684,34.764,34.7713,1027.4528,26.4442,0.067084,0.28,264.80973,0.0799,98.0227,1e-12
226.0,224.53900000000002,16.5896,-106.92288,11.7958,11.7958,11.7667,34.7635,34.7709,1027.4573,26.4442,0.068464,0.294,264.81956,0.0801,98.0189,1e-12
227.0,225.532,16.58961,-106.92288,11.792,11.792,11.7627,34.7632,34.7705,1027.4622,26.4446,0.067159,0.271,264.84126000000003,0.0802,98.0142,1e-12
228.0,226.525,16.58962,-106.92288,11.7863,11.7863,11.7569,34.7625,34.7699,1027.4673,26.4452,0.06715499999999999,0.264,264.87401,0.0798,98.0257,1e-12
229.0,227.518,16.58962,-106.92288,11.771,11.7712,11.7415,34.7616,34.7689,1027.474,26.4474,0.067677,0.272,264.95992,0.0799,98.0244,1e-12
230.0,228.511,16.58962,-106.92288,11.742,11.742,11.7125,34.761,34.7682,1027.4836,26.4524,0.066051,0.27899999999999997,265.12102000000004,0.0798,98.0259,1e-12
231.0,229.50400000000002,16.58962,-106.92288,11.7313,11.7314,11.7017,34.7606,34.768,1027.4898,26.4541,0.06461599999999999,0.22699999999999998,265.18089,0.0798,98.0258,1e-12
232.0,230.497,16.58962,-106.92288,11.7205,11.7206,11.6908,34.7599,34.7672,1027.4958,26.4556,0.067249,0.302,265.24182,0.0792,98.0411,1e-12
233.0,231.49,16.58962,-106.92288,11.7112,11.7113,11.6813,34.7597,34.7671,1027.5019,26.4571,0.06715399999999999,0.297,265.29381,0.0794,98.0357,1e-12
234.0,232.483,16.58962,-106.92288,11.7082,11.7082,11.6782,34.7596,34.767,1027.5069,26.4577,0.06700199999999999,0.26899999999999996,265.31094,0.0798,98.0269,1e-12
235.0,233.475,16.58962,-106.92288,11.6982,11.6984,11.6681,34.7594,34.7666,1027.5131,26.4593,0.06692000000000001,0.237,265.36652000000004,0.0795,98.0318,1e-12
236.0,234.46900000000002,16.58962,-106.92288,11.692,11.6922,11.6617,34.7591,34.7664,1027.5185,26.4603,0.06769700000000001,0.289,265.40147,0.0796,98.03,1e-12
237.0,235.46099999999998,16.58962,-106.92288,11.6881,11.6881,11.6578,34.7586,34.7659,1027.5234,26.4606,0.068486,0.307,265.42359,0.0796,98.0315,1e-12
238.0,236.454,16.58962,-106.92288,11.685,11.685,11.6545,34.7582,34.7657,1027.5282,26.461,0.066206,0.207,265.44177,0.0794,98.0363,1e-12
239.0,237.447,16.58962,-106.92288,11.6827,11.683,11.6521,34.758,34.7654,1027.5329,26.4612,0.06679700000000001,0.253,265.45476,0.0789,98.0464,1e-12
240.0,238.44,16.58962,-106.92288,11.6756,11.6758,11.6448,34.7574,34.7647,1027.5383,26.4621,0.067853,0.221,265.49561,0.079,98.0436,1e-12
241.0,239.433,16.58962,-106.92288,11.6509,11.6514,11.6201,34.756,34.7631,1027.5464,26.4656,0.066561,0.228,265.63487000000003,0.0798,98.0263,1e-12
242.0,240.426,16.58962,-106.92288,11.5993,11.6001,11.5684,34.7526,34.7593,1027.5581,26.4726,0.06752999999999999,0.28300000000000003,265.92785,0.0794,98.0347,1e-12
243.0,241.419,16.58962,-106.92288,11.5295,11.5294,11.4986,34.749,34.7561,1027.5732,26.4829,0.066965,0.268,266.32321,0.0786,98.0538,1e-12
244.0,242.412,16.58962,-106.92288,11.4948,11.4949,11.4638,34.7462,34.7534,1027.582,26.4871,0.066933,0.307,266.52218,0.0786,98.0531,1e-12
245.0,243.405,16.58962,-106.92288,11.4825,11.4826,11.4515,34.7453,34.7524,1027.5881,26.4887,0.06775199999999999,0.309,266.5923,0.0787,98.0519,1e-12
246.0,244.398,16.58962,-106.92288,11.4727,11.4729,11.4415,34.7444,34.7516,1027.5938,26.4899,0.06715800000000001,0.295,266.64876,0.0777,98.075,1e-12
247.0,245.391,16.58962,-106.92288,11.4616,11.4618,11.4303,34.7427,34.7498,1027.599,26.4906,0.06709,0.237,266.71412999999995,0.0787,98.0517,1e-12
248.0,246.38400000000001,16.58962,-106.92288,11.4502,11.4502,11.4188,34.7405,34.7479,1027.604,26.491,0.06649400000000001,0.21899999999999997,266.78204,0.0787,98.0519,1e-12
249.0,247.37599999999998,16.58962,-106.92288,11.4367,11.4368,11.4053,34.7393,34.7464,1027.6101,26.4925,0.067928,0.247,266.8595,0.0787,98.0519,1e-12
250.0,248.36900000000003,16.58962,-106.92288,11.4198,11.4198,11.3882,34.7381,34.7454,1027.6168,26.4947,0.06625299999999999,0.281,266.95639,0.079,98.044,1e-12
251.0,249.362,16.58962,-106.92288,11.3851,11.3849,11.3535,34.737,34.7443,1027.6271,26.5003,0.066472,0.21,267.15283,0.0779,98.0697,1e-12
252.0,250.355,16.58962,-106.92288,11.3639,11.3639,11.3321,34.7363,34.7434,1027.635,26.5036,0.067848,0.272,267.27332,0.0777,98.0758,1e-12
253.0,251.34799999999998,16.58962,-106.9229,11.338,11.338,11.3062,34.7352,34.7423,1027.6435,26.5076,0.066518,0.233,267.42078,0.0776,98.0779,1e-12
254.0,252.34099999999998,16.58961,-106.92288,11.3157,11.3156,11.2838,34.7342,34.7413,1027.6514,26.511,0.06742000000000001,0.306,267.5476,0.0776,98.0789,1e-12
255.0,253.334,16.5896,-106.92288,11.3035,11.3035,11.2715,34.7332,34.7404,1027.6574,26.5124,0.067973,0.184,267.61813,0.0776,98.078,1e-12
256.0,254.326,16.5896,-106.92288,11.2993,11.2994,11.2672,34.7326,34.7398,1027.6622,26.5127,0.069111,0.188,267.64295,0.0772,98.0892,1e-12
257.0,255.31900000000002,16.58962,-106.92288,11.2957,11.2959,11.2635,34.732,34.7391,1027.6669,26.5129,0.069603,0.237,267.66431,0.0767,98.1003,1e-12
258.0,256.312,16.58962,-106.92288,11.2902,11.2903,11.2579,34.7314,34.7386,1027.6719,26.5134,0.06780800000000001,0.198,267.69642999999996,0.0768,98.0996,1e-12
259.0,257.305,16.58962,-106.92288,11.287,11.2871,11.2546,34.7309,34.7382,1027.6766,26.5136,0.070627,0.203,267.71508,0.0773,98.0859,1e-12
260.0,258.298,16.58962,-106.92288,11.2821,11.2819,11.2495,34.7305,34.7377,1027.6817,26.5142,0.06781799999999999,0.207,267.74392,0.0777,98.0765,1e-12
261.0,259.291,16.58962,-106.92288,11.2752,11.2752,11.2425,34.7302,34.7373,1027.6873,26.5153,0.069625,0.19899999999999998,267.78292999999996,0.0786,98.0546,1e-12
262.0,260.284,16.58962,-106.92288,11.2684,11.2685,11.2355,34.7299,34.7371,1027.6928,26.5163,0.068214,0.155,267.82214,0.0776,98.0772,1e-12
263.0,261.276,16.58962,-106.92288,11.265,11.2651,11.232,34.7295,34.7368,1027.6976,26.5166,0.067335,0.253,267.84197,0.0776,98.078,1e-12
264.0,262.269,16.58962,-106.92288,11.2585,11.2584,11.2254,34.7289,34.736,1027.7028,26.5173,0.069095,0.17,267.8798,0.0766,98.103,1e-12
265.0,263.262,16.58962,-106.92288,11.2462,11.2462,11.2131,34.728,34.7355,1027.709,26.5189,0.067966,0.21,267.95031,0.0764,98.1095,1e-12
266.0,264.255,16.58962,-106.92288,11.2349,11.2349,11.2016,34.7276,34.7348,1027.7152,26.5206,0.067756,0.233,268.01522,0.0773,98.0851,1e-12
267.0,265.248,16.58962,-106.92288,11.2246,11.2247,11.1912,34.7273,34.7346,1027.7214,26.5223,0.06783,0.183,268.07365,0.0776,98.0778,1e-12
268.0,266.24,16.58962,-106.92288,11.2165,11.2165,11.183,34.7267,34.734,1027.727,26.5233,0.068659,0.12300000000000001,268.12072,0.0772,98.0891,1e-12
269.0,267.233,16.58962,-106.92288,11.2115,11.2117,11.1779,34.7264,34.7336,1027.7321,26.5239,0.068918,0.24,268.14928,0.0775,98.0819,1e-12
270.0,268.226,16.58962,-106.92288,11.2093,11.2094,11.1756,34.7261,34.7334,1027.7368,26.5241,0.069626,0.21,268.16247000000004,0.0771,98.0915,1e-12
271.0,269.219,16.58962,-106.92288,11.2075,11.2077,11.1737,34.7258,34.7331,1027.7414,26.5242,0.069597,0.168,268.17307999999997,0.0769,98.0957,1e-12
272.0,270.211,16.58962,-106.92288,11.2035,11.2036,11.1695,34.7257,34.7329,1027.7465,26.5249,0.069922,0.18,268.19603,0.0772,98.0893,1e-12
273.0,271.204,16.58962,-106.92288,11.1997,11.1999,11.1656,34.7253,34.7325,1027.7514,26.5253,0.06978200000000001,0.13,268.21811,0.0775,98.0807,1e-12
274.0,272.197,16.58962,-106.92288,11.192,11.1923,11.1578,34.7249,34.7322,1027.7571,26.5264,0.0696,0.153,268.26223,0.0776,98.078,1e-12
275.0,273.19,16.58962,-106.92288,11.1816,11.1816,11.1473,34.7247,34.732,1027.7633,26.5281,0.066062,0.174,268.32137,0.0776,98.078,1e-12
276.0,274.182,16.58962,-106.92288,11.1718,11.1717,11.1374,34.7243,34.7316,1027.7694,26.5296,0.067953,0.14300000000000002,268.37764,0.0766,98.1033,1e-12
277.0,275.175,16.58962,-106.92288,11.163,11.1631,11.1285,34.724,34.7313,1027.7752,26.531,0.066699,0.19699999999999998,268.42783,0.0767,98.102,1e-12
278.0,276.168,16.58962,-106.92288,11.1562,11.1561,11.1215,34.7237,34.731,1027.7808,26.532,0.069405,0.193,268.46715,0.0768,98.099,1e-12
279.0,277.161,16.58962,-106.92288,11.1512,11.1513,11.1165,34.7234,34.7306,1027.7859,26.5326,0.068225,0.13699999999999998,268.49582999999996,0.0774,98.0834,1e-12
280.0,278.153,16.58961,-106.92288,11.1425,11.1426,11.1077,34.7228,34.73,1027.7916,26.5338,0.068096,0.136,268.54603,0.0774,98.084,1e-12
281.0,279.14599999999996,16.5896,-106.92288,11.1257,11.1259,11.0908,34.7221,34.7293,1027.7987,26.5363,0.069597,0.15,268.6424,0.077,98.0944,1e-12
282.0,280.139,16.5896,-106.92288,11.0857,11.0858,11.0508,34.7195,34.727,1027.8086,26.5416,0.068342,0.162,268.87417999999997,0.0764,98.1077,1e-12
283.0,281.132,16.5896,-106.92288,11.0486,11.0491,11.0135,34.7192,34.7263,1027.8198,26.5481,0.069117,0.217,269.08562,0.0764,98.1083,1e-12
284.0,282.124,16.58962,-106.92288,11.0304,11.0305,10.9953,34.718,34.725,1027.8267,26.5504,0.06894700000000001,0.17600000000000002,269.19105,0.0759,98.1214,1e-12
285.0,283.117,16.58962,-106.92288,11.0105,11.0106,10.9753,34.7171,34.7243,1027.8343,26.5533,0.068646,0.126,269.30609,0.0765,98.1061,1e-12
286.0,284.11,16.58962,-106.92288,10.9884,10.9886,10.9531,34.7153,34.7225,1027.8414,26.5559,0.06909900000000001,0.24600000000000002,269.43529,0.0762,98.1137,1e-12
287.0,285.10200000000003,16.58962,-106.92288,10.9628,10.9629,10.9275,34.7144,34.7218,1027.8499,26.5598,0.068536,0.19,269.58297000000005,0.0764,98.1091,1e-12
288.0,286.095,16.58962,-106.92288,10.9586,10.9587,10.9232,34.7136,34.721,1027.8546,26.56,0.067753,0.147,269.60826000000003,0.0763,98.1107,1e-12
289.0,287.08799999999997,16.58962,-106.92288,10.9517,10.9519,10.9162,34.7128,34.7202,1027.8597,26.5606,0.06817899999999999,0.141,269.64902,0.0776,98.0775,1e-12
290.0,288.08099999999996,16.58962,-106.92288,10.9473,10.9474,10.9116,34.7124,34.7196,1027.8647,26.561,0.067288,0.113,269.67502,0.0757,98.1246,1e-12
291.0,289.073,16.58962,-106.92288,10.9416,10.9417,10.9058,34.7119,34.7191,1027.8699,26.5617,0.068748,0.141,269.70884,0.0753,98.1358,1e-12
292.0,290.066,16.58962,-106.92288,10.9355,10.9357,10.8996,34.7111,34.7183,1027.8749,26.5622,0.06615900000000001,0.188,269.74514,0.0753,98.1355,1e-12
293.0,291.059,16.58962,-106.92288,10.9241,10.9242,10.8881,34.7102,34.7174,1027.8808,26.5636,0.065939,0.182,269.81158999999997,0.0756,98.1274,1e-12
294.0,292.051,16.58961,-106.92288,10.9076,10.9074,10.8715,34.7094,34.7164,1027.8877,26.5659,0.06829099999999999,0.14400000000000002,269.90761000000003,0.0757,98.1266,1e-12
295.0,293.04400000000004,16.5896,-106.92288,10.8815,10.8812,10.8453,34.7076,34.7147,1027.8956,26.5692,0.067889,0.158,270.0605,0.0756,98.1277,1e-12
296.0,294.03700000000003,16.5896,-106.92288,10.8534,10.8539,10.8171,34.706,34.7132,1027.904,26.573,0.067986,0.177,270.22433,0.0759,98.1219,1e-12
297.0,295.029,16.5896,-106.92288,10.843,10.8429,10.8067,34.7052,34.7123,1027.9098,26.5742,0.067373,0.13,270.28486000000004,0.0761,98.1154,1e-12
298.0,296.022,16.58962,-106.92288,10.84,10.8401,10.8035,34.7045,34.7116,1027.9143,26.5742,0.067815,0.203,270.30382000000003,0.0754,98.1316,1e-12
299.0,297.015,16.58962,-106.92288,10.8362,10.8366,10.7997,34.7039,34.7111,1027.919,26.5744,0.066941,0.134,270.32645,0.0755,98.1311,1e-12
300.0,298.007,16.58962,-106.92288,10.8324,10.8325,10.7957,34.7033,34.7104,1027.9238,26.5747,0.069013,0.188,270.34976,0.0755,98.1303,1e-12
301.0,299.0,16.58962,-106.92288,10.8268,10.8269,10.7901,34.7027,34.7098,1027.9288,26.5751,0.069758,0.156,270.3826,0.0755,98.1303,1e-12
302.0,299.992,16.58962,-106.92288,10.8091,10.8094,10.7722,34.7018,34.709,1027.9359,26.5777,0.067966,0.162,270.48598,0.0755,98.1303,1e-12
303.0,300.985,16.58962,-106.92288,10.798,10.7973,10.7611,34.7008,34.7077,1027.9416,26.5788,0.068829,0.129,270.55152999999996,0.0752,98.1386,1e-12
304.0,301.978,16.58962,-106.92288,10.7607,10.7609,10.7237,34.6989,34.7062,1027.9515,26.584,0.066848,0.17300000000000001,270.76968,0.0746,98.1525,1e-12
305.0,302.97,16.58962,-106.92288,10.7364,10.7359,10.6993,34.698,34.7053,1027.9598,26.5877,0.068622,0.184,270.91067999999996,0.0744,98.1564,1e-12
306.0,303.96299999999997,16.58962,-106.92288,10.7271,10.7271,10.6899,34.6976,34.7047,1027.9657,26.589,0.068826,0.19699999999999998,270.96536000000003,0.074,98.1661,1e-12
307.0,304.95599999999996,16.58962,-106.92288,10.7241,10.7242,10.6868,34.697,34.7042,1027.9702,26.5891,0.06805800000000001,0.14,270.98368999999997,0.0744,98.1564,1e-12
308.0,305.948,16.58961,-106.92288,10.7194,10.7195,10.682,34.6963,34.7036,1027.975,26.5894,0.068316,0.11,271.01204,0.0745,98.1538,1e-12
309.0,306.941,16.5896,-106.92288,10.7071,10.7071,10.6696,34.6955,34.7026,1027.9811,26.5909,0.068521,0.168,271.08418,0.0747,98.149,1e-12
