Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS
101.0,267.264,-106.85834,16.85538,101,16.048,16.0078,43461,4.353756,0.3179,0.0565,98.5968,0.69305,0,0.8982,0.8908,0.0828,0.1124,4.5867,0,0.9123,0,0.805,0.8373,34.5228,34.6261,25.3731,25.4618,29.286,39.981,11.727,16.006
102.0,268.259,-106.85834,16.85539,102,15.8341,15.7982,43268,4.334746,0.2631,0.0535,98.6709,0.64979,0,0.8858,0.8901,0.0773,0.1134,4.5902,0,0.8879,0,0.7689,0.8066,34.5372,34.6395,25.4329,25.5197,24.981,35.187,9.962,14.03
103.0,270.299,-106.85834,16.8554,103,15.4974,15.5308,42953,4.308285,0.2339,0.0512,98.7277,0.5992,0,0.821,0.8463,0.0744,0.1129,4.5928,0,0.8573,0,0.7356,0.7685,34.549,34.6364,25.5175,25.5774,28.179,34.218,11.158,13.572
104.0,274.263,-106.85834,16.8554,104,15.4424,15.4531,42907,4.301196,0.2676,0.0503,98.7496,0.56126,0,0.7236,0.7543,0.0778,0.1126,4.5938,0,0.8333,0,0.7028,0.7329,34.5556,34.6407,25.535,25.5981,23.649,29.081,9.361,11.519
105.0,276.779,-106.85834,16.8554,105,15.0892,15.0763,42576,4.266548,0.188,0.0502,98.7538,0.52472,0,0.7151,0.7457,0.0698,0.1126,4.594,0,0.8086,0,0.6687,0.6957,34.5669,34.6598,25.622,25.6964,19.663,24.176,7.727,9.504
106.0,278.772,-106.85834,16.8554,106,14.9007,14.8626,42400,4.246787,0.1726,0.0487,98.7906,0.48651,0,0.6885,0.7169,0.0683,0.1125,4.5957,0,0.7811,0,0.6501,0.6733,34.5737,34.6691,25.6685,25.7503,18.578,21.975,7.274,8.603
107.0,280.101,-106.85834,16.8554,107,14.8229,14.7868,42323,4.238666,0.1644,0.0487,98.7903,0.45203,0,0.6713,0.6987,0.0675,0.1124,4.5957,0,0.7548,0,0.6405,0.6626,34.5719,34.662,25.684,25.7613,17.523,20.767,6.85,8.117
108.0,281.166,-106.85834,16.8554,108,14.7404,14.704,42247,4.231255,0.1462,0.0487,98.7902,0.42552,0,0.6598,0.6853,0.0656,0.1126,4.5957,0,0.7333,0,0.634,0.6548,34.575,34.6675,25.7043,25.7835,17.047,19.948,6.653,7.784
109.0,282.402,-106.85834,16.8554,109,14.6961,14.6611,42209,4.227135,0.1514,0.0495,98.7707,0.40259,0,0.6501,0.6732,0.0662,0.113,4.5948,0,0.7139,0,0.6272,0.6473,34.5796,34.6676,25.7175,25.7929,16.089,18.984,6.274,7.402
110.0,284.383,-106.85834,16.8554,110,14.6269,14.5897,42153,4.22134,0.1663,0.0482,98.803,0.37722,0,0.6366,0.6577,0.0677,0.1125,4.5963,0,0.6914,0,0.6157,0.6351,34.5891,34.6778,25.7397,25.8162,14.7,17.301,5.725,6.737
111.0,286.188,-106.85834,16.8554,111,14.5655,14.5327,42103,4.216486,0.1625,0.0479,98.809,0.35449,0,0.6264,0.6464,0.0673,0.1125,4.5966,0,0.6701,0,0.6079,0.6259,34.5973,34.6837,25.7593,25.833,14.006,16.327,5.448,6.35
112.0,287.853,-106.85836,16.8554,112,14.5406,14.508,42084,4.214503,0.1682,0.0482,98.8031,0.32743,0,0.6168,0.6361,0.0678,0.1125,4.5963,0,0.6434,0,0.599,0.6185,34.6016,34.6871,25.768,25.841,10.955,14.824,4.26,5.763
113.0,289.099,-106.85836,16.8554,113,14.5045,14.4705,42057,4.211926,0.1613,0.0489,98.7863,0.305,0,0.6111,0.6295,0.0672,0.1123,4.5955,0,0.6199,0,0.5827,0.6074,34.6088,34.6966,25.7813,25.8564,5.801,11.379,2.254,4.421
114.0,290.258,-106.85836,16.8554,114,14.4018,14.3639,41986,4.204971,0.1695,0.0496,98.7658,0.28252,0,0.6066,0.6243,0.068,0.1126,4.5945,0,0.5951,0,0.5621,0.5893,34.6344,34.7276,25.823,25.9031,2.646,7.606,1.026,2.949
115.0,291.313,-106.85836,16.8554,115,14.3523,14.3212,41976,4.203294,0.1713,0.0496,98.7671,0.26673,0,0.6005,0.6198,0.0681,0.1123,4.5946,0,0.5766,0,0.5458,0.5722,34.669,34.7501,25.8604,25.9296,1.599,5.532,0.619,2.143
116.0,292.232,-106.85836,16.8554,116,14.3683,14.3355,42003,4.206277,0.1853,0.0496,98.767,0.24602,0,0.5899,0.6129,0.0695,0.1126,4.5946,0,0.5514,0,0.5347,0.5598,34.68,34.7644,25.8654,25.9376,1.461,4.469,0.566,1.732
117.0,293.176,-106.85836,16.8554,117,14.3293,14.2941,41978,4.204066,0.1815,0.0495,98.7691,0.22354,0,0.5734,0.6001,0.0692,0.1128,4.5947,0,0.522,0,0.5274,0.5497,34.6911,34.7807,25.8824,25.9591,1.899,3.9,0.736,1.51
118.0,294.302,-106.85836,16.8554,118,14.2495,14.2142,41911,4.197331,0.2157,0.052,98.7077,0.20246,0,0.5544,0.5812,0.0726,0.1126,4.5919,0,0.4926,0,0.5224,0.5424,34.7005,34.79,25.9067,25.9833,2.325,3.807,0.899,1.472
119.0,296.852,-106.85836,16.8554,119,14.2206,14.2048,41885,4.195732,0.2902,0.054,98.6592,0.18355,0,0.5299,0.5521,0.08,0.1129,4.5896,0,0.4645,0,0.5188,0.5358,34.702,34.7832,25.914,25.98,2.809,3.81,1.086,1.473
120.0,299.867,-106.85836,16.8554,120,14.1921,14.164,41858,4.19253,0.3073,0.0534,98.6731,0.17348,0,0.5192,0.536,0.0817,0.1126,4.5902,0,0.4488,0,0.518,0.5335,34.7026,34.7899,25.9204,25.9939,2.935,3.885,1.134,1.501
121.0,300.657,-106.85836,16.8554,121,14.1604,14.126,41829,4.188988,0.283,0.0548,98.6377,0.15933,0,0.5189,0.5359,0.0793,0.1124,4.5886,0,0.4255,0,0.5175,0.5332,34.7035,34.7909,25.9278,26.0027,2.294,3.566,0.886,1.377
122.0,301.322,-106.85836,16.8554,122,14.1342,14.1,41807,4.186729,0.2837,0.0549,98.6357,0.14995,0,0.5189,0.535,0.0794,0.1124,4.5885,0,0.4096,0,0.5158,0.5321,34.7061,34.7929,25.9355,26.0098,1.748,3.138,0.674,1.211
123.0,301.935,-106.85836,16.8554,123,14.1013,14.0645,41780,4.184175,0.2837,0.0566,98.5946,0.1398,0,0.5189,0.535,0.0794,0.1125,4.5866,0,0.3915,0,0.5143,0.5306,34.7105,34.8009,25.9458,26.0235,1.608,2.831,0.62,1.092
124.0,302.561,-106.85836,16.8554,124,13.991,13.9501,41689,4.175614,0.3027,0.0598,98.5161,0.12956,0,0.5189,0.5347,0.0813,0.1126,4.5829,0,0.3724,0,0.5129,0.5291,34.7245,34.8243,25.9798,26.0655,1.511,2.616,0.582,1.006
125.0,303.348,-106.85836,16.8554,125,13.909,13.8738,41621,4.16842,0.3346,0.0679,98.3174,0.12225,0,0.5189,0.5346,0.0844,0.1127,4.5737,0,0.3583,0,0.5115,0.5274,34.7351,34.8259,26.0052,26.0828,1.542,2.572,0.592,0.988
126.0,306.871,-106.85836,16.8554,126,13.9588,13.9219,41663,4.171726,0.426,0.0627,98.4449,0.11389,0,0.5136,0.5293,0.0936,0.1142,4.5797,0,0.3416,0,0.5108,0.5249,34.7288,34.8128,25.99,26.0626,2.178,2.581,0.838,0.992
127.0,309.241,-106.85836,16.85541,127,13.905,13.8486,41618,4.167037,0.367,0.0645,98.4006,0.10895,0,0.5126,0.5261,0.0877,0.1126,4.5776,0,0.3313,0,0.5103,0.5243,34.7346,34.835,26.0057,26.0951,1.627,2.3,0.625,0.883
128.0,309.863,-106.85836,16.85542,128,13.8221,13.7879,41547,4.160682,0.3665,0.0636,98.4241,0.10389,0,0.5128,0.5267,0.0876,0.114,4.5787,0,0.3205,0,0.5094,0.5238,34.7429,34.8303,26.0295,26.1041,1.568,2.239,0.602,0.859
129.0,310.469,-106.85836,16.85542,129,13.7949,13.7604,41521,4.158202,0.3691,0.0635,98.4257,0.090255,0,0.5128,0.5269,0.0879,0.1148,4.5788,0,0.2905,0,0.5094,0.523,34.7431,34.8317,26.0352,26.111,1.601,2.162,0.614,0.829
130.0,311.079,-106.85836,16.85542,130,13.7633,13.7289,41492,4.155365,0.3675,0.0634,98.4292,0.085899,0,0.5126,0.5269,0.0877,0.1148,4.579,0,0.2802,0,0.509,0.5227,34.7448,34.8333,26.0432,26.1188,1.442,2.209,0.552,0.846
131.0,311.851,-106.85836,16.85542,131,13.7351,13.7014,41468,4.152723,0.3512,0.0626,98.4476,0.072617,0,0.5117,0.5262,0.0861,0.1138,4.5798,0,0.2478,0,0.5083,0.5224,34.7468,34.8331,26.0506,26.1243,1.47,2.166,0.563,0.829
132.0,315.434,-106.85836,16.85542,132,13.7619,13.7318,41493,4.155103,0.3857,0.0626,98.4471,0.064099,0,0.5096,0.5234,0.0895,0.1137,4.5798,0,0.2257,0,0.5081,0.5214,34.746,34.8273,26.0445,26.1136,1.651,2.108,0.633,0.807
133.0,318.418,-106.85836,16.85542,133,13.7452,13.7181,41479,4.154735,0.44,0.0624,98.4521,0.060626,0,0.5092,0.5222,0.095,0.1148,4.58,0,0.2164,0,0.5082,0.5214,34.7471,34.836,26.0488,26.1232,1.644,2.19,0.63,0.839
134.0,319.078,-106.85836,16.85542,134,13.7146,13.6797,41451,4.151077,0.4027,0.0616,98.4721,0.053279,0,0.5092,0.5222,0.0913,0.1145,4.5809,0,0.196,0,0.5081,0.5214,34.7484,34.8361,26.0562,26.1313,1.61,2.195,0.616,0.84
135.0,319.727,-106.85836,16.85542,135,13.6742,13.6395,41416,4.147669,0.3304,0.062,98.4604,0.047602,0,0.5091,0.5224,0.084,0.1128,4.5804,0,0.1794,0,0.5081,0.5216,34.7523,34.8404,26.0676,26.1429,1.596,2.204,0.61,0.843
136.0,320.378,-106.85836,16.85542,136,13.5991,13.5595,41348,4.141314,0.326,0.0627,98.4457,0.044707,0,0.509,0.5224,0.0836,0.1136,4.5797,0,0.1706,0,0.5081,0.5215,34.7562,34.8531,26.0861,26.1692,1.469,2.106,0.561,0.804
137.0,321.116,-106.85836,16.85542,137,13.4956,13.4592,41254,4.131809,0.3129,0.0634,98.429,0.041395,0,0.5092,0.5222,0.0823,0.1145,4.579,0,0.1605,0,0.5075,0.5212,34.7615,34.8548,26.1115,26.1912,1.346,1.989,0.513,0.758
138.0,324.106,-106.85836,16.85542,138,13.5345,13.4727,41290,4.132133,0.2849,0.0632,98.4337,0.0356,0,0.5086,0.522,0.0795,0.1137,4.5792,0,0.1421,0,0.5071,0.5203,34.7595,34.845,26.102,26.1808,1.457,1.952,0.556,0.744
139.0,327.834,-106.85836,16.85542,139,13.4829,13.4759,41244,4.133539,0.3528,0.0633,98.4303,0.034647,0,0.5079,0.521,0.0862,0.1134,4.579,0,0.1392,0,0.5071,0.5201,34.762,34.855,26.1146,26.188,1.472,1.966,0.561,0.749
140.0,328.714,-106.85836,16.85542,140,13.3778,13.3359,41149,4.120832,0.31,0.0635,98.4257,0.028766,0,0.5079,0.5212,0.082,0.113,4.5788,0,0.1196,0,0.507,0.5201,34.7682,34.8626,26.1409,26.2225,1.464,1.957,0.557,0.744
141.0,329.418,-106.85836,16.85542,141,13.3256,13.2886,41102,4.11635,0.2324,0.0635,98.4257,0.02891,0,0.5079,0.521,0.0743,0.1149,4.5788,0,0.12,0,0.507,0.52,34.7709,34.8631,26.1536,26.2325,1.491,1.887,0.566,0.716
142.0,330.068,-106.85836,16.85542,142,13.2913,13.258,41070,4.112933,0.1994,0.0635,98.4257,0.027242,0,0.508,0.5209,0.071,0.1146,4.5788,0,0.1139,0,0.507,0.5197,34.7721,34.8583,26.1615,26.235,1.492,1.816,0.566,0.689
143.0,330.776,-106.85836,16.85542,143,13.2791,13.2466,41060,4.111937,0.1838,0.0635,98.4245,0.023908,0,0.508,0.5214,0.0694,0.1146,4.5787,0,0.1025,0,0.507,0.5195,34.7729,34.8589,26.1647,26.2378,1.492,1.79,0.566,0.679
144.0,333.925,-106.85836,16.85542,144,13.287,13.2564,41068,4.112574,0.1885,0.0634,98.4285,0.01865,0,0.5079,0.5206,0.0699,0.1138,4.5789,0,0.0837,0,0.507,0.5192,34.7732,34.8556,26.1633,26.2333,1.491,1.837,0.566,0.697
145.0,337.431,-106.85836,16.85542,145,13.2773,13.2524,41061,4.112625,0.2259,0.0639,98.4143,0.014683,0,0.5079,0.52,0.0736,0.1139,4.5782,0,0.069,0,0.507,0.5193,34.7746,34.8593,26.1664,26.2371,1.493,1.851,0.566,0.702
146.0,338.264,-106.85836,16.85542,146,13.1804,13.1412,40970,4.103323,0.1972,0.0636,98.4234,0.010154,0,0.5078,0.52,0.0707,0.1129,4.5787,0,0.0512,0,0.507,0.5191,34.7769,34.8727,26.1878,26.2699,1.489,1.795,0.564,0.68
147.0,339.06,-106.85836,16.85542,147,13.124,13.0897,40918,4.097705,0.158,0.0639,98.4152,0.0084886,0,0.5079,0.5201,0.0668,0.1146,4.5783,0,0.0443,0,0.5069,0.5191,34.7782,34.8662,26.2002,26.2753,1.478,1.832,0.559,0.693
148.0,339.922,-106.85836,16.85542,148,13.1036,13.0712,40899,4.095686,0.1364,0.0639,98.4143,0.004186,0,0.5079,0.5201,0.0646,0.1146,4.5782,0,0.0268,0,0.507,0.519,34.7783,34.8636,26.2044,26.277,1.468,1.779,0.555,0.673
149.0,343.546,-106.85836,16.85542,149,13.1054,13.0754,40900,4.095796,0.1386,0.0757,98.1263,0.0070953,0,0.5078,0.5199,0.0649,0.1137,4.5648,0,0.0387,0,0.5067,0.5187,34.778,34.8603,26.2039,26.2737,1.444,1.771,0.546,0.669
150.0,346.317,-106.85836,16.85542,150,13.0789,13.0563,40876,4.09457,0.1599,0.0643,98.4048,0.0043683,0,0.5076,0.5195,0.067,0.1147,4.5777,0,0.0275,0,0.5067,0.519,34.7785,34.8658,26.2096,26.2818,1.409,1.785,0.532,0.675
151.0,346.886,-106.85836,16.85542,151,13.0401,13.0085,40840,4.090206,0.1425,0.0645,98.3995,0.0029334,0,0.5074,0.5195,0.0653,0.1147,4.5775,0,0.0215,0,0.5067,0.5186,34.7798,34.8678,26.2185,26.2929,1.374,1.692,0.519,0.639
152.0,347.427,-106.85836,16.85542,152,13.014,12.9813,40815,4.087548,0.1121,0.0645,98.3995,0.0019168,0,0.5075,0.5195,0.0622,0.1148,4.5775,0,0.0172,0,0.5064,0.5186,34.7797,34.8671,26.2236,26.2979,1.31,1.695,0.494,0.64
153.0,347.951,-106.85836,16.85542,153,12.9977,12.9656,40800,4.085909,0.1127,0.0645,98.3995,0.0020468,0,0.5075,0.5198,0.0623,0.1146,4.5775,0,0.0178,0,0.5064,0.5187,34.7796,34.8654,26.2268,26.2998,1.225,1.697,0.462,0.64
154.0,348.486,-106.85836,16.85542,154,12.9792,12.9453,40783,4.084232,0.1127,0.0652,98.3837,0.0016173,0,0.5079,0.5197,0.0623,0.1147,4.5768,0,0.0159,0,0.5061,0.5182,34.7798,34.8677,26.2307,26.3056,1.186,1.589,0.447,0.599
155.0,351.317,-106.85836,16.85542,155,12.9663,12.9281,40771,4.082065,0.1058,0.0654,98.3773,0.0017095,0,0.5074,0.5195,0.0616,0.1147,4.5765,0,0.0163,0,0.5058,0.5179,34.7803,34.8625,26.2337,26.3051,1.295,1.627,0.488,0.613
156.0,357.228,-106.85836,16.85544,156,12.9707,12.926,40778,4.082101,0.1125,0.0654,98.377,0.0016096,0,0.5067,0.5188,0.0623,0.1147,4.5765,0,0.0159,0,0.5057,0.5177,34.7818,34.8644,26.234,26.307,1.304,1.591,0.492,0.6
157.0,361.264,-106.85836,16.85543,157,12.9529,12.9094,40759,4.080296,0.1055,0.0653,98.3793,0.0016431,0,0.5067,0.5188,0.0616,0.1146,4.5766,0,0.0161,0,0.5055,0.5176,34.7805,34.862,26.2366,26.3084,1.165,1.624,0.439,0.612
158.0,366.461,-106.85836,16.85542,158,12.9479,12.892,40756,4.079534,0.1125,0.0656,98.3734,0.0016072,0,0.5064,0.5184,0.0623,0.1148,4.5763,0,0.0159,0,0.505,0.5171,34.7811,34.8703,26.2381,26.3183,1.058,1.463,0.399,0.551
159.0,370.242,-106.85836,16.85543,159,12.9342,12.885,40742,4.07802,0.0946,0.0658,98.3674,0.0016064,0,0.5062,0.5184,0.0605,0.1146,4.576,0,0.0159,0,0.5048,0.5171,34.7804,34.8619,26.2403,26.3132,1.169,1.549,0.441,0.583
160.0,375.61,-106.85836,16.85544,160,12.933,12.8545,40744,4.076191,0.0953,0.0651,98.3841,0.0015538,0,0.5056,0.5178,0.0605,0.1148,4.5768,0,0.0157,0,0.5047,0.517,34.7831,34.8721,26.2427,26.3272,1.116,1.485,0.421,0.559
161.0,379.244,-106.85836,16.85544,161,12.8841,12.8248,40694,4.072279,0.0971,0.065,98.3881,0.0014321,0,0.5057,0.5179,0.0607,0.1145,4.577,0,0.0152,0,0.5046,0.5168,34.7799,34.8616,26.25,26.3251,1.158,1.484,0.436,0.558
162.0,385.033,-106.85836,16.85542,162,12.8968,12.8459,40708,4.074976,0.0983,0.0656,98.3727,0.0013196,0,0.5055,0.5177,0.0609,0.1145,4.5763,0,0.0147,0,0.5046,0.517,34.7812,34.8676,26.2485,26.3256,1.157,1.466,0.436,0.551
163.0,385.593,-106.85834,16.85542,163,12.8025,12.7594,40617,4.067164,0.0966,0.0648,98.3932,0.0013241,0,0.5055,0.5176,0.0607,0.1147,4.5772,0,0.0147,0,0.5046,0.5166,34.7805,34.8722,26.2666,26.3463,1.16,1.424,0.436,0.535
164.0,389.471,-106.85835,16.85543,164,12.8176,12.7686,40633,4.067172,0.0889,0.0651,98.3841,0.0013241,0,0.5055,0.5178,0.0599,0.1137,4.5768,0,0.0147,0,0.5046,0.5166,34.781,34.8634,26.2641,26.3377,1.156,1.46,0.434,0.549
165.0,393.736,-106.85836,16.85544,165,12.8035,12.7465,40620,4.06551,0.0891,0.0656,98.3735,0.0013241,0,0.5055,0.5176,0.0599,0.113,4.5763,0,0.0147,0,0.5046,0.5166,34.7809,34.8674,26.2669,26.3452,1.122,1.447,0.422,0.543
166.0,394.589,-106.85836,16.85544,166,12.6866,12.6431,40506,4.056442,0.0883,0.0656,98.3732,0.0013241,0,0.5055,0.5175,0.0598,0.1133,4.5763,0,0.0147,0,0.5046,0.5166,34.7796,34.8756,26.289,26.372,1.132,1.375,0.424,0.515
167.0,398.102,-106.85834,16.85543,167,12.6671,12.6235,40485,4.05299,0.0851,0.0643,98.4065,0.0012829,0,0.5055,0.5176,0.0595,0.1148,4.5779,0,0.0145,0,0.5043,0.516,34.7771,34.8601,26.2909,26.3639,1.043,1.328,0.391,0.497
168.0,402.919,-106.85834,16.85542,168,12.6469,12.587,40470,4.050515,0.0884,0.0656,98.3739,0.0011066,0,0.5054,0.5175,0.0598,0.1146,4.5763,0,0.0137,0,0.5046,0.5166,34.7805,34.8697,26.2975,26.3785,1.151,1.398,0.431,0.523
169.0,403.402,-106.85834,16.85542,169,12.5447,12.5053,40367,4.042318,0.0791,0.0645,98.3997,0.0011841,0,0.5055,0.5176,0.0589,0.1145,4.5775,0,0.0141,0,0.5045,0.516,34.7753,34.8661,26.3136,26.3918,1.131,1.335,0.423,0.499
170.0,404.177,-106.85834,16.85542,170,12.5223,12.4894,40347,4.040374,0.0762,0.0637,98.4192,0.0011893,0,0.5055,0.5175,0.0586,0.1146,4.5785,0,0.0141,0,0.5045,0.5163,34.7763,34.8617,26.3188,26.3914,1.033,1.346,0.386,0.503
171.0,408.626,-106.85835,16.85542,171,12.5329,12.4903,40357,4.040113,0.0811,0.064,98.4118,0.0010564,0,0.5055,0.5172,0.0591,0.1149,4.5781,0,0.0135,0,0.5039,0.5155,34.7759,34.8579,26.3164,26.3883,0.886,1.244,0.331,0.464
172.0,412.061,-106.85836,16.85542,172,12.5223,12.4877,40349,4.04026,0.0881,0.0644,98.402,0.001067,0,0.5055,0.5173,0.0598,0.1148,4.5776,0,0.0135,0,0.5045,0.5158,34.7776,34.8613,26.3199,26.3916,1.092,1.313,0.408,0.49
173.0,412.718,-106.85836,16.85542,173,12.5147,12.4831,40341,4.039706,0.084,0.0635,98.4252,0.001063,0,0.5055,0.5174,0.0594,0.1149,4.5788,0,0.0135,0,0.5043,0.5158,34.7769,34.8598,26.3208,26.3913,1.102,1.356,0.412,0.506
174.0,413.374,-106.85836,16.85542,174,12.5126,12.4813,40340,4.039554,0.0764,0.0635,98.4257,0.0010435,0,0.5055,0.5172,0.0586,0.1149,4.5788,0,0.0134,0,0.5045,0.5158,34.7766,34.8596,26.321,26.3915,1.109,1.343,0.414,0.502
175.0,416.613,-106.85836,16.85543,175,12.5185,12.485,40346,4.039916,0.0735,0.0636,98.4229,0.0010428,0,0.5054,0.5168,0.0583,0.1138,4.5786,0,0.0134,0,0.5041,0.5157,34.777,34.8592,26.3202,26.3905,1.031,1.345,0.385,0.502
176.0,421.207,-106.85836,16.85542,176,12.5163,12.4821,40345,4.039779,0.0842,0.0645,98.3995,0.0010428,0,0.5053,0.5165,0.0594,0.1145,4.5775,0,0.0134,0,0.5042,0.5158,34.7775,34.8601,26.321,26.3918,1.065,1.351,0.398,0.505
177.0,421.976,-106.85836,16.85542,177,12.5109,12.4801,40340,4.039578,0.075,0.064,98.4114,0.0010428,0,0.5052,0.5167,0.0585,0.1147,4.5781,0,0.0134,0,0.5041,0.5157,34.7771,34.8596,26.3218,26.3919,0.972,1.297,0.363,0.484
178.0,425.891,-106.85836,16.85542,178,12.5157,12.4827,40345,4.039839,0.0788,0.0634,98.4269,0.0010428,0,0.505,0.5166,0.0589,0.1145,4.5788,0,0.0134,0,0.5039,0.5156,34.7777,34.8593,26.3214,26.3912,1.085,1.342,0.405,0.501
179.0,429.665,-106.85836,16.85542,179,12.5106,12.4794,40341,4.039609,0.0761,0.0644,98.4016,0.0010428,0,0.5049,0.5164,0.0586,0.1147,4.5776,0,0.0134,0,0.5038,0.5156,34.7773,34.8597,26.3221,26.3921,0.932,1.287,0.348,0.481
180.0,430.543,-106.85836,16.85542,180,12.5098,12.4789,40340,4.039574,0.0761,0.0635,98.4256,0.0010428,0,0.505,0.5165,0.0586,0.1146,4.5788,0,0.0134,0,0.5037,0.5155,34.7775,34.8594,26.3224,26.392,1.055,1.318,0.394,0.492
181.0,434.246,-106.85835,16.85542,181,12.5116,12.4803,40343,4.039716,0.0756,0.0638,98.4181,0.0010428,0,0.5047,0.5165,0.0585,0.1146,4.5784,0,0.0134,0,0.5038,0.5155,34.7776,34.8591,26.3222,26.3915,1.04,1.303,0.388,0.487
182.0,437.684,-106.85834,16.85542,182,12.5101,12.4786,40342,4.039637,0.0761,0.0638,98.4173,0.0010428,0,0.5045,0.5164,0.0586,0.1147,4.5784,0,0.0134,0,0.5037,0.5155,34.7779,34.8594,26.3228,26.3921,1.02,1.259,0.381,0.47
183.0,438.444,-106.85834,16.85542,183,12.5077,12.4768,40340,4.039486,0.0755,0.0635,98.4256,0.0010428,0,0.5047,0.5165,0.0585,0.1145,4.5788,0,0.0134,0,0.5036,0.5153,34.7777,34.8592,26.3231,26.3924,0.952,1.245,0.355,0.465
184.0,439.301,-106.85834,16.85542,184,12.508,12.4773,40341,4.039567,0.0755,0.0635,98.4257,0.0010428,0,0.5047,0.5161,0.0585,0.1147,4.5788,0,0.0134,0,0.5035,0.5154,34.7778,34.8591,26.3231,26.3922,0.981,1.34,0.366,0.5
185.0,442.76,-106.85834,16.85542,185,12.5089,12.4781,40342,4.039663,0.0756,0.0635,98.4253,0.0010428,0,0.5045,0.5164,0.0586,0.1146,4.5788,0,0.0134,0,0.5036,0.5154,34.7775,34.8588,26.3227,26.3919,1.04,1.244,0.388,0.464
186.0,446.51,-106.85834,16.85542,186,12.5086,12.4775,40342,4.039689,0.0761,0.064,98.4114,0.0010428,0,0.5047,0.5164,0.0586,0.1147,4.5781,0,0.0134,0,0.5035,0.515,34.7777,34.8592,26.323,26.3923,0.934,1.208,0.349,0.451
187.0,447.077,-106.85834,16.85542,187,12.5071,12.4757,40341,4.039558,0.0761,0.0635,98.4256,0.0010264,0,0.5043,0.5161,0.0586,0.1143,4.5788,0,0.0133,0,0.5035,0.5152,34.7777,34.8592,26.3233,26.3927,0.987,1.308,0.369,0.488
188.0,447.857,-106.85836,16.85542,188,12.5054,12.4748,40340,4.039488,0.0761,0.0635,98.4257,0.0010424,0,0.5046,0.5163,0.0586,0.1146,4.5788,0,0.0134,0,0.5035,0.5152,34.7776,34.8589,26.3236,26.3926,1.017,1.24,0.38,0.463
189.0,451.437,-106.85836,16.85542,189,12.5064,12.4758,40341,4.039609,0.0813,0.0637,98.4214,0.0010199,0,0.5044,0.5161,0.0591,0.1147,4.5786,0,0.0133,0,0.5036,0.5153,34.7773,34.8587,26.3232,26.3923,1.064,1.31,0.397,0.489
190.0,454.929,-106.85836,16.85542,190,12.5058,12.4744,40341,4.039554,0.0762,0.0636,98.4243,0.00099892,0,0.5045,0.5162,0.0586,0.1145,4.5787,0,0.0132,0,0.5038,0.5153,34.7775,34.859,26.3234,26.3929,1.007,1.204,0.376,0.45
191.0,455.786,-106.85836,16.85542,191,12.4895,12.4542,40325,4.038026,0.0755,0.0637,98.4202,0.0010131,0,0.5044,0.5162,0.0585,0.1149,4.5785,0,0.0133,0,0.5035,0.5151,34.7769,34.8626,26.3262,26.3996,0.869,1.198,0.324,0.447
192.0,459.376,-106.85836,16.85542,192,12.4703,12.4282,40306,4.035012,0.0735,0.0637,98.4194,0.00093271,0,0.5044,0.516,0.0583,0.1147,4.5785,0,0.0129,0,0.5035,0.5151,34.7755,34.8572,26.3289,26.4005,1.014,1.256,0.378,0.468
193.0,463.143,-106.85836,16.85542,193,12.4515,12.4074,40289,4.03319,0.0746,0.0635,98.4244,0.00075016,0,0.5043,0.5159,0.0585,0.1147,4.5787,0,0.0121,0,0.5035,0.5152,34.776,34.8586,26.333,26.4057,1.029,1.273,0.384,0.475
194.0,463.591,-106.85836,16.85542,194,12.4091,12.3769,40246,4.03039,0.0754,0.0632,98.432,0.00082891,0,0.5043,0.5161,0.0585,0.1147,4.5791,0,0.0125,0,0.5036,0.5154,34.7738,34.8594,26.3395,26.4122,1.03,1.238,0.384,0.461
195.0,464.195,-106.85836,16.85542,195,12.3914,12.359,40230,4.028535,0.0761,0.0627,98.4437,0.00086922,0,0.5047,0.5161,0.0586,0.1146,4.5796,0,0.0127,0,0.5035,0.5151,34.7736,34.8576,26.3429,26.4144,0.958,1.19,0.357,0.443
196.0,464.859,-106.85836,16.85542,196,12.3817,12.351,40221,4.027669,0.0755,0.0635,98.4261,0.00076482,0,0.5046,0.5162,0.0585,0.1144,4.5788,0,0.0122,0,0.5034,0.515,34.7735,34.8563,26.3447,26.4149,0.952,1.182,0.354,0.44
197.0,468.009,-106.85836,16.85543,197,12.3871,12.3522,40226,4.027721,0.0751,0.0626,98.4481,0.00082609,0,0.5044,0.516,0.0585,0.1146,4.5798,0,0.0125,0,0.5034,0.5148,34.773,34.8552,26.3433,26.4139,1.005,1.195,0.374,0.445
198.0,472.364,-106.85836,16.85544,198,12.381,12.3465,40221,4.027354,0.0753,0.0635,98.4251,0.00076052,0,0.5044,0.5158,0.0585,0.1148,4.5788,0,0.0122,0,0.5034,0.5152,34.7733,34.8565,26.3447,26.416,0.964,1.258,0.359,0.469
