Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS
115.0,287.356,-106.07344,20.2636,115,13.3821,13.3822,4.120498,4.120686,0.13253,12.3642,4.5454,0.050671,0,4.5454,0.0442,0.5099,0,4.5999,0,0.0049,0,0.5095,34.8277,34.8294,26.1853,26.1866,0.0423,1.288,0.502
116.0,288.221,-106.07344,20.2636,116,13.3674,13.3675,4.11922,4.11939,0.12607,12.3606,4.5496,0.050671,0,4.5496,0.042,0.5098,0,4.6002,0,0.0049,0,0.5094,34.8287,34.8302,26.1891,26.1903,0.04,1.218,0.475
117.0,289.19,-106.07344,20.2636,117,13.3493,13.3497,4.117517,4.117719,0.12199,12.3615,4.5485,0.050671,0,4.5485,0.0407,0.5096,0,4.6006,0,0.0049,0,0.5092,34.8287,34.8303,26.1929,26.194,0.0413,1.258,0.49
118.0,290.358,-106.07344,20.2636,118,13.3278,13.3275,4.115352,4.115506,0.12078,12.3608,4.5493,0.050671,0,4.5493,0.0403,0.5096,0,4.6007,0,0.0049,0,0.5092,34.8275,34.8292,26.1963,26.1977,0.0402,1.223,0.477
119.0,291.699,-106.07344,20.26358,119,13.3084,13.3092,4.113366,4.113615,0.11869,12.3608,4.5494,0.050671,0,4.5494,0.0396,0.5097,0,4.601,0,0.0049,0,0.5093,34.826,34.8277,26.1991,26.2002,0.0416,1.268,0.494
120.0,293.009,-106.07344,20.26358,120,13.2891,13.2894,4.111384,4.11159,0.11709,12.3611,4.549,0.050671,0,4.549,0.0391,0.5094,0,4.6018,0,0.0049,0,0.509,34.8246,34.8262,26.202,26.2032,0.0395,1.202,0.468
121.0,294.218,-106.07344,20.26358,121,13.2594,13.2595,4.108715,4.108918,0.10931,12.3611,4.5489,0.050671,0,4.5489,0.0364,0.5096,0,4.6018,0,0.0049,0,0.5092,34.826,34.8279,26.2091,26.2105,0.0418,1.271,0.495
122.0,295.285,-106.07344,20.26358,122,13.2425,13.2422,4.106959,4.107074,0.10602,12.3594,4.5509,0.050671,0,4.5509,0.0353,0.5095,0,4.6018,0,0.0049,0,0.5091,34.8244,34.8258,26.2113,26.2125,0.0406,1.237,0.482
123.0,296.202,-106.07344,20.26358,123,13.2165,13.2171,4.104242,4.104473,0.10555,12.3596,4.5507,0.050671,0,4.5507,0.0352,0.5097,0,4.6003,0,0.0049,0,0.5093,34.8221,34.8237,26.2148,26.216,0.0412,1.254,0.488
124.0,297.01,-106.07344,20.26358,124,13.1911,13.1912,4.101759,4.101924,0.1028,12.3601,4.5501,0.050671,0,4.5501,0.0343,0.5094,0,4.5996,0,0.0049,0,0.509,34.8214,34.8229,26.2195,26.2206,0.0404,1.23,0.478
125.0,297.781,-106.07344,20.26359,125,13.1701,13.1705,4.099687,4.099892,0.10142,12.3598,4.5505,0.050671,0,4.5505,0.0338,0.5096,0,4.603,0,0.0049,0,0.5092,34.8206,34.8221,26.2231,26.2242,0.0411,1.252,0.486
126.0,298.58,-106.07344,20.2636,126,13.1593,13.1598,4.098664,4.098882,0.10075,12.3587,4.5517,0.050671,0,4.5517,0.0336,0.5095,0,4.6045,0,0.0049,0,0.5091,34.8203,34.8219,26.2252,26.2262,0.0404,1.23,0.478
127.0,299.514,-106.07344,20.2636,127,13.1511,13.1516,4.097935,4.098167,0.099807,12.36,4.5502,0.050671,0,4.5502,0.0333,0.5095,0,4.6046,0,0.0049,0,0.5091,34.8205,34.8222,26.227,26.2282,0.0414,1.26,0.49
128.0,300.555,-106.07344,20.26359,128,13.1264,13.1271,4.095452,4.095678,0.098755,12.3607,4.5495,0.050671,0,4.5495,0.0329,0.5097,0,4.6065,0,0.0049,0,0.5093,34.8191,34.8207,26.2309,26.232,0.0423,1.288,0.5
129.0,301.581,-106.07344,20.26358,129,13.0747,13.0737,4.090043,4.090097,0.096105,12.3585,4.5519,0.050671,0,4.5519,0.032,0.5096,0,4.6068,0,0.0049,0,0.5092,34.8147,34.8161,26.2379,26.2392,0.0404,1.232,0.478
130.0,302.539,-106.07344,20.26358,130,13.0216,13.0218,4.084963,4.085167,0.094542,12.3595,4.5508,0.050671,0,4.5508,0.0315,0.5097,0,4.6067,0,0.0049,0,0.5093,34.8148,34.8165,26.2487,26.2499,0.0418,1.271,0.493
131.0,303.508,-106.07344,20.26358,131,13.0098,13.0101,4.083873,4.084081,0.091335,12.3579,4.5525,0.050671,0,4.5525,0.0304,0.5094,0,4.6068,0,0.0049,0,0.509,34.8148,34.8165,26.2511,26.2523,0.0396,1.205,0.467
132.0,304.591,-106.07344,20.26358,132,12.986,12.9862,4.081206,4.081386,0.094327,12.3584,4.552,0.050671,0,4.552,0.0314,0.5095,0,4.6068,0,0.0049,0,0.5091,34.8108,34.8124,26.2528,26.254,0.0408,1.242,0.481
133.0,305.863,-106.07344,20.26358,133,12.9509,12.951,4.077549,4.077765,0.096973,12.3588,4.5516,0.050671,0,4.5516,0.0323,0.5094,0,4.6073,0,0.0049,0,0.509,34.8078,34.8098,26.2574,26.259,0.0403,1.228,0.475
134.0,307.253,-106.07344,20.26358,134,12.8982,12.8982,4.072388,4.072597,0.092783,12.3593,4.551,0.050671,0,4.551,0.0309,0.5094,0,4.6081,0,0.0049,0,0.509,34.8066,34.8086,26.2671,26.2686,0.0406,1.238,0.478
135.0,308.603,-106.07344,20.26358,135,12.8831,12.8834,4.071046,4.07126,0.090153,12.3578,4.5526,0.050671,0,4.5526,0.03,0.5094,0,4.6081,0,0.0049,0,0.509,34.8072,34.809,26.2706,26.272,0.0406,1.237,0.478
136.0,309.726,-106.07344,20.26358,136,12.8561,12.8562,4.06854,4.068753,0.090989,12.3579,4.5525,0.050671,0,4.5525,0.0303,0.5093,0,4.6075,0,0.0049,0,0.5089,34.8078,34.8096,26.2764,26.2779,0.0402,1.223,0.472
137.0,310.612,-106.07344,20.26358,137,12.838,12.8385,4.066936,4.06718,0.087219,12.3586,4.5517,0.050671,0,4.5517,0.0291,0.5093,0,4.6055,0,0.0049,0,0.5089,34.8086,34.8105,26.2807,26.2821,0.0406,1.236,0.477
138.0,311.357,-106.07344,20.26358,138,12.8258,12.8263,4.065854,4.066093,0.084818,12.3571,4.5534,0.050671,0,4.5534,0.0283,0.5093,0,4.6061,0,0.0049,0,0.5089,34.8091,34.8109,26.2835,26.2848,0.0406,1.238,0.477
139.0,312.02,-106.07344,20.26358,139,12.8147,12.8152,4.064878,4.065117,0.084936,12.3578,4.5527,0.050671,0,4.5527,0.0283,0.5093,0,4.6067,0,0.0049,0,0.5089,34.8096,34.8114,26.2861,26.2875,0.04,1.217,0.47
140.0,312.679,-106.07344,20.26359,140,12.8057,12.8062,4.064115,4.064347,0.081996,12.3568,4.5538,0.050671,0,4.5538,0.0274,0.5092,0,4.6067,0,0.0049,0,0.5088,34.8101,34.8119,26.2884,26.2896,0.0398,1.212,0.468
141.0,313.366,-106.07344,20.2636,141,12.7945,12.795,4.063329,4.063585,0.079116,12.3568,4.5538,0.050671,0,4.5538,0.0264,0.5093,0,4.6074,0,0.0049,0,0.5089,34.8125,34.8145,26.2925,26.2939,0.0409,1.246,0.48
142.0,314.149,-106.07344,20.26358,142,12.7996,12.7994,4.064432,4.064623,0.077995,12.3577,4.5528,0.050671,0,4.5528,0.026,0.5093,0,4.6084,0,0.0049,0,0.5089,34.8179,34.82,26.2957,26.2973,0.04,1.219,0.47
143.0,315.164,-106.07344,20.26358,143,12.8147,12.8153,4.066558,4.066807,0.075031,12.3564,4.5542,0.050671,0,4.5542,0.025,0.5092,0,4.609,0,0.0049,0,0.5088,34.8239,34.8257,26.2974,26.2987,0.0395,1.204,0.465
144.0,316.572,-106.07344,20.26358,144,12.8129,12.8139,4.066509,4.06679,0.074485,12.357,4.5536,0.050671,0,4.5536,0.0248,0.5092,0,4.6092,0,0.0049,0,0.5088,34.8247,34.8265,26.2983,26.2996,0.0402,1.223,0.472
145.0,318.178,-106.07344,20.26358,145,12.8017,12.8019,4.065339,4.065557,0.075708,12.3571,4.5535,0.050671,0,4.5535,0.0252,0.5093,0,4.6096,0,0.0049,0,0.5089,34.8234,34.8253,26.2996,26.3011,0.0407,1.238,0.478
146.0,319.57,-106.07344,20.26358,146,12.7735,12.7737,4.062064,4.062312,0.077061,12.3557,4.5551,0.050671,0,4.5551,0.0257,0.5092,0,4.6102,0,0.0049,0,0.5088,34.8176,34.8198,26.3008,26.3024,0.0397,1.207,0.465
147.0,320.775,-106.07344,20.26358,147,12.7497,12.7502,4.05969,4.059953,0.076924,12.3557,4.5551,0.050671,0,4.5551,0.0256,0.5092,0,4.6105,0,0.0049,0,0.5088,34.8164,34.8185,26.3046,26.306,0.0401,1.22,0.47
148.0,321.837,-106.07344,20.26358,148,12.7446,12.7452,4.059435,4.059701,0.076623,12.356,4.5548,0.050671,0,4.5548,0.0255,0.5092,0,4.6102,0,0.0049,0,0.5088,34.8183,34.8202,26.307,26.3084,0.0401,1.221,0.47
149.0,322.744,-106.07344,20.26358,149,12.7259,12.7259,4.057459,4.057637,0.076347,12.3557,4.5551,0.050671,0,4.5551,0.0254,0.5092,0,4.6089,0,0.0049,0,0.5088,34.8162,34.8179,26.3091,26.3105,0.0401,1.221,0.47
150.0,323.512,-106.07344,20.26358,150,12.6857,12.6859,4.053202,4.053358,0.076713,12.3556,4.5553,0.050671,0,4.5553,0.0255,0.5092,0,4.6085,0,0.0049,0,0.5088,34.812,34.8133,26.3138,26.3149,0.0401,1.223,0.47
151.0,324.192,-106.07344,20.26358,151,12.6529,12.6536,4.049651,4.049908,0.077691,12.3563,4.5544,0.050671,0,4.5544,0.0259,0.5092,0,4.6091,0,0.0049,0,0.5088,34.8078,34.8096,26.3171,26.3183,0.0406,1.235,0.475
152.0,324.818,-106.07344,20.26358,152,12.6415,12.6419,4.048468,4.048697,0.077656,12.3578,4.5527,0.050671,0,4.5527,0.0259,0.5092,0,4.609,0,0.0049,0,0.5088,34.8065,34.8083,26.3184,26.3197,0.0406,1.237,0.475
153.0,325.454,-106.07344,20.26358,153,12.6279,12.6281,4.046994,4.047207,0.08078,12.3574,4.5531,0.050671,0,4.5531,0.0269,0.5093,0,4.6082,0,0.0049,0,0.5089,34.8045,34.8064,26.3195,26.3209,0.0405,1.234,0.474
154.0,326.14,-106.07344,20.26358,154,12.6095,12.6098,4.04512,4.045331,0.078108,12.3577,4.5528,0.050671,0,4.5528,0.026,0.5092,0,4.6096,0,0.0049,0,0.5088,34.803,34.8048,26.322,26.3233,0.0398,1.212,0.466
155.0,327.03,-106.07344,20.26358,155,12.5912,12.5916,4.043359,4.04359,0.07832,12.3578,4.5527,0.050671,0,4.5527,0.0261,0.5092,0,4.6105,0,0.0049,0,0.5088,34.8026,34.8044,26.3253,26.3266,0.0403,1.225,0.471
156.0,328.386,-106.07344,20.26358,156,12.5825,12.5835,4.042587,4.04291,0.079091,12.3571,4.5535,0.050671,0,4.5535,0.0264,0.5092,0,4.6107,0,0.0049,0,0.5088,34.8028,34.805,26.3272,26.3287,0.0399,1.214,0.466
157.0,330.268,-106.07344,20.26358,157,12.5713,12.5727,4.041644,4.041991,0.07987,12.357,4.5536,0.050671,0,4.5536,0.0266,0.5091,0,4.6115,0,0.0049,0,0.5087,34.8036,34.8057,26.33,26.3314,0.0401,1.222,0.469
158.0,331.844,-106.07344,20.26358,158,12.5412,12.5418,4.039105,4.039398,0.077298,12.3589,4.5515,0.050671,0,4.5515,0.0257,0.5092,0,4.6119,0,0.0049,0,0.5088,34.8066,34.8089,26.3383,26.3399,0.04,1.217,0.467
159.0,332.971,-106.07343,20.26358,159,12.5239,12.5245,4.037615,4.037868,0.18812,12.3596,4.5507,0.050671,0,4.5507,0.0627,0.5091,0,4.6126,0,0.0049,0,0.5087,34.8078,34.8098,26.3426,26.344,0.0397,1.207,0.463
160.0,333.903,-106.07342,20.26358,160,12.518,12.5186,4.037074,4.037347,0.076209,12.3596,4.5507,0.050671,0,4.5507,0.0254,0.5091,0,4.6084,0,0.0049,0,0.5087,34.8077,34.8098,26.3438,26.3452,0.0394,1.2,0.46
161.0,334.711,-106.07342,20.26358,161,12.5152,12.5157,4.036818,4.037089,0.077597,12.3605,4.5497,0.050671,0,4.5497,0.0258,0.5089,0,4.5846,0,0.0049,0,0.5085,34.8074,34.8095,26.3441,26.3456,0.0396,1.206,0.462
162.0,335.459,-106.07342,20.26358,162,12.5107,12.5112,4.036419,4.036679,0.078366,12.3593,4.5511,0.050671,0,4.5511,0.0261,0.5091,0,4.562,0,0.0049,0,0.5087,34.8073,34.8093,26.3449,26.3464,0.0406,1.236,0.474
163.0,336.202,-106.07342,20.26358,163,12.5087,12.5092,4.036251,4.036508,0.0798,12.3596,4.5507,0.050671,0,4.5507,0.0266,0.5091,0,4.5818,0,0.0049,0,0.5087,34.807,34.8091,26.3451,26.3466,0.0397,1.209,0.463
164.0,336.976,-106.07342,20.2636,164,12.5035,12.5041,4.03572,4.035976,0.078238,12.3587,4.5517,0.050671,0,4.5517,0.0261,0.5089,0,4.5494,0,0.0049,0,0.5085,34.8063,34.8083,26.3456,26.347,0.039,1.186,0.455
165.0,337.815,-106.07342,20.2636,165,12.4908,12.4914,4.034294,4.034558,0.078088,12.3593,4.5511,0.050671,0,4.5511,0.026,0.5091,0,4.5123,0,0.0049,0,0.5087,34.804,34.8059,26.3463,26.3477,0.0407,1.24,0.475
166.0,338.719,-106.07342,20.2636,166,12.4811,12.4817,4.03331,4.033572,0.078912,12.3584,4.552,0.050671,0,4.552,0.0263,0.5091,0,4.5169,0,0.0049,0,0.5087,34.8029,34.805,26.3474,26.3489,0.0395,1.202,0.461
167.0,339.641,-106.07342,20.26359,167,12.4783,12.4788,4.033141,4.033398,0.077775,12.3581,4.5523,0.050671,0,4.5523,0.0259,0.509,0,4.5153,0,0.0049,0,0.5086,34.8035,34.8055,26.3484,26.3499,0.0393,1.198,0.459
168.0,340.554,-106.07342,20.26358,168,12.4747,12.4753,4.032808,4.033075,0.07879,12.3588,4.5516,0.050671,0,4.5516,0.0262,0.5091,0,4.5155,0,0.0049,0,0.5087,34.8032,34.8053,26.3489,26.3504,0.0403,1.227,0.47
169.0,341.531,-106.07342,20.26358,169,12.4643,12.4648,4.03182,4.032079,0.077758,12.3585,4.5519,0.050671,0,4.5519,0.0259,0.5089,0,4.5826,0,0.0049,0,0.5086,34.8029,34.805,26.3507,26.3522,0.0393,1.196,0.458
170.0,342.758,-106.07342,20.26358,170,12.4506,12.451,4.030601,4.030864,0.078128,12.3583,4.5522,0.050671,0,4.5522,0.026,0.5089,0,4.5725,0,0.0049,0,0.5086,34.8034,34.8055,26.3538,26.3554,0.0394,1.199,0.459
171.0,344.632,-106.07342,20.26358,171,12.4311,12.4324,4.028718,4.029063,0.07616,12.3607,4.5494,0.050671,0,4.5494,0.0253,0.5091,0,4.5502,0,0.0049,0,0.5087,34.8028,34.805,26.3572,26.3586,0.0406,1.237,0.473
172.0,346.333,-106.07342,20.26358,172,12.4012,12.4015,4.025729,4.025993,0.076941,12.3578,4.5526,0.050671,0,4.5526,0.0256,0.5089,0,4.5321,0,0.0049,0,0.5085,34.8013,34.8036,26.3618,26.3636,0.0389,1.186,0.453
173.0,347.324,-106.07342,20.2636,173,12.3759,12.3761,4.023353,4.023606,0.075968,12.3577,4.5528,0.050671,0,4.5528,0.0253,0.5091,0,4.5372,0,0.0049,0,0.5087,34.8014,34.8036,26.3669,26.3685,0.0413,1.259,0.481
174.0,348.062,-106.07342,20.2636,174,12.3664,12.367,4.022503,4.0228,0.078067,12.3579,4.5525,0.050671,0,4.5525,0.026,0.5091,0,4.5668,0,0.0049,0,0.5087,34.8015,34.8038,26.3689,26.3705,0.0402,1.223,0.468
175.0,348.697,-106.07342,20.2636,175,12.3643,12.3649,4.022353,4.022638,0.07664,12.3586,4.5518,0.050671,0,4.5518,0.0255,0.5092,0,4.5658,0,0.0049,0,0.5088,34.8016,34.8037,26.3694,26.3709,0.0395,1.203,0.46
176.0,349.296,-106.07342,20.2636,176,12.3637,12.3643,4.022336,4.02262,0.078401,12.3577,4.5528,0.050671,0,4.5528,0.0261,0.5089,0,4.5287,0,0.0049,0,0.5085,34.8015,34.8037,26.3694,26.371,0.0389,1.183,0.452
177.0,349.911,-106.07342,20.2636,177,12.3615,12.3621,4.022163,4.022432,0.075886,12.3577,4.5528,0.050671,0,4.5528,0.0253,0.5091,0,4.563,0,0.0049,0,0.5087,34.8015,34.8035,26.3698,26.3713,0.0394,1.2,0.459
178.0,350.592,-106.07343,20.2636,178,12.3558,12.3562,4.021602,4.021839,0.077964,12.3578,4.5527,0.050671,0,4.5527,0.026,0.5087,0,4.5201,0,0.0049,0,0.5084,34.8009,34.8028,26.3705,26.372,0.0392,1.194,0.456
179.0,351.46,-106.07344,20.2636,179,12.346,12.346,4.020641,4.020866,0.07607,12.3583,4.5521,0.050671,0,4.5521,0.0253,0.5091,0,4.5186,0,0.0049,0,0.5087,34.8003,34.8025,26.372,26.3736,0.0406,1.236,0.472
180.0,352.691,-106.07344,20.2636,180,12.3255,12.3257,4.018625,4.018868,0.082893,12.3614,4.5486,0.050671,0,4.5486,0.0276,0.5089,0,4.5166,0,0.0049,0,0.5085,34.7993,34.8015,26.3752,26.3769,0.0389,1.185,0.452
181.0,354.172,-106.07342,20.2636,181,12.3157,12.3164,4.017696,4.017967,0.07837,12.3587,4.5517,0.050671,0,4.5517,0.0261,0.5087,0,4.517,0,0.0049,0,0.5083,34.799,34.801,26.3769,26.3783,0.0383,1.167,0.446
182.0,355.611,-106.07342,20.2636,182,12.3075,12.3076,4.016878,4.017108,0.076895,12.3591,4.5513,0.050671,0,4.5513,0.0256,0.5088,0,4.547,0,0.0049,0,0.5084,34.7983,34.8004,26.378,26.3796,0.0395,1.203,0.459
183.0,356.901,-106.07342,20.2636,183,12.293,12.2922,4.015381,4.01555,0.077658,12.3585,4.5519,0.050671,0,4.5519,0.0259,0.5088,0,4.6098,0,0.0049,0,0.5084,34.7969,34.7992,26.3797,26.3817,0.0402,1.223,0.467
184.0,358.063,-106.07342,20.2636,184,12.262,12.2618,4.012278,4.012501,0.076077,12.3577,4.5527,0.050671,0,4.5527,0.0253,0.5091,0,4.6101,0,0.0049,0,0.5087,34.7952,34.7975,26.3844,26.3862,0.0403,1.227,0.468
185.0,359.065,-106.07344,20.2636,185,12.2371,12.2371,4.009807,4.010036,0.077259,12.3578,4.5527,0.050671,0,4.5527,0.0257,0.5088,0,4.5921,0,0.0049,0,0.5084,34.7939,34.7961,26.3882,26.3899,0.0387,1.177,0.449
186.0,359.94,-106.07344,20.2636,186,12.2212,12.2217,4.008244,4.00851,0.076371,12.3578,4.5527,0.050671,0,4.5527,0.0254,0.5091,0,4.5918,0,0.0049,0,0.5087,34.7931,34.7952,26.3907,26.3922,0.0415,1.263,0.481
187.0,360.743,-106.07344,20.2636,187,12.2155,12.216,4.007768,4.008042,0.076933,12.3582,4.5522,0.050671,0,4.5522,0.0256,0.509,0,4.5488,0,0.0049,0,0.5086,34.7933,34.7956,26.392,26.3936,0.0397,1.208,0.46
188.0,361.507,-106.07344,20.2636,188,12.1981,12.198,4.005951,4.006113,0.077312,12.3586,4.5518,0.050671,0,4.5518,0.0257,0.509,0,4.582,0,0.0049,0,0.5086,34.7915,34.7932,26.3939,26.3953,0.0388,1.18,0.449
189.0,362.281,-106.07344,20.2636,189,12.1535,12.1533,4.001472,4.001654,0.076505,12.3573,4.5533,0.050671,0,4.5533,0.0255,0.5086,0,4.596,0,0.0049,0,0.5083,34.789,34.791,26.4006,26.4022,0.0373,1.134,0.432
190.0,363.095,-106.07344,20.2636,190,12.1284,12.1287,3.999048,3.999301,0.076929,12.3571,4.5534,0.050671,0,4.5534,0.0256,0.5088,0,4.5236,0,0.0049,0,0.5084,34.7884,34.7906,26.4049,26.4066,0.0407,1.239,0.471
191.0,364.005,-106.07344,20.2636,191,12.1062,12.1056,3.996822,3.996973,0.077243,12.3593,4.551,0.050671,0,4.551,0.0257,0.509,0,4.5447,0,0.0049,0,0.5086,34.7869,34.789,26.4081,26.4099,0.0398,1.211,0.46
192.0,365.085,-106.07344,20.2636,192,12.0837,12.084,3.994672,3.994912,0.074899,12.3587,4.5516,0.050671,0,4.5516,0.0249,0.5086,0,4.5783,0,0.0049,0,0.5083,34.7866,34.7887,26.4122,26.4137,0.038,1.158,0.44
193.0,366.33,-106.07344,20.2636,193,12.0763,12.0769,3.993953,3.994248,0.076581,12.357,4.5536,0.050671,0,4.5536,0.0255,0.5087,0,4.5957,0,0.0049,0,0.5083,34.7861,34.7884,26.4132,26.4149,0.0383,1.166,0.443
194.0,367.494,-106.07344,20.2636,194,12.0621,12.0623,3.992587,3.992834,0.077499,12.3567,4.5539,0.050671,0,4.5539,0.0258,0.5085,0,4.599,0,0.0049,0,0.5082,34.7855,34.7878,26.4155,26.4172,0.0384,1.168,0.444
195.0,368.561,-106.07344,20.2636,195,12.0565,12.0569,3.992081,3.992345,0.076466,12.358,4.5525,0.050671,0,4.5525,0.0254,0.5086,0,4.6002,0,0.0049,0,0.5082,34.7854,34.7877,26.4165,26.4182,0.0384,1.168,0.444
196.0,369.648,-106.07344,20.2636,196,12.0508,12.051,3.991536,3.991787,0.07791,12.3579,4.5526,0.050671,0,4.5526,0.0259,0.5085,0,4.5989,0,0.0049,0,0.5081,34.785,34.7872,26.4173,26.419,0.0391,1.191,0.452
197.0,370.99,-106.07344,20.2636,197,12.0362,12.0362,3.990056,3.990301,0.077922,12.3578,4.5527,0.050671,0,4.5527,0.026,0.5088,0,4.6004,0,0.0049,0,0.5084,34.7837,34.7861,26.4191,26.421,0.0408,1.244,0.472
198.0,372.335,-106.07344,20.2636,198,12.0096,12.0094,3.987384,3.987616,0.077285,12.3576,4.5529,0.050671,0,4.5529,0.0257,0.5087,0,4.5986,0,0.0049,0,0.5083,34.7821,34.7846,26.423,26.4249,0.0373,1.137,0.431
199.0,373.335,-106.07344,20.2636,199,11.9853,11.9854,3.984968,3.985202,0.076906,12.3607,4.5494,0.050671,0,4.5494,0.0256,0.5084,0,4.5977,0,0.0049,0,0.5081,34.7808,34.7829,26.4266,26.4283,0.0382,1.163,0.441
200.0,374.143,-106.07344,20.2636,200,11.9774,11.978,3.984274,3.984569,0.076923,12.358,4.5525,0.050671,0,4.5525,0.0256,0.5087,0,4.5973,0,0.0049,0,0.5083,34.7809,34.7832,26.4282,26.4299,0.0397,1.209,0.458
201.0,374.924,-106.07344,20.2636,201,11.9764,11.977,3.984207,3.984512,0.077312,12.3579,4.5525,0.050671,0,4.5525,0.0257,0.5085,0,4.5986,0,0.0049,0,0.5082,34.7808,34.7832,26.4284,26.4301,0.0392,1.193,0.452
202.0,375.759,-106.07344,20.2636,202,11.9677,11.9679,3.983367,3.983618,0.0766,12.3605,4.5496,0.050671,0,4.5496,0.0255,0.5088,0,4.6067,0,0.0049,0,0.5084,34.7802,34.7825,26.4296,26.4313,0.0399,1.215,0.46
203.0,376.684,-106.07344,20.2636,203,11.946,11.9462,3.981158,3.981398,0.076914,12.3634,4.5464,0.050671,0,4.5464,0.0256,0.5088,0,4.6095,0,0.0049,0,0.5084,34.7785,34.7806,26.4324,26.434,0.0392,1.192,0.452
204.0,377.649,-106.07344,20.2636,204,11.9354,11.9356,3.980135,3.980401,0.076454,12.3569,4.5537,0.050671,0,4.5537,0.0254,0.5086,0,4.5995,0,0.0049,0,0.5082,34.778,34.7804,26.434,26.4358,0.038,1.157,0.438
205.0,378.605,-106.07344,20.2636,205,11.9294,11.9303,3.979575,3.979886,0.075042,12.3559,4.5548,0.050671,0,4.5548,0.025,0.5085,0,4.5994,0,0.0049,0,0.5082,34.7776,34.7798,26.4349,26.4365,0.0377,1.148,0.435
206.0,379.574,-106.07344,20.2636,206,11.919,11.9193,3.978564,3.978817,0.08295,12.3562,4.5545,0.050671,0,4.5545,0.0276,0.5082,0,4.5994,0,0.0049,0,0.5079,34.7771,34.7793,26.4365,26.4382,0.0369,1.123,0.425
207.0,380.546,-106.07344,20.2636,207,11.9072,11.9074,3.977475,3.977733,0.079541,12.3567,4.554,0.050671,0,4.554,0.0265,0.5083,0,4.5995,0,0.0049,0,0.5079,34.777,34.7793,26.4387,26.4404,0.0371,1.131,0.428
208.0,381.557,-106.07344,20.2636,208,11.898,11.8983,3.976628,3.976897,0.078151,12.3565,4.5542,0.050671,0,4.5542,0.026,0.5081,0,4.5995,0,0.0049,0,0.5078,34.7769,34.7792,26.4404,26.4421,0.0382,1.164,0.44
209.0,382.618,-106.07344,20.2636,209,11.8917,11.8921,3.976059,3.97632,0.07747,12.3557,4.5552,0.050671,0,4.5552,0.0258,0.5085,0,4.5995,0,0.0049,0,0.5082,34.7768,34.779,26.4415,26.4431,0.0388,1.181,0.447
210.0,383.763,-106.07344,20.2636,210,11.8847,11.885,3.975391,3.975656,0.075887,12.357,4.5536,0.050671,0,4.5536,0.0253,0.5083,0,4.6013,0,0.0049,0,0.508,34.7764,34.7787,26.4425,26.4442,0.0369,1.124,0.425
211.0,385.068,-106.07344,20.2636,211,11.8692,11.869,3.973853,3.974094,0.075846,12.356,4.5548,0.050671,0,4.5548,0.0252,0.5082,0,4.6008,0,0.0049,0,0.5079,34.7753,34.7779,26.4447,26.4467,0.0381,1.16,0.439
212.0,386.446,-106.07344,20.2636,212,11.8602,11.8609,3.973014,3.97332,0.076222,12.3568,4.5538,0.050671,0,4.5538,0.0254,0.5083,0,4.5955,0,0.0049,0,0.5079,34.7752,34.7774,26.4463,26.4479,0.0382,1.164,0.44
213.0,387.626,-106.07344,20.2636,213,11.8539,11.8546,3.972396,3.972721,0.075501,12.3561,4.5546,0.050671,0,4.5546,0.0251,0.5084,0,4.4607,0,0.0049,0,0.5081,34.7745,34.7771,26.447,26.4489,0.0381,1.161,0.439
214.0,388.576,-106.07344,20.2636,214,11.8378,11.8379,3.970843,3.971088,0.076386,12.3578,4.5527,0.050671,0,4.5527,0.0254,0.5082,0,4.569,0,0.0049,0,0.5078,34.7739,34.7762,26.4496,26.4514,0.0361,1.099,0.415
215.0,389.383,-106.07344,20.2636,215,11.8278,11.8279,3.96989,3.970129,0.078209,12.3555,4.5554,0.050671,0,4.5554,0.0261,0.5081,0,4.4996,0,0.0049,0,0.5078,34.7735,34.7758,26.4512,26.4529,0.0371,1.13,0.427
216.0,390.126,-106.07344,20.2636,216,11.8238,11.8243,3.969514,3.969817,0.076677,12.3562,4.5546,0.050671,0,4.5546,0.0255,0.5081,0,4.5225,0,0.0049,0,0.5078,34.7731,34.7756,26.4516,26.4535,0.0378,1.152,0.435
217.0,390.865,-106.07344,20.2636,217,11.8183,11.8187,3.968995,3.969276,0.07673,12.361,4.5491,0.050671,0,4.5491,0.0256,0.5082,0,4.5043,0,0.0049,0,0.5079,34.7728,34.7751,26.4525,26.4542,0.0376,1.145,0.432
218.0,391.637,-106.07344,20.2636,218,11.812,11.8124,3.968395,3.968691,0.076116,12.3584,4.552,0.050671,0,4.552,0.0253,0.5082,0,4.5345,0,0.0049,0,0.5079,34.7723,34.7748,26.4533,26.4552,0.0376,1.145,0.432
219.0,392.541,-106.07344,20.2636,219,11.805,11.8052,3.967733,3.96798,0.075019,12.3562,4.5545,0.050671,0,4.5545,0.025,0.5081,0,4.5581,0,0.0049,0,0.5078,34.7719,34.7742,26.4544,26.4561,0.0374,1.139,0.43
