Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 366,Coverage (%) 367,Coverage (%) 368,Coverage (%) 369,Coverage (%) 370,Coverage (%) 371,Coverage (%) 372,Coverage (%) 373,Coverage (%) 374,Coverage (%) 376,Coverage (%) 377,Coverage (%) 379,Coverage (%) 388,Coverage (%) 380,Coverage (%) 375,Area 366,Area 367,Area 368,Area 369,Area 370,Area 371,Area 372,Area 373,Area 374,Area 376,Area 377,Area 379,Area 388,Area 380,Area 375,#Peptides,#Unique,#Spec 366,#Spec 367,#Spec 368,#Spec 369,#Spec 370,#Spec 371,#Spec 372,#Spec 373,#Spec 374,#Spec 376,#Spec 377,#Spec 379,#Spec 388,#Spec 380,#Spec 375,PTM,Avg. Mass,Description
66,238,XP_003061754,138.29,58,20,5,0,0,0,0,57,23,5,19,11,7,7,17,0,,,,,,,,,,,,,,,,25,0,5,1,0,0,0,0,21,6,1,3,2,1,1,3,0,Carbamidomethylation,15356,histone H3  Micromonas pusilla CCMP1545
66,239,XP_003059221,138.29,58,20,5,0,0,0,0,57,23,5,19,11,7,7,17,0,,,,,,,,,,,,,,,,25,0,5,1,0,0,0,0,21,6,1,3,2,1,1,3,0,Carbamidomethylation,15356,predicted protein  Micromonas pusilla CCMP1545
66,241,ETNP_100,138.29,43,15,4,0,0,0,0,42,17,4,14,8,5,5,12,0,,,,,,,,,,,,,,,,25,0,5,1,0,0,0,0,21,6,1,3,2,1,1,3,0,Carbamidomethylation,21085,Core histone H2A/H2B/H3/H4
42,180,ETNP_100,138.20,88,48,40,0,0,0,0,59,54,66,7,21,14,6,0,0,3.23E5,1.9E6,,,,,4.53E6,7.82E5,1.7E6,,,4.98E4,4.25E4,,,36,15,10,11,0,0,0,0,18,12,11,2,3,2,1,0,0,Carbamidomethylation; Oxidation (M),14624,Tubulin/FtsZ family  GTPase domain
145,402,ETNP_180,136.67,28,3,0,0,26,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,18,0,1,0,0,20,0,0,0,0,0,0,0,1,0,0,0,,39779,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
74,233,ETNP_60,136.41,57,20,10,0,0,0,0,51,17,0,19,5,7,7,12,0,1.04E6,1.28E5,,,,,,,,,,,,,,23,1,5,2,0,0,0,0,20,5,0,3,1,1,1,2,0,Carbamidomethylation,15326,Core histone H2A/H2B/H3/H4
45,156,WP_006169870,135.38,72,72,9,10,0,0,0,26,0,0,0,0,0,0,0,0,5.77E6,9.59E4,8.55E4,,,,2.59E5,,,,,,,,,16,11,17,1,1,0,0,0,2,0,0,0,0,0,0,0,0,Oxidation (M),10584,carbon dioxide-concentrating mechanism protein CcmK Cyanobacteria
148,147,ETNP14_68,134.58,32,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,19,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,,39447,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
148,148,ETNP14_120,134.58,32,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,19,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,,39447,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
156,499,ETNP_110,133.22,35,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,16,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,,32534,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
156,500,NP_85,133.22,29,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,16,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,,39305,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
156,501,NP_125,133.22,29,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,16,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,,39275,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
156,502,ETNP_100,133.22,29,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,16,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,,39291,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
150,506,ETNP_120,133.01,26,3,0,3,24,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,16,0,1,0,1,18,0,0,0,0,0,0,0,1,0,0,0,,39559,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
137,311,ETNP14_68,130.62,36,0,2,5,33,0,0,3,0,0,0,0,0,0,0,0,,,,,,,3.01E5,,,,,,,,,19,1,0,2,2,19,0,0,1,0,0,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),39870,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
173,325,ETNP14_120,130.61,28,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,14,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,,39385,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
184,515,NP_300,130.15,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,,,,3.24E5,,,,,,,,,,,,14,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,Oxidation (M),39744,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
44,382,ETNP_100,129.55,74,72,65,23,23,0,0,34,31,42,31,58,15,11,11,0,5.68E4,1.89E4,,,,,,,4.15E5,,5.23E4,,,,,23,2,12,4,2,2,0,0,12,5,6,7,9,2,1,1,0,Oxidation (M),8411,hypothetical protein
86,536,EJK48130,129.48,35,16,4,0,0,0,0,29,23,4,10,9,0,0,8,0,,,,,,,,,,,,,,,,19,0,5,1,0,0,0,0,15,7,1,2,2,0,0,2,0,Carbamidomethylation,18750,hypothetical protein THAOC_33105  Thalassiosira oceanica
136,226,ETNP14_68,126.86,51,51,26,27,12,0,0,12,12,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,11,0,11,3,5,1,0,0,1,1,3,0,0,0,0,0,0,,10829,10 kDa chaperonin
112,85,ETNP_90,126.49,21,19,5,8,0,0,0,3,1,4,0,0,2,0,2,0,7.93E5,7.71E4,1.15E5,,,,,,,,,5.78E4,,2.29E5,,17,1,17,2,4,0,0,0,1,1,2,0,0,1,0,1,0,,57358,60 kDa chaperonin 1
112,86,ETNP_120,126.49,21,19,5,8,0,0,0,3,1,4,0,0,2,0,2,0,7.93E5,7.71E4,1.15E5,,,,,,,,,5.78E4,,2.29E5,,17,1,17,2,4,0,0,0,1,1,2,0,0,1,0,1,0,,57387,60 kDa chaperonin 1
88,691,EJK77863,124.77,41,36,11,0,6,0,0,16,14,19,21,5,0,5,5,0,6.98E5,5.72E4,,,,,7.53E5,2.18E5,4.18E5,6.71E5,,,3.96E4,,,13,4,8,2,0,1,0,0,5,4,7,5,1,0,1,1,0,Oxidation (M),16858,hypothetical protein THAOC_00268  Thalassiosira oceanica
88,692,XP_002185049,124.77,41,36,11,0,6,0,0,16,14,19,21,5,0,5,5,0,6.98E5,5.72E4,,,,,7.53E5,2.18E5,4.18E5,6.71E5,,,3.96E4,,,13,4,8,2,0,1,0,0,5,4,7,5,1,0,1,1,0,Oxidation (M),16829,calmoduline  Phaeodactylum tricornutum CCAP 1055
88,693,EJK58168,124.77,41,36,11,0,6,0,0,16,14,19,21,5,0,5,5,0,6.98E5,5.72E4,,,,,7.53E5,2.18E5,4.18E5,6.71E5,,,3.96E4,,,13,4,8,2,0,1,0,0,5,4,7,5,1,0,1,1,0,Oxidation (M),16858,hypothetical protein THAOC_21730  Thalassiosira oceanica
88,694,ETNP_90,124.77,37,32,10,0,5,0,0,15,13,17,20,4,0,5,4,0,6.98E5,5.72E4,,,,,7.53E5,2.18E5,4.18E5,6.71E5,,,3.96E4,,,13,4,8,2,0,1,0,0,5,4,7,5,1,0,1,1,0,Oxidation (M),18514,EF hand
106,263,XP_002179501,124.65,54,17,10,0,0,0,0,48,9,0,19,5,7,7,12,0,2.81E5,2E5,,,,,,,,,,,,,,18,1,3,2,0,0,0,0,15,2,0,3,1,1,1,2,0,Carbamidomethylation,15312,histone H3 isoform 1a  Phaeodactylum tricornutum CCAP 1055
106,264,XP_002179289,124.65,54,17,10,0,0,0,0,48,9,0,19,5,7,7,12,0,2.81E5,2E5,,,,,,,,,,,,,,18,1,3,2,0,0,0,0,15,2,0,3,1,1,1,2,0,Carbamidomethylation,15312,histone H3 isoform 1b  Phaeodactylum tricornutum CCAP 1055
106,265,XP_002177514,124.65,54,17,10,0,0,0,0,48,9,0,19,5,7,7,12,0,2.81E5,2E5,,,,,,,,,,,,,,18,1,3,2,0,0,0,0,15,2,0,3,1,1,1,2,0,Carbamidomethylation,15312,histone H3 isoform 1c  Phaeodactylum tricornutum CCAP 1055
106,266,EJK62504,124.65,54,17,10,0,0,0,0,48,9,0,19,5,7,7,12,0,2.81E5,2E5,,,,,,,,,,,,,,18,1,3,2,0,0,0,0,15,2,0,3,1,1,1,2,0,Carbamidomethylation,15312,hypothetical protein THAOC_16879  Thalassiosira oceanica
106,267,EJK54772,124.65,35,11,7,0,0,0,0,31,6,0,12,3,4,4,8,0,2.81E5,2E5,,,,,,,,,,,,,,18,1,3,2,0,0,0,0,15,2,0,3,1,1,1,2,0,Carbamidomethylation,24071,hypothetical protein THAOC_25571  Thalassiosira oceanica
111,166,|#CONTAM#K2C1_HUMAN|,124.60,30,4,1,5,0,18,5,0,0,0,1,0,12,1,5,0,3.76E5,3.27E5,2.79E5,,3.99E6,2.24E5,,,,4.66E5,,2.23E6,6.83E4,2.53E5,,17,17,2,1,2,0,8,2,0,0,0,1,0,9,1,3,0,Carbamidomethylation; Oxidation (M),65886,sp|#CONTAM#K2C1_HUMAN|
93,138,ETNP14_68,123.86,56,56,34,34,0,0,0,0,0,10,0,0,0,0,0,0,8.52E5,,,,,,,,,,,,,,,19,2,16,9,9,0,0,0,0,0,1,0,0,0,0,0,0,Oxidation (M),12780,hypothetical protein
124,207,CAK22624.1,123.84,67,54,11,56,0,0,0,25,22,65,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,5,1,8,0,0,0,2,2,9,0,0,0,0,0,0,Carbamidomethylation,8844,Photosystem I iron-sulfur center subunit VII PsaC [Synechococcus sp. WH 7803]
124,208,WP_007099573.1,123.84,67,54,11,56,0,0,0,25,22,65,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,5,1,8,0,0,0,2,2,9,0,0,0,0,0,0,Carbamidomethylation,8828,MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Synechococcales]
124,209,NP_30,123.84,67,54,11,56,0,0,0,25,22,65,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,5,1,8,0,0,0,2,2,9,0,0,0,0,0,0,Carbamidomethylation,8828,Photosystem I iron-sulfur center
124,210,WP_007099573,123.84,67,54,11,56,0,0,0,25,22,65,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,5,1,8,0,0,0,2,2,9,0,0,0,0,0,0,Carbamidomethylation,8828,photosystem I iron-sulfur center Cyanobacteria
124,211,WP_006172463,123.84,67,54,11,56,0,0,0,25,22,65,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,5,1,8,0,0,0,2,2,9,0,0,0,0,0,0,Carbamidomethylation,8844,photosystem I iron-sulfur center Synechococcus sp WH 5701
54,259,ETNP_70,123.80,65,65,22,52,0,0,0,25,11,54,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,6,2,7,0,0,0,2,1,8,0,0,0,0,0,0,Carbamidomethylation,8842,Photosystem I iron-sulfur center
54,260,ETNP14_68,123.80,65,65,22,52,0,0,0,25,11,54,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,6,2,7,0,0,0,2,1,8,0,0,0,0,0,0,Carbamidomethylation,8842,Photosystem I iron-sulfur center
54,261,WP_006850103,123.80,65,65,22,52,0,0,0,25,11,54,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,6,2,7,0,0,0,2,1,8,0,0,0,0,0,0,Carbamidomethylation,8842,photosystem I iron-sulfur center Chroococcales
54,262,ETNP14_68,123.80,65,65,22,52,0,0,0,25,11,54,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,6,2,7,0,0,0,2,1,8,0,0,0,0,0,0,Carbamidomethylation,8842,Photosystem I iron-sulfur center
140,114,WP_038654071,123.77,20,19,3,6,0,0,0,3,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,16,0,17,1,3,0,0,0,1,0,2,0,0,0,0,0,0,,57282,molecular chaperone GroEL Prochlorococcus sp MIT 0801
125,213,WP_011377242.1,123.49,67,54,22,67,0,0,0,14,22,54,0,0,0,0,0,0,2.76E5,0E0,9.91E4,,,,,,,,,,,,,9,1,5,2,9,0,0,0,1,2,8,0,0,0,0,0,0,Carbamidomethylation,8842,photosystem I iron-sulfur center protein PsaC [Prochlorococcus marinus]
47,432,XP_003074279,123.09,26,11,12,1,1,0,0,12,7,12,9,7,2,4,0,0,,,,,,,,,,,,,,,,30,0,9,10,2,1,0,0,12,7,7,5,4,2,2,0,0,Carbamidomethylation; Oxidation (M),52955,TBB1_VOLCA Tubulin beta chain ISS  Ostreococcus tauri
107,214,ETNP_110,123.02,67,54,22,67,0,0,0,14,33,65,0,0,0,0,0,0,2.35E5,1.32E6,6.08E6,,,,,1.52E5,1.92E6,,,,,,,9,1,5,2,10,0,0,0,1,3,9,0,0,0,0,0,0,Carbamidomethylation,8846,Photosystem I iron-sulfur center
107,215,ETNP14_68,123.02,67,54,22,67,0,0,0,14,33,65,0,0,0,0,0,0,2.35E5,1.32E6,6.08E6,,,,,1.52E5,1.92E6,,,,,,,9,1,5,2,10,0,0,0,1,3,9,0,0,0,0,0,0,Carbamidomethylation,8846,Photosystem I iron-sulfur center
107,216,ETNP_100,123.02,67,54,22,67,0,0,0,14,33,65,0,0,0,0,0,0,2.35E5,1.32E6,6.08E6,,,,,1.52E5,1.92E6,,,,,,,9,1,5,2,10,0,0,0,1,3,9,0,0,0,0,0,0,Carbamidomethylation,8846,Photosystem I iron-sulfur center
107,217,ETNP_100,123.02,67,54,22,67,0,0,0,14,33,65,0,0,0,0,0,0,2.35E5,1.32E6,6.08E6,,,,,1.52E5,1.92E6,,,,,,,9,1,5,2,10,0,0,0,1,3,9,0,0,0,0,0,0,Carbamidomethylation,8846,Photosystem I iron-sulfur center
107,218,ETNP_90,123.02,67,54,22,67,0,0,0,14,33,65,0,0,0,0,0,0,2.35E5,1.32E6,6.08E6,,,,,1.52E5,1.92E6,,,,,,,9,1,5,2,10,0,0,0,1,3,9,0,0,0,0,0,0,Carbamidomethylation,8846,Photosystem I iron-sulfur center
107,219,ETNP_90,123.02,67,54,22,67,0,0,0,14,33,65,0,0,0,0,0,0,2.35E5,1.32E6,6.08E6,,,,,1.52E5,1.92E6,,,,,,,9,1,5,2,10,0,0,0,1,3,9,0,0,0,0,0,0,Carbamidomethylation,8846,Photosystem I iron-sulfur center
135,281,WP_011295528,122.34,65,65,22,63,0,0,0,14,11,43,0,0,0,0,0,0,2.48E5,,1.13E5,,,,,,,,,,,,,9,1,6,2,8,0,0,0,1,1,7,0,0,0,0,0,0,Carbamidomethylation,8872,photosystem I iron-sulfur center Prochlorococcus
135,282,WP_011295528.1,122.34,65,65,22,63,0,0,0,14,11,43,0,0,0,0,0,0,2.48E5,,1.13E5,,,,,,,,,,,,,9,1,6,2,8,0,0,0,1,1,7,0,0,0,0,0,0,Carbamidomethylation,8872,MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Prochlorococcus]
70,146,ETNP14_68,121.98,63,63,39,38,0,0,0,0,0,7,0,0,0,0,0,0,5.78E5,,,,,,,,,,,,,,,22,1,20,10,11,0,0,0,0,0,1,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),13363,hypothetical protein
69,167,ETNP_60,121.93,75,75,42,41,0,0,0,0,0,8,0,0,0,0,0,0,3.49E4,,,,,,,,,,,,,,,23,2,21,10,11,0,0,0,0,0,1,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),12354,hypothetical protein
69,168,WP_011293945.1,121.93,75,75,42,41,0,0,0,0,0,8,0,0,0,0,0,0,3.49E4,,,,,,,,,,,,,,,23,2,21,10,11,0,0,0,0,0,1,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),12354,MULTISPECIES: transcriptional regulator [Prochlorococcus]
69,169,WP_011293945,121.93,75,75,42,41,0,0,0,0,0,8,0,0,0,0,0,0,3.49E4,,,,,,,,,,,,,,,23,2,21,10,11,0,0,0,0,0,1,0,0,0,0,0,0,Carbamidomethylation; Oxidation (M),12354,transcriptional regulator Prochlorococcus
48,529,XP_003056479,120.84,30,10,10,1,1,0,0,19,7,13,10,9,2,4,0,0,,,,,,,,,,,,,,,,30,0,7,9,2,1,0,0,14,6,7,5,5,1,2,0,0,Carbamidomethylation; Oxidation (M),49615,beta tubulin  Micromonas pusilla CCMP1545
144,330,ETNP14_68,119.72,46,46,18,27,12,0,0,12,12,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,2,5,1,0,0,1,1,4,0,0,0,0,0,0,,10831,10 kDa chaperonin
144,331,ETNP_120,119.72,46,46,18,27,12,0,0,12,12,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,9,0,9,2,5,1,0,0,1,1,4,0,0,0,0,0,0,,10831,10 kDa chaperonin
151,18,NP_300,118.78,22,0,8,20,18,14,0,0,0,5,0,0,0,0,0,0,,1.05E5,1.19E6,2.15E6,6.08E5,,,,9.5E4,,,,,,,8,6,0,2,7,6,4,0,0,0,2,0,0,0,0,0,0,Carbamidomethylation,35973,Leucine-specific-binding protein precursor
117,541,XP_002181134,118.39,52,17,5,0,0,0,0,43,21,5,12,11,0,0,10,0,,,,,,,,,,,,,,,,17,0,3,1,0,0,0,0,13,4,1,2,2,0,0,2,0,Carbamidomethylation,15327,H3.3  Phaeodactylum tricornutum CCAP 1055
139,89,NP_85,118.04,32,0,2,7,32,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,20,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,39694,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
139,90,NP_300,118.04,32,0,2,7,32,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,20,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,39694,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
76,76,WP_011282064,117.08,29,22,20,11,14,0,0,3,0,5,0,2,0,0,0,0,,,,1.8E5,,,,,,,5.13E4,,,,,14,1,15,9,6,6,0,0,1,0,2,0,1,0,0,0,0,Carbamidomethylation,37685,amino acid ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
56,582,ETNP_70,116.94,39,16,16,0,0,0,0,39,35,15,9,0,13,13,23,0,,,,,,,,,,,,,,,,15,0,5,3,0,0,0,0,13,14,3,3,0,2,2,5,0,,13534,Core histone H2A/H2B/H3/H4
50,503,XP_002183424,116.80,31,3,2,0,0,0,0,16,12,3,18,2,12,8,14,0,,,,,,,2.67E4,,,0E0,,,,,,20,2,2,1,0,0,0,0,10,8,2,10,1,9,7,9,0,Carbamidomethylation; Oxidation (M),41791,actin actin like protein  Phaeodactylum tricornutum CCAP 1055
50,504,XP_002183295,116.80,31,3,2,0,0,0,0,16,12,3,18,2,12,8,14,0,,,,,,,2.67E4,,,0E0,,,,,,20,2,2,1,0,0,0,0,10,8,2,10,1,9,7,9,0,Carbamidomethylation; Oxidation (M),41791,predicted protein  Phaeodactylum tricornutum CCAP 1055
50,505,XP_002182221,116.80,31,3,2,0,0,0,0,16,12,3,18,2,12,8,14,0,,,,,,,2.67E4,,,0E0,,,,,,20,2,2,1,0,0,0,0,10,8,2,10,1,9,7,9,0,Carbamidomethylation; Oxidation (M),41839,actin actin like protein  Phaeodactylum tricornutum CCAP 1055
78,97,ETNP14_68,116.74,30,19,21,15,12,0,0,6,0,5,0,0,2,0,0,0,,,,,,,,,,,,,,,,14,0,14,9,6,5,0,0,2,0,2,0,0,1,0,0,0,Carbamidomethylation,37294,General L-amino acid-binding periplasmic protein AapJ precursor
194,149,WP_036913864,116.15,29,9,9,10,0,0,0,0,0,23,0,0,0,0,0,0,8.26E5,6.52E4,,,,,,,,,,,,,,12,1,2,3,4,0,0,0,0,0,7,0,0,0,0,0,0,Oxidation (M),29231,photosystem II manganese-stabilizing polypeptide Prochlorococcus
245,50,ETNP_120,115.67,17,0,3,8,17,3,0,0,0,0,0,0,0,0,0,0,,8.2E4,3.9E5,5.06E6,2.22E5,,,,,,,,,,,7,5,0,1,3,7,1,0,0,0,0,0,0,0,0,0,0,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
245,51,ETNP_120,115.67,17,0,3,8,17,3,0,0,0,0,0,0,0,0,0,0,,8.2E4,3.9E5,5.06E6,2.22E5,,,,,,,,,,,7,5,0,1,3,7,1,0,0,0,0,0,0,0,0,0,0,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
245,52,NP_300,115.67,17,0,3,8,17,3,0,0,0,0,0,0,0,0,0,0,,8.2E4,3.9E5,5.06E6,2.22E5,,,,,,,,,,,7,5,0,1,3,7,1,0,0,0,0,0,0,0,0,0,0,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
245,53,ETNP_110,115.67,17,0,3,8,17,3,0,0,0,0,0,0,0,0,0,0,,8.2E4,3.9E5,5.06E6,2.22E5,,,,,,,,,,,7,5,0,1,3,7,1,0,0,0,0,0,0,0,0,0,0,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
105,158,WP_011128382,115.57,43,37,33,32,0,0,0,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,16,0,12,9,9,0,0,0,0,0,1,0,0,0,0,0,0,,13024,hypothetical protein Synechococcus
116,288,ETNP_60,115.14,21,6,3,0,0,0,0,19,6,6,7,0,0,3,0,0,,,,,,,,,,,,,,,,16,0,2,1,0,0,0,0,16,2,2,4,0,0,1,0,0,,45083,ATP synthase subunit beta
116,289,ETNP14_68,115.14,19,5,2,0,0,0,0,17,6,6,7,0,0,3,0,0,,,,,,,,,,,,,,,,16,0,2,1,0,0,0,0,16,2,2,4,0,0,1,0,0,,50890,ATP synthase subunit beta
130,141,ETNP_100,115.02,31,25,25,24,0,0,0,0,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,12,0,10,9,5,0,0,0,0,0,2,0,0,0,0,0,0,Oxidation (M),15617,hypothetical protein
130,142,ETNP_120,115.02,31,25,25,24,0,0,0,0,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,12,0,10,9,5,0,0,0,0,0,2,0,0,0,0,0,0,Oxidation (M),15617,hypothetical protein
130,143,ETNP_120,115.02,31,25,25,24,0,0,0,0,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,12,0,10,9,5,0,0,0,0,0,2,0,0,0,0,0,0,Oxidation (M),15617,hypothetical protein
130,144,ETNP_90,115.02,31,25,25,24,0,0,0,0,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,12,0,10,9,5,0,0,0,0,0,2,0,0,0,0,0,0,Oxidation (M),15617,hypothetical protein
131,43,ETNP_160,114.43,31,3,19,18,22,18,0,0,0,0,0,0,0,0,0,0,,1.17E5,1.52E5,3.83E5,,,,,,,,,,,,10,2,1,6,6,7,6,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
131,44,ETNP_300,114.43,31,3,19,18,22,18,0,0,0,0,0,0,0,0,0,0,,1.17E5,1.52E5,3.83E5,,,,,,,,,,,,10,2,1,6,6,7,6,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
131,45,ETNP_120,114.43,31,3,19,18,22,18,0,0,0,0,0,0,0,0,0,0,,1.17E5,1.52E5,3.83E5,,,,,,,,,,,,10,2,1,6,6,7,6,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
131,46,ETNP_140,114.43,31,3,19,18,22,18,0,0,0,0,0,0,0,0,0,0,,1.17E5,1.52E5,3.83E5,,,,,,,,,,,,10,2,1,6,6,7,6,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
131,47,NP_300,114.43,31,3,19,18,22,18,0,0,0,0,0,0,0,0,0,0,,1.17E5,1.52E5,3.83E5,,,,,,,,,,,,10,2,1,6,6,7,6,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
131,48,ETNP_180,114.43,31,3,19,18,22,18,0,0,0,0,0,0,0,0,0,0,,1.17E5,1.52E5,3.83E5,,,,,,,,,,,,10,2,1,6,6,7,6,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
201,1183,ETNP_70,114.03,53,14,0,0,0,20,0,32,29,29,0,0,0,0,0,0,,,,,3.85E4,,,,,,,,,,,10,1,1,0,0,0,1,0,7,4,2,0,0,0,0,0,0,Carbamidomethylation,6361,hypothetical protein
102,346,ETNP14_68,113.62,34,34,28,28,0,0,0,14,0,19,0,0,0,0,0,0,5.67E5,,,,,,7.09E4,,,,,,,,,13,2,10,6,8,0,0,0,2,0,6,0,0,0,0,0,0,Carbamidomethylation,15614,Photosystem I reaction center subunit II
96,105,ETNP14_120,113.54,26,19,15,11,10,0,0,6,0,5,0,0,0,0,0,0,1.13E5,,,,,,,,,,,,,,,13,1,14,7,5,4,0,0,2,0,2,0,0,0,0,0,0,Carbamidomethylation,37337,General L-amino acid-binding periplasmic protein AapJ precursor
85,98,ETNP14_68,112.59,30,14,18,10,18,0,0,6,0,8,0,0,0,0,0,0,,1.4E4,,3.79E4,,,,,,,,,,,,13,1,11,8,4,7,0,0,2,0,3,0,0,0,0,0,0,Carbamidomethylation,37467,General L-amino acid-binding periplasmic protein AapJ precursor
193,120,ETNP14_68,112.38,30,30,7,7,0,0,0,3,0,0,0,0,0,0,0,0,1.96E6,6.36E4,1.16E5,,,,,,,,,,,,,10,6,11,2,2,0,0,0,1,0,0,0,0,0,0,0,0,Carbamidomethylation,27433,Photosystem II manganese-stabilizing polypeptide precursor
64,774,ETNP_120,112.01,42,21,15,0,0,0,11,24,17,22,9,0,7,12,16,0,,,,,,0E0,,,,,,,,,,13,1,6,3,0,0,0,1,10,11,4,3,0,1,2,4,0,,13824,Core histone H2A/H2B/H3/H4
100,374,XP_002177917,111.81,22,5,2,0,0,0,0,20,5,5,6,0,0,4,0,0,,,,,,,,,,3.02E4,,,,,,19,1,2,1,0,0,0,0,19,2,2,4,0,0,2,0,0,,53619,predicted protein  Phaeodactylum tricornutum CCAP 1055
161,727,ETNP_60,111.80,47,38,11,27,0,0,0,22,20,27,0,0,0,0,0,0,4.78E5,,,,,,,,,,,,,,,7,1,4,1,5,0,0,0,2,2,6,0,0,0,0,0,0,Carbamidomethylation,8782,Photosystem I iron-sulfur center
161,728,ETNP_90,111.80,47,38,11,27,0,0,0,22,20,27,0,0,0,0,0,0,4.78E5,,,,,,,,,,,,,,,7,1,4,1,5,0,0,0,2,2,6,0,0,0,0,0,0,Carbamidomethylation,8782,Photosystem I iron-sulfur center
